Experiment: Feb_22_tst3_chemo_expt vial 14, Mon Feb 22 14:25:20 2021
0.0045,24004
0.0102,23965
0.0158,23823
0.0215,23868
0.0272,23874
0.0325,23870
0.0382,23847
0.0438,23804
0.0492,23661
0.0548,23763
0.0605,23788
0.0658,23800
0.0714,23713
0.0771,23904
0.0824,23921
0.0881,24040
0.0937,23999
0.0991,23971
0.1048,23958
0.1104,23903
0.1161,23981
0.1216,24011
0.1269,23975
0.1326,23990
0.1382,24112
0.1436,24255
0.1492,24187
0.1549,24264
0.1605,24441
0.1658,24328
0.1715,24466
0.1772,24463
0.1825,24490
0.1882,24513
