Experiment: Feb_22_tst3_chemo_expt vial 5, Mon Feb 22 14:25:20 2021
0.0045,20768
0.0102,20815
0.0158,20841
0.0215,20677
0.0272,20908
0.0325,20726
0.0382,20773
0.0438,20912
0.0492,20858
0.0548,20929
0.0605,20872
0.0658,20911
0.0714,20940
0.0771,20923
0.0824,21032
0.0881,21022
0.0937,20911
0.0991,21009
0.1048,20989
0.1104,21055
0.1161,21014
0.1216,21187
0.1269,21097
0.1326,21135
0.1382,21133
0.1436,21377
0.1492,21518
0.1549,21632
0.1605,21593
0.1658,21651
0.1715,21844
0.1772,21793
0.1825,21784
0.1882,21812
