Experiment: Feb_26_Turb_expt vial 12, Fri Feb 26 16:54:25 2021
0.0055,27906
0.0111,27913
0.0168,27922
0.0221,27932
0.0277,27925
0.0334,27905
0.0387,27893
0.0444,27919
0.05,27922
0.0556,27938
0.061,27926
0.0666,27941
0.0723,28179
0.0776,28149
0.0833,28159
0.0889,28189
0.0945,28188
0.0999,28183
0.1055,28192
0.1111,28180
0.1168,28201
0.1221,28211
0.1278,28202
0.1334,28196
0.1387,28216
0.1444,28227
0.15,28225
0.1556,28229
0.161,28224
0.1666,28238
0.1723,28240
0.1776,28237
0.1833,28243
0.1889,28235
0.1945,28215
0.1999,28202
0.2055,28199
0.2111,28210
0.2167,28194
0.2221,28214
0.2277,28230
0.2334,28223
0.239,28235
0.2443,28193
0.2499,28220
0.2556,28207
0.2612,28222
0.2665,28241
0.2722,28232
0.2778,28250
0.2834,28236
0.2888,28240
0.2944,28213
0.3,28229
0.3057,28243
0.311,28233
0.3166,28254
0.3223,28262
0.3279,28263
0.3332,28253
0.3389,28263
0.3445,28264
0.3499,28268
0.3555,28261
0.3611,28276
0.3668,28271
0.3724,28286
0.3777,28272
0.3834,28265
0.389,28259
0.3943,28266
0.4,28280
0.4056,28277
0.411,28271
0.4166,28280
0.4222,28278
0.4279,28262
0.4333,28268
0.4389,28246
0.4445,28245
0.4499,28280
0.4555,28283
0.4612,28284
0.4668,28260
0.4722,28297
0.4778,28276
0.4834,28297
0.4888,28293
0.4944,28282
0.5,28262
0.5057,28281
0.511,28270
0.5166,28244
0.5223,28281
0.5279,28296
0.5332,28289
0.5389,28303
0.5445,28294
0.5501,28288
0.5555,28296
0.5611,28298
0.5668,28290
0.5724,28297
0.5777,28304
0.5834,28302
0.589,28294
0.5943,28294
0.5999,28301
0.6056,28307
0.6112,28312
0.6166,28319
0.6222,28307
0.6278,28309
0.6335,28335
0.6388,28338
0.6444,28342
0.6501,28342
0.6557,28344
0.6611,28338
0.6667,28345
0.6723,28338
0.6777,28339
0.6833,28374
0.6889,28369
0.6946,28368
0.6999,28389
0.7055,28389
0.7112,28403
0.7168,28400
0.7222,28379
0.7278,28381
0.7334,28384
0.7388,28391
0.7444,28366
0.7499,28395
0.7555,28408
0.7611,28398
0.7668,28412
0.7721,28403
0.7777,28410
0.7833,28433
0.7889,28426
0.7946,28431
0.7999,28438
0.8055,28398
0.8111,28412
0.8167,28406
0.8224,28401
0.8277,28392
0.8333,28448
0.8389,28439
0.8446,28456
0.8499,28457
0.8555,28427
0.8611,28459
0.8667,28437
0.8724,28419
0.8778,28439
0.8834,28425
0.8889,28432
0.8945,28445
0.9002,28406
0.9055,28482
0.9112,28472
0.9167,28482
0.9223,28481
0.9277,28480
0.9333,28472
0.939,28477
0.9445,28484
0.9502,28507
0.9555,28488
0.9611,28488
0.9668,28502
0.9721,28498
0.9778,28469
0.9834,28484
0.9888,28487
0.9944,28484
1.0001,28468
1.0055,28496
1.0111,28480
1.0167,28485
1.0223,28496
1.0277,28504
1.0333,28482
1.039,28511
1.0446,28511
1.05,28503
1.0556,28493
1.0612,28505
1.0668,28501
1.0722,28524
1.0778,28529
1.0834,28529
1.0888,28530
1.0944,28545
1.1,28541
1.1056,28516
1.1113,28525
1.1166,28534
1.1222,28540
1.1279,28530
1.1335,28520
1.1388,28512
1.1445,28517
1.1501,28512
1.1557,28551
1.1611,28526
1.1667,28536
1.1723,28534
1.1779,28548
1.1833,28526
1.1889,28531
1.1946,28560
1.1999,28537
1.2056,28553
1.2112,28549
1.2168,28564
1.2222,28566
1.2278,28571
1.2335,28554
1.2388,28558
1.2445,28573
1.2501,28554
1.2554,28570
1.2611,28542
1.2667,28548
1.2724,28556
1.2777,28539
1.2833,28537
1.289,28561
1.2946,28533
1.3,28524
1.3056,28552
1.3112,28547
1.3166,28546
1.3222,28567
1.3279,28544
1.3335,28549
1.3388,28545
1.3445,28555
1.3501,28543
1.3555,28558
1.3611,28569
1.3667,28532
1.3724,28516
1.3777,28494
1.3834,28502
1.389,28505
1.3946,28509
1.3999,28542
1.4056,28508
1.4112,28498
1.4168,28503
1.4222,28494
1.4278,28466
1.4334,28461
1.439,28474
1.4446,28513
1.45,28470
1.4556,28470
1.4613,28495
1.4666,28489
1.4723,28488
1.4779,28459
1.4832,28470
1.4889,28453
1.4945,28453
1.5001,28435
1.5058,28409
1.5111,28447
1.5168,28443
1.5224,28411
1.5278,28419
1.5334,28419
1.539,28372
1.5444,28368
1.55,28374
1.5556,28367
1.5613,28355
1.5666,28367
1.5723,28348
1.5779,28364
1.5835,28289
1.5889,28336
1.5945,28303
1.6001,28314
1.6055,28296
1.6111,28290
1.6167,28307
1.6224,28278
1.6277,28290
1.6334,28269
1.639,28263
1.6446,28269
1.65,28261
1.6556,28250
1.6612,28245
1.6666,28245
1.6722,28240
1.6778,28250
1.6834,28233
1.6888,28216
1.6944,28236
1.7,28227
1.7057,28198
1.7113,28212
1.7166,28193
1.7222,28217
1.7279,28217
1.7335,28189
1.7388,28176
1.7445,28211
1.7501,28182
1.7557,28172
1.7611,28168
1.7667,28169
1.7724,28179
1.7777,28176
1.7834,28160
1.789,28157
1.7943,28165
1.8,28180
1.8056,28182
1.8112,28165
1.8169,28162
1.8222,28160
1.8278,28131
1.8335,28185
1.8388,28171
1.8444,28166
1.8501,28153
1.8555,28134
1.8611,28146
1.8667,28109
1.8724,28174
1.8777,28132
1.8834,28112
1.889,28106
1.8946,28070
1.9,28124
1.9056,28099
1.9112,28123
1.9166,28104
1.9222,28121
1.9278,28105
1.9335,28100
1.9388,28061
1.9445,28116
1.9501,28102
1.9557,28093
1.9611,28082
1.9667,28072
1.9723,28055
1.978,28065
1.9833,28080
1.9889,28097
1.9945,28060
2.0002,28044
2.0056,28059
2.0112,28044
2.0168,28039
2.0222,28074
2.0278,28065
2.0334,28036
2.039,28048
2.0446,28031
2.05,28042
2.0556,28025
2.0613,28062
2.0666,27976
2.0722,27981
2.0779,27991
2.0832,27971
2.0889,27983
2.0945,27966
2.0999,27985
2.1056,27949
2.1112,27958
2.1168,27941
2.1221,27909
2.1278,27886
2.1332,27886
2.1389,27926
2.1445,27882
2.1499,27886
2.1556,27883
2.1612,27881
2.1666,27874
2.1722,27864
2.1779,27862
2.1833,27798
2.1889,27843
2.1945,27811
2.1999,27803
2.2056,27815
2.2112,27786
2.2166,27808
2.2222,27799
2.2279,27764
2.2333,27789
2.2389,27760
2.2445,27720
2.2499,27728
2.2556,27729
2.2612,27735
2.2666,27696
2.2722,27750
2.2779,27719
2.2833,27717
2.2889,27683
2.2945,27638
2.2999,27666
2.3055,27666
2.3111,27668
2.3166,27633
2.3223,27655
2.3277,27607
2.3333,27627
2.3389,27598
2.3446,27606
2.35,27604
2.3555,27590
2.3612,27529
2.3666,27568
2.3723,27575
2.3779,27535
2.3833,27550
2.389,27533
2.3946,27500
2.3999,27530
2.4056,27526
2.4111,27497
2.4167,27528
2.4223,27530
2.4279,27484
2.4333,27484
2.4389,27447
2.4445,27507
2.45,27445
2.4556,27459
2.4612,27439
2.4667,27415
2.4723,27432
2.4779,27407
2.4833,27423
2.4889,27398
2.4945,27383
2.5,27408
2.5056,27419
2.5113,27371
2.5166,27394
2.5222,27382
2.5279,27341
2.5334,27343
2.539,27315
2.5446,27322
2.55,27331
2.5556,27320
2.5613,27272
2.5666,27262
2.5723,27299
2.5779,27302
2.5834,27270
2.589,27271
2.5946,27242
2.6,27287
2.6056,27280
2.6112,27284
2.6166,27243
2.6222,27226
2.6278,27202
2.6334,27192
2.639,27212
2.6446,27209
2.65,27163
2.6556,27160
2.6613,27178
2.6666,27226
2.6722,27202
2.6779,27144
2.6834,27152
2.689,27139
2.6946,27183
2.7,27119
2.7056,27147
2.7113,27136
2.7166,27140
2.7222,27058
2.7279,27134
2.7334,27068
2.739,27041
2.7444,27055
2.75,27034
2.7557,27002
2.7613,27060
2.7666,26998
2.7723,27057
2.7779,27043
2.7833,27035
2.7889,27006
2.7945,27026
2.8001,27018
2.8057,26997
2.8111,26982
2.8167,27029
2.8223,27035
2.828,26947
2.8333,26924
2.8389,26999
2.8445,26934
2.8501,26953
2.8557,26951
2.8611,26921
2.8667,26917
2.8723,26959
2.8779,26933
2.8833,26936
2.8889,26912
2.8945,26936
2.9001,26917
2.9057,26919
