Experiment: Feb_26_Turb_expt vial 0, Fri Feb 26 16:54:25 2021
0.0055,26010
0.0111,25988
0.0168,25984
0.0221,25996
0.0277,25999
0.0334,25984
0.0387,26006
0.0444,26008
0.05,26108
0.0556,26178
0.061,26172
0.0666,26195
0.0723,26182
0.0776,26206
0.0833,26220
0.0889,26224
0.0945,26232
0.0999,26233
0.1055,26248
0.1111,26252
0.1168,26257
0.1221,26235
0.1278,26264
0.1334,26232
0.1387,26254
0.1444,26267
0.15,26256
0.1556,26267
0.161,26271
0.1666,26259
0.1723,26262
0.1776,26218
0.1833,26234
0.1889,26258
0.1945,26257
0.1999,26273
0.2055,26257
0.2111,26254
0.2167,26259
0.2221,26197
0.2277,26261
0.2334,26273
0.239,26179
0.2443,26235
0.2499,26278
0.2556,26271
0.2612,26269
0.2665,26275
0.2722,26246
0.2778,26288
0.2834,26287
0.2888,26260
0.2944,26269
0.3,26273
0.3057,26274
0.311,26223
0.3166,26274
0.3223,26148
0.3279,26294
0.3332,26288
0.3389,26267
0.3445,26239
0.3499,26290
0.3555,26218
0.3611,26272
0.3668,26253
0.3724,26222
0.3777,26261
0.3834,26235
0.389,26238
0.3943,26168
0.4,26200
0.4056,26204
0.411,26235
0.4166,26210
0.4222,26271
0.4279,26282
0.4333,26239
0.4389,26250
0.4445,26241
0.4499,26229
0.4555,26263
0.4612,26173
0.4668,26148
0.4722,26219
0.4778,26170
0.4834,26255
0.4888,26173
0.4944,26207
0.5,26170
0.5057,26211
0.511,26157
0.5166,26230
0.5223,26170
0.5279,26130
0.5332,26223
0.5389,26191
0.5445,26185
0.5501,26195
0.5555,26197
0.5611,26250
0.5668,26183
0.5724,26169
0.5777,26207
0.5834,26283
0.589,26149
0.5943,26104
0.5999,26252
0.6056,26233
0.6112,26206
0.6166,26215
0.6222,26182
0.6278,26289
0.6335,26211
0.6388,26115
0.6444,26175
0.6501,26131
0.6557,26141
0.6611,26248
0.6667,26172
0.6723,26228
0.6777,26201
0.6833,26254
0.6889,26156
0.6946,26238
0.6999,26212
0.7055,26137
0.7112,26201
0.7168,26186
0.7222,26217
0.7278,26260
0.7334,26266
0.7388,26182
0.7444,26248
0.7499,26247
0.7555,26179
0.7611,26202
0.7668,26267
0.7721,26240
0.7777,26163
0.7833,26121
0.7889,26280
0.7946,26258
0.7999,26301
0.8055,26254
0.8111,26215
0.8167,26264
0.8224,26281
0.8277,26312
0.8333,26300
0.8389,26254
0.8446,26270
0.8499,26315
0.8555,26312
0.8611,26279
0.8667,26240
0.8724,26305
0.8778,26312
0.8834,26292
0.8889,26298
0.8945,26267
0.9002,26297
0.9055,26311
0.9112,26311
0.9167,26311
0.9223,26320
0.9277,26317
0.9333,26314
0.939,26301
0.9445,26317
0.9502,26293
0.9555,26306
0.9611,26317
0.9668,26300
0.9721,26327
0.9778,26319
0.9834,26317
0.9888,26329
0.9944,26307
1.0001,26310
1.0055,26322
1.0111,26318
1.0167,26325
1.0223,26334
1.0277,26318
1.0333,26308
1.039,26340
1.0446,26327
1.05,26322
1.0556,26326
1.0612,26332
1.0668,26333
1.0722,26338
1.0778,26326
1.0834,26329
1.0888,26337
1.0944,26328
1.1,26323
1.1056,26336
1.1113,26343
1.1166,26330
1.1222,26338
1.1279,26334
1.1335,26325
1.1388,26328
1.1445,26327
1.1501,26327
1.1557,26334
1.1611,26336
1.1667,26321
1.1723,26317
1.1779,26329
1.1833,26328
1.1889,26271
1.1946,26336
1.1999,26232
1.2056,26320
1.2112,26312
1.2168,26329
1.2222,26267
1.2278,26338
1.2335,26323
1.2388,26245
1.2445,26346
1.2501,26311
1.2554,26304
1.2611,26301
1.2667,26248
1.2724,26347
1.2777,26339
1.2833,26340
1.289,26341
1.2946,26335
1.3,26327
1.3056,26293
1.3112,26315
1.3166,26326
1.3222,26322
1.3279,26300
1.3335,26331
1.3388,26303
1.3445,26326
1.3501,26333
1.3555,26350
1.3611,26337
1.3667,26344
1.3724,26325
1.3777,26338
1.3834,26335
1.389,26332
1.3946,26331
1.3999,26340
1.4056,26330
1.4112,26343
1.4168,26334
1.4222,26313
1.4278,26329
1.4334,26342
1.439,26346
1.4446,26344
1.45,26348
1.4556,26349
1.4613,26352
1.4666,26352
1.4723,26345
1.4779,26347
1.4832,26359
1.4889,26356
1.4945,26350
1.5001,26359
1.5058,26346
1.5111,26346
1.5168,26360
1.5224,26366
1.5278,26345
1.5334,26355
