Experiment: Feb_22_tst_chemo_expt vial 2, Mon Feb 22 13:40:38 2021
0.0014,-0.08285217135795286
0.0062,-0.08351243532396357
0.0116,-0.08514388226291936
0.0172,-0.07562664819492682
0.0229,-0.0815389213440223
0.0285,-0.07726737154006225
0.0339,-0.07922922525447107
0.0393,-0.08646180866797404
0.0449,-0.08943480874098375
