Experiment: Feb_22_tst_chemo_expt vial 4, Mon Feb 22 13:40:38 2021
0.0014,-0.0018657766089724692
0.0062,-0.0019335630024848172
0.0116,-0.002196797101986281
0.0172,-0.0020442028459422
0.0229,-0.0019234317953555902
0.0285,-0.0015816210409422826
0.0339,-0.0017514661923530017
0.0393,-0.0014689989599219189
0.0449,-0.001743608644241057
