Experiment: Feb_22_tst_chemo_expt vial 13, Mon Feb 22 13:40:38 2021
0.0014,0.8718352648026395
0.0062,0.8725990674687865
0.0116,0.8666359484232536
0.0172,0.8713351798505828
0.0229,0.8752935586240536
0.0285,0.8742771129077459
0.0339,0.8759133899907924
0.0393,0.8837436599381073
0.0449,0.8764318357418276
