Experiment: Feb_22_tst_chemo_expt vial 12, Mon Feb 22 13:40:38 2021
0.0014,-0.003710563186904936
0.0062,-0.0036122696821186406
0.0116,-0.00801298936722633
0.0172,-0.008505612109140748
0.0229,-0.010762941358290923
0.0285,-0.009706552424048942
0.0339,-0.012055236046688234
0.0393,-0.01673660756626405
0.0449,-0.018138837796578877
