Experiment: Feb_22_tst_chemo_expt vial 5, Mon Feb 22 13:40:38 2021
0.0014,0.8661731862454622
0.0062,0.8630283425842182
0.0116,0.8608424457132083
0.0172,0.8608506661882609
0.0229,0.8593824726268782
0.0285,0.8693332072429745
0.0339,0.860741146528782
0.0393,0.8656797203441542
0.0449,0.8661914597416365
