Experiment: Feb_22_tst_chemo_expt vial 15, Mon Feb 22 13:40:38 2021
0.0014,0.9143764653273392
0.0062,0.9123696502072538
0.0116,0.9198824047743551
0.0172,0.9139793489451815
0.0229,0.9203116660272623
0.0285,0.9134083714702433
0.0339,0.911664872943786
0.0393,0.9081165405538143
0.0449,0.9147393009114834
