Experiment: Mar_29_Phage_osmo_expt vial 1, Mon Mar 29 18:22:37 2021
0,0
8.1252,1.0357106510044711
9.2254,0.5139180009348305
10.3533,0.5212214363262422
11.5309,0.5109662318357326
12.7256,0.4983669466847531
13.8477,0.48829645268345745
15.0978,0.49183940537645576
16.4257,0.4428462791540602
17.7366,0.47460358360176497
18.9755,0.4807447791535439
58.9211,0.021066365554673117
65.4269,0.12939133154640833
68.0102,0.23196069183886855
70.4324,0.25521339376875235
72.9048,0.25773695648318734
75.4049,0.2500282785137405
78.266,0.21367788958691605
82.9605,0.1292210804366032
167.8404,0.00030613796129310523
171.1239,0.17595660929515808
174.0019,0.20021790272390397
190.2856,0.045848395244376124
196.9468,0.09160764137821899
201.8803,0.09513518045755986
204.6081,0.20975327104619448
206.986,0.22498015520608602
209.1417,0.24385509776668968
211.2861,0.2584179171459484
213.2918,0.2585997148320479
215.4196,0.26131207245759114
217.0974,0.29797784058417226
219.6642,0.3081584972329833
221.6308,0.2838730878349453
223.4975,0.29204991799011715
225.4475,0.29414390213033126
227.4088,0.2908414632824536
229.2979,0.301093479218914
231.0754,0.2641900998154131
233.0145,0.28477363644442205
234.8533,0.29400900177482486
237.3701,0.3389713685066384
239.1423,0.2929200928035803
241.1425,0.32619308998758634
243.0592,0.3335601423241945
245.0371,0.3154996842438803
247.0426,0.32019800728102116
249.0093,0.3076668071577374
250.9928,0.30710429607476675
253.0262,0.29891082677920966
255.0318,0.29746573526666165
257.1763,0.2896585401579265
259.3875,0.2770929951885449
