Experiment: April_27_Phage_Osmo_expt vial 2, Tue Apr 27 19:11:23 2021
0.0049,1620
0.0106,1621
0.016,1615
0.0216,1609
0.0273,1606
0.0327,1614
0.0383,1613
0.0439,1610
0.0493,1607
0.0548,1612
0.0605,1611
0.066,1611
0.0716,1607
0.077,1611
0.0826,1607
0.0883,1606
0.0939,1612
0.0992,1610
0.1049,1606
0.1105,1609
0.1159,1610
0.1215,1606
0.1272,1609
0.1327,1612
0.1383,1609
0.1437,1604
0.1493,1609
0.155,1611
0.1603,1606
0.166,1606
0.1716,1614
0.1772,1608
0.1827,1608
0.1883,1610
0.1937,1609
0.1994,1604
0.205,1612
0.2104,1613
0.216,1604
0.2216,1603
0.2273,1614
0.2326,1609
0.2382,1605
0.2439,1609
0.2492,1610
0.2549,1604
0.2605,1603
0.2661,1613
0.2714,1607
0.2771,1607
0.2827,1611
0.2883,1610
0.2937,1605
0.2993,1609
0.305,1611
0.3103,1605
0.316,1606
0.3216,1612
0.3272,1609
0.3326,1604
0.3383,1607
0.3439,1612
0.3492,1607
0.3549,1604
0.3605,1608
0.3659,1611
0.3715,1607
0.3772,1605
0.3828,1610
0.3881,1610
0.3938,1605
0.3994,1609
0.405,1611
0.4104,1605
0.416,1607
0.4217,1615
0.427,1608
0.4327,1605
0.4383,1610
0.4437,1610
0.4493,1604
0.4549,1607
0.4606,1612
0.4659,1606
0.4716,1604
0.4772,1611
0.4828,1609
0.4881,1603
0.4938,1607
0.4994,1612
0.5048,1606
0.5105,1606
0.5161,1612
0.5214,1609
0.5271,1603
0.5327,1607
0.5383,1607
0.544,1606
0.5493,1606
0.5549,1612
0.5606,1609
0.566,1605
0.5716,1610
0.5772,1610
0.5826,1607
0.5882,1605
0.5938,1611
0.5995,1610
0.6048,1605
0.6105,1610
0.6161,1611
0.6215,1606
0.6271,1605
0.6327,1611
0.6384,1612
0.6437,1604
0.6494,1608
0.6548,1612
0.6604,1604
0.6661,1607
0.6717,1613
0.6771,1607
0.6827,1603
0.6883,1610
0.6937,1609
0.6994,1604
0.705,1608
0.7106,1613
0.716,1609
0.7216,1605
0.7272,1609
0.7326,1611
0.7382,1605
0.7438,1609
0.7495,1613
0.7548,1605
0.7605,1606
0.7661,1612
0.7715,1606
0.7771,1608
0.7828,1611
0.7881,1604
0.7938,1609
0.7994,1610
0.8048,1607
0.8104,1603
0.8159,1610
0.8216,1609
0.8272,1605
0.8329,1605
0.8382,1612
0.8437,1608
0.8494,1605
0.855,1610
0.8604,1611
0.866,1606
0.8715,1607
0.8772,1610
0.8825,1607
0.8882,1607
0.8938,1611
0.8994,1608
0.905,1604
0.9103,1611
0.916,1611
0.9216,1604
0.9272,1608
0.9328,1614
0.9382,1608
0.9438,1604
0.9495,1609
0.9548,1611
0.9604,1604
0.9661,1607
0.9717,1611
0.9771,1607
0.9827,1608
0.9883,1611
0.9937,1605
0.9993,1607
1.005,1611
1.0104,1605
1.016,1608
1.0216,1611
1.027,1606
1.0326,1605
1.0383,1612
1.0439,1612
1.0493,1604
1.0549,1607
1.0605,1613
1.0659,1608
1.0715,1603
1.0772,1614
1.0828,1611
1.0881,1604
1.0938,1611
1.0994,1609
1.105,1604
1.1104,1607
1.1161,1612
1.1217,1612
1.127,1603
1.1327,1608
1.1383,1614
1.144,1606
1.1493,1603
1.1549,1608
1.1606,1613
1.1659,1605
1.1716,1607
1.1772,1611
1.1826,1606
1.1882,1606
1.1939,1611
1.1995,1608
1.2048,1605
1.2105,1611
1.2161,1610
1.2215,1605
1.2271,1606
1.2328,1611
1.2384,1606
1.2437,1606
1.2494,1613
1.255,1609
1.2604,1605
1.266,1609
1.2717,1610
1.277,1604
1.2827,1608
1.2883,1612
1.2937,1607
1.2993,1605
1.3049,1612
1.3106,1610
1.3159,1605
1.3216,1607
1.3272,1611
1.3328,1606
1.3382,1605
1.3438,1611
1.3494,1610
1.3548,1605
1.3605,1609
1.3661,1612
1.3717,1606
1.3771,1606
1.3827,1611
1.3884,1609
1.3937,1604
1.3994,1610
1.405,1612
1.4104,1605
1.416,1608
1.4216,1612
1.4273,1606
1.4327,1606
1.4383,1613
1.4439,1609
1.4493,1605
1.4549,1609
1.4606,1611
1.4659,1605
1.4716,1605
1.4772,1611
1.4826,1609
1.4882,1604
1.4938,1611
1.4995,1608
1.5049,1603
1.5105,1605
1.5161,1611
1.5215,1605
1.5271,1607
1.5328,1611
1.5381,1607
1.5438,1605
1.5494,1610
1.5548,1611
1.5604,1605
1.5661,1609
1.5717,1612
1.5771,1603
1.5827,1608
1.5883,1611
1.5937,1607
1.5994,1606
1.605,1611
1.6104,1609
1.6161,1605
1.6217,1608
1.627,1611
1.6327,1604
1.6383,1607
1.6437,1612
1.6493,1606
1.655,1606
1.6606,1612
1.666,1609
1.6716,1604
1.6772,1608
1.6826,1611
1.6882,1607
1.6939,1604
1.6992,1610
1.7049,1611
1.7105,1603
1.7161,1607
1.7215,1612
1.7272,1607
1.7328,1605
1.7382,1612
1.7438,1610
1.7494,1605
1.7551,1608
1.7604,1610
1.7661,1606
1.7717,1607
1.777,1611
1.7827,1607
1.7884,1607
1.7937,1611
1.7993,1609
1.805,1605
1.8103,1611
1.816,1609
1.8216,1604
1.8272,1609
1.8326,1613
1.8382,1607
1.8439,1608
1.8495,1612
1.8549,1607
1.8605,1605
1.8659,1611
1.8715,1610
1.8771,1606
1.8828,1610
1.8884,1612
1.8938,1606
1.8994,1607
1.9048,1614
1.9104,1608
1.9161,1607
1.9217,1611
1.9271,1608
1.9327,1605
1.9384,1611
1.9437,1612
1.9494,1603
1.955,1607
1.9604,1612
1.966,1605
1.9717,1605
1.977,1610
1.9827,1608
1.9883,1605
1.9939,1608
1.9993,1611
2.005,1605
2.0103,1607
2.016,1612
2.0216,1609
2.0273,1604
2.0327,1609
2.0383,1610
2.0439,1605
2.0493,1605
2.0549,1611
2.0606,1608
2.0659,1604
2.0716,1608
2.0772,1609
2.0825,1605
2.0882,1606
2.0938,1610
2.0994,1607
2.1051,1606
2.1104,1610
2.1161,1608
2.1217,1607
2.1271,1609
2.1327,1611
2.1383,1604
2.1437,1608
2.1493,1612
2.155,1606
2.1606,1606
2.166,1612
2.1717,1607
2.177,1606
2.1826,1611
2.1883,1608
2.1939,1605
2.1993,1611
2.2049,1609
2.2105,1602
2.2159,1608
2.2216,1612
2.2272,1605
2.2328,1605
2.2382,1613
2.2438,1605
2.2495,1607
2.2548,1610
2.2604,1607
2.2661,1605
2.2717,1609
2.2771,1610
2.2827,1605
2.2884,1607
2.2937,1612
2.2994,1606
2.305,1604
2.3104,1610
2.316,1609
2.3216,1604
2.3273,1608
2.3326,1612
2.3383,1605
2.3439,1605
2.3493,1612
2.3549,1609
2.3605,1604
2.3659,1609
2.3715,1611
2.3772,1605
2.3828,1607
2.3882,1611
2.3937,1605
2.3994,1607
2.405,1613
2.4104,1608
2.416,1604
2.4215,1611
2.4272,1610
2.4328,1605
2.4381,1609
2.4438,1611
2.4493,1605
2.455,1606
2.4606,1610
2.466,1607
2.4716,1606
2.4771,1611
2.4828,1610
2.4881,1603
2.4938,1608
2.4994,1610
2.505,1605
2.5106,1607
2.516,1611
2.5216,1606
2.5273,1604
2.5326,1612
2.5383,1609
2.5439,1605
2.5493,1610
2.5549,1614
2.5605,1605
2.5662,1607
2.5715,1612
2.5772,1608
2.5828,1604
2.5881,1612
2.5938,1609
2.5994,1605
2.6051,1608
2.6105,1611
2.6161,1607
2.6217,1608
2.6271,1611
2.6327,1605
2.6384,1607
2.6437,1611
2.6493,1610
2.655,1604
2.6603,1609
2.666,1612
2.6716,1603
2.6773,1609
2.6826,1611
2.6883,1606
2.6939,1607
2.6993,1613
2.7049,1608
2.7105,1604
2.7159,1610
2.7215,1611
2.7272,1606
2.7328,1611
2.7381,1610
2.7438,1605
2.7494,1608
2.7548,1609
2.7604,1605
2.7661,1605
2.7717,1611
2.7771,1608
2.7827,1606
2.7883,1609
2.7937,1610
2.7993,1604
2.805,1609
2.8106,1613
2.816,1607
2.8216,1607
2.8272,1612
2.8326,1606
2.8382,1606
2.8439,1611
2.8495,1608
2.8549,1604
2.8605,1608
2.8661,1608
2.8715,1605
2.8771,1608
2.8828,1612
2.8884,1606
2.8938,1607
2.8994,1611
2.905,1606
2.9104,1606
2.9161,1610
2.9217,1610
2.9271,1607
2.9327,1610
2.9383,1609
2.9437,1605
2.9493,1606
2.955,1610
2.9606,1607
2.9659,1606
2.9716,1612
2.9772,1606
2.9828,1607
2.9882,1610
2.9938,1609
2.9995,1604
3.0049,1609
3.0105,1610
3.0159,1604
3.0215,1607
3.0272,1612
3.0328,1607
3.0382,1605
3.0438,1611
3.0494,1609
3.0548,1605
3.0605,1608
3.0661,1611
3.0717,1604
3.0771,1605
3.0827,1612
3.0883,1609
3.0937,1603
3.0993,1610
3.105,1611
3.1106,1604
3.116,1608
3.1216,1612
3.1273,1605
3.1326,1604
3.1383,1611
3.1439,1609
3.1493,1605
3.1549,1612
3.1606,1608
3.1662,1604
3.1716,1610
3.1772,1610
3.1829,1605
3.1882,1606
3.1939,1611
3.1995,1609
3.2049,1605
3.2105,1609
3.2161,1610
3.2215,1606
3.2271,1606
3.2328,1610
3.2384,1607
3.2438,1606
3.2494,1612
3.2551,1608
3.2604,1609
3.2661,1612
3.2717,1608
3.2771,1605
3.2828,1608
3.2884,1611
3.2938,1604
3.2994,1609
3.305,1611
3.3104,1607
3.316,1605
3.3217,1611
3.3273,1610
3.3327,1604
3.3383,1609
3.344,1611
3.3493,1607
3.3549,1605
3.3606,1611
3.3659,1610
3.3716,1605
3.3772,1608
3.3829,1611
3.3882,1607
3.3939,1607
3.3995,1614
3.4048,1608
3.4105,1606
3.4161,1610
3.4218,1611
3.4271,1603
3.4328,1609
3.4384,1611
3.4438,1605
3.4494,1606
3.4551,1612
3.4604,1609
3.4661,1604
3.4717,1608
3.4771,1613
3.4827,1606
3.4883,1606
3.494,1613
3.4993,1611
3.505,1605
3.5106,1608
3.516,1612
3.5216,1608
3.5272,1606
3.5329,1611
3.5382,1609
3.5439,1607
3.5495,1608
3.5549,1610
3.5605,1606
3.5662,1607
3.5715,1611
3.5772,1609
3.5828,1603
3.5885,1612
3.5938,1609
3.5995,1603
3.6051,1609
3.6105,1613
3.6161,1605
3.6217,1605
3.6271,1612
3.6327,1608
3.6384,1605
3.6438,1608
3.6494,1614
3.655,1606
3.6607,1606
3.666,1611
3.6717,1610
3.6773,1604
3.6827,1608
3.6883,1611
3.6939,1605
3.6993,1604
3.705,1609
3.7106,1609
3.716,1606
3.7216,1609
3.7272,1614
3.7329,1607
3.7382,1605
3.7439,1609
3.7495,1612
3.7549,1605
3.7605,1604
3.7662,1612
3.7715,1608
3.7771,1604
3.7828,1610
3.7884,1610
3.7938,1606
3.7994,1607
3.8051,1609
3.8104,1605
3.8161,1606
3.8217,1613
3.8273,1607
3.8327,1606
3.8383,1611
3.844,1608
3.8493,1603
3.855,1609
3.8606,1609
3.8662,1605
3.8716,1607
3.8772,1612
3.8829,1606
3.8882,1606
3.8939,1613
3.8995,1609
3.9049,1607
3.9105,1610
3.916,1612
3.9216,1605
3.9273,1608
3.9329,1612
3.9383,1606
3.9438,1606
3.9494,1612
3.9551,1609
3.9607,1604
3.966,1608
3.9716,1611
3.9772,1607
3.9829,1604
3.9882,1612
3.9939,1610
3.9994,1602
4.0051,1609
4.0107,1610
4.0161,1607
4.0217,1605
4.0272,1612
4.0329,1608
4.0382,1606
4.0439,1609
4.0495,1610
4.0549,1605
4.0605,1608
4.0662,1613
4.0715,1608
4.0772,1605
4.0828,1609
4.0885,1611
4.0938,1605
4.0995,1608
4.1051,1612
4.1105,1607
4.1161,1605
4.1217,1612
4.1274,1610
4.1327,1605
4.1384,1606
4.144,1612
4.1493,1605
4.155,1606
4.1606,1612
4.1663,1608
4.1716,1605
4.1773,1609
4.1827,1610
4.1883,1604
4.1939,1607
4.1996,1611
4.205,1606
4.2106,1605
4.2162,1612
4.2216,1611
4.2272,1604
4.2329,1607
4.2383,1610
4.2439,1606
4.2496,1605
4.2549,1611
4.2606,1609
4.2662,1604
4.2718,1611
