Experiment: April_27_Phage_Osmo_expt vial 3, Tue Apr 27 19:11:23 2021
0.0049,1626
0.0106,1622
0.016,1625
0.0216,1630
0.0273,1629
0.0327,1625
0.0383,1628
0.0439,1625
0.0493,1623
0.0548,1629
0.0605,1624
0.066,1630
0.0716,1627
0.077,1624
0.0826,1628
0.0883,1627
0.0939,1624
0.0992,1632
0.1049,1627
0.1105,1623
0.1159,1629
0.1215,1628
0.1272,1625
0.1327,1629
0.1383,1626
0.1437,1625
0.1493,1628
0.155,1621
0.1603,1629
0.166,1627
0.1716,1623
0.1772,1626
0.1827,1627
0.1883,1624
0.1937,1627
0.1994,1628
0.205,1623
0.2104,1629
0.216,1627
0.2216,1625
0.2273,1628
0.2326,1624
0.2382,1624
0.2439,1627
0.2492,1624
0.2549,1626
0.2605,1626
0.2661,1624
0.2714,1626
0.2771,1630
0.2827,1624
0.2883,1624
0.2937,1630
0.2993,1623
0.305,1625
0.3103,1628
0.316,1627
0.3216,1624
0.3272,1630
0.3326,1626
0.3383,1624
0.3439,1629
0.3492,1626
0.3549,1621
0.3605,1626
0.3659,1629
0.3715,1625
0.3772,1628
0.3828,1624
0.3881,1625
0.3938,1628
0.3994,1626
0.405,1625
0.4104,1626
0.416,1627
0.4217,1624
0.427,1627
0.4327,1627
0.4383,1623
0.4437,1628
0.4493,1623
0.4549,1623
0.4606,1628
0.4659,1624
0.4716,1622
0.4772,1632
0.4828,1624
0.4881,1623
0.4938,1629
0.4994,1627
0.5048,1625
0.5105,1628
0.5161,1627
0.5214,1623
0.5271,1629
0.5327,1626
0.5383,1624
0.544,1629
0.5493,1625
0.5549,1621
0.5606,1630
0.566,1626
0.5716,1622
0.5772,1628
0.5826,1626
0.5882,1623
0.5938,1628
0.5995,1626
0.6048,1623
0.6105,1629
0.6161,1625
0.6215,1624
0.6271,1626
0.6327,1623
0.6384,1627
0.6437,1628
0.6494,1624
0.6548,1628
0.6604,1626
0.6661,1624
0.6717,1629
0.6771,1626
0.6827,1625
0.6883,1629
0.6937,1624
0.6994,1626
0.705,1629
0.7106,1625
0.716,1625
0.7216,1629
0.7272,1625
0.7326,1626
0.7382,1628
0.7438,1622
0.7495,1626
0.7548,1629
0.7605,1623
0.7661,1626
0.7715,1627
0.7771,1624
0.7828,1627
0.7881,1627
0.7938,1623
0.7994,1627
0.8048,1627
0.8104,1623
0.8159,1627
0.8216,1627
0.8272,1625
0.8329,1629
0.8382,1624
0.8437,1622
0.8494,1627
0.855,1628
0.8604,1623
0.866,1627
0.8715,1625
0.8772,1625
0.8825,1629
0.8882,1623
0.8938,1626
0.8994,1628
0.905,1623
0.9103,1626
0.916,1627
0.9216,1625
0.9272,1629
0.9328,1626
0.9382,1622
0.9438,1629
0.9495,1626
0.9548,1623
0.9604,1628
0.9661,1626
0.9717,1621
0.9771,1628
0.9827,1627
0.9883,1621
0.9937,1626
0.9993,1628
1.005,1622
1.0104,1625
1.016,1630
1.0216,1625
1.027,1627
1.0326,1626
1.0383,1624
1.0439,1629
1.0493,1625
1.0549,1623
1.0605,1630
1.0659,1626
1.0715,1624
1.0772,1629
1.0828,1627
1.0881,1624
1.0938,1629
1.0994,1625
1.105,1623
1.1104,1627
1.1161,1627
1.1217,1622
1.127,1627
1.1327,1626
1.1383,1623
1.144,1628
1.1493,1624
1.1549,1623
1.1606,1628
1.1659,1628
1.1716,1624
1.1772,1628
1.1826,1627
1.1882,1624
1.1939,1627
1.1995,1627
1.2048,1623
1.2105,1628
1.2161,1629
1.2215,1623
1.2271,1628
1.2328,1628
1.2384,1622
1.2437,1628
1.2494,1626
1.255,1623
1.2604,1627
1.266,1627
1.2717,1625
1.277,1628
1.2827,1630
1.2883,1621
1.2937,1628
1.2993,1628
1.3049,1622
1.3106,1629
1.3159,1627
1.3216,1624
1.3272,1628
1.3328,1625
1.3382,1625
1.3438,1630
1.3494,1625
1.3548,1626
1.3605,1628
1.3661,1626
1.3717,1623
1.3771,1629
1.3827,1624
1.3884,1625
1.3937,1629
1.3994,1625
1.405,1622
1.4104,1629
1.416,1626
1.4216,1623
1.4273,1627
1.4327,1624
1.4383,1625
1.4439,1627
1.4493,1623
1.4549,1626
1.4606,1627
1.4659,1624
1.4716,1627
1.4772,1626
1.4826,1622
1.4882,1628
1.4938,1627
1.4995,1622
1.5049,1627
1.5105,1627
1.5161,1623
1.5215,1628
1.5271,1625
1.5328,1626
1.5381,1628
1.5438,1625
1.5494,1624
1.5548,1630
1.5604,1624
1.5661,1624
1.5717,1629
1.5771,1624
1.5827,1624
1.5883,1630
1.5937,1626
1.5994,1627
1.605,1631
1.6104,1626
1.6161,1626
1.6217,1630
1.627,1623
1.6327,1625
1.6383,1628
1.6437,1624
1.6493,1624
1.655,1626
1.6606,1624
1.666,1626
1.6716,1628
1.6772,1623
1.6826,1628
1.6882,1627
1.6939,1624
1.6992,1628
1.7049,1627
1.7105,1623
1.7161,1627
1.7215,1628
1.7272,1625
1.7328,1628
1.7382,1628
1.7438,1625
1.7494,1627
1.7551,1627
1.7604,1624
1.7661,1629
1.7717,1626
1.777,1624
1.7827,1631
1.7884,1625
1.7937,1625
1.7993,1629
1.805,1626
1.8103,1625
1.816,1628
1.8216,1626
1.8272,1623
1.8326,1629
1.8382,1624
1.8439,1624
1.8495,1629
1.8549,1622
1.8605,1625
1.8659,1628
1.8715,1624
1.8771,1625
1.8828,1628
1.8884,1623
1.8938,1625
1.8994,1629
1.9048,1626
1.9104,1626
1.9161,1629
1.9217,1624
1.9271,1626
1.9327,1629
1.9384,1622
1.9437,1628
1.9494,1628
1.955,1623
1.9604,1627
1.966,1629
1.9717,1623
1.977,1627
1.9827,1630
1.9883,1624
1.9939,1629
1.9993,1628
2.005,1625
2.0103,1627
2.016,1628
2.0216,1625
2.0273,1627
2.0327,1624
2.0383,1626
2.0439,1629
2.0493,1624
2.0549,1627
2.0606,1629
2.0659,1623
2.0716,1628
2.0772,1628
2.0825,1622
2.0882,1627
2.0938,1629
2.0994,1623
2.1051,1627
2.1104,1626
2.1161,1621
2.1217,1626
2.1271,1627
2.1327,1623
2.1383,1626
2.1437,1629
2.1493,1622
2.155,1627
2.1606,1629
2.166,1625
2.1717,1626
2.177,1628
2.1826,1624
2.1883,1626
2.1939,1629
2.1993,1624
2.2049,1625
2.2105,1627
2.2159,1625
2.2216,1627
2.2272,1626
2.2328,1624
2.2382,1630
2.2438,1625
2.2495,1624
2.2548,1627
2.2604,1625
2.2661,1627
2.2717,1629
2.2771,1623
2.2827,1625
2.2884,1628
2.2937,1625
2.2994,1625
2.305,1629
2.3104,1624
2.316,1627
2.3216,1627
2.3273,1623
2.3326,1628
2.3383,1625
2.3439,1627
2.3493,1627
2.3549,1624
2.3605,1627
2.3659,1629
2.3715,1624
2.3772,1628
2.3828,1628
2.3882,1622
2.3937,1627
2.3994,1625
2.405,1623
2.4104,1628
2.416,1627
2.4215,1624
2.4272,1628
2.4328,1628
2.4381,1625
