Experiment: April_27_Phage_Osmo_expt vial 6, Tue Apr 27 19:11:23 2021
0.0049,1626
0.0106,1627
0.016,1623
0.0216,1616
0.0273,1614
0.0327,1602
0.0383,1603
0.0439,1610
0.0493,1611
0.0548,1604
0.0605,1604
0.066,1613
0.0716,1610
0.077,1608
0.0826,1604
0.0883,1605
0.0939,1609
0.0992,1605
0.1049,1604
0.1105,1607
0.1159,1610
0.1215,1604
0.1272,1603
0.1327,1606
0.1383,1611
0.1437,1606
0.1493,1602
0.155,1603
0.1603,1611
0.166,1608
0.1716,1603
0.1772,1604
0.1827,1609
0.1883,1613
0.1937,1606
0.1994,1602
0.205,1607
0.2104,1613
0.216,1607
0.2216,1599
0.2273,1606
0.2326,1610
0.2382,1607
0.2439,1603
0.2492,1608
0.2549,1609
0.2605,1607
0.2661,1602
0.2714,1605
0.2771,1609
0.2827,1608
0.2883,1603
0.2937,1604
0.2993,1610
0.305,1606
0.3103,1605
0.316,1605
0.3216,1610
0.3272,1609
0.3326,1604
0.3383,1605
0.3439,1609
0.3492,1609
0.3549,1602
0.3605,1603
0.3659,1609
0.3715,1608
0.3772,1604
0.3828,1601
0.3881,1608
0.3938,1607
0.3994,1605
0.405,1604
0.4104,1608
0.416,1607
0.4217,1603
0.427,1605
0.4327,1608
0.4383,1607
0.4437,1604
0.4493,1603
0.4549,1608
0.4606,1608
0.4659,1601
0.4716,1606
0.4772,1611
0.4828,1607
0.4881,1603
0.4938,1605
0.4994,1608
0.5048,1606
0.5105,1603
0.5161,1608
0.5214,1609
0.5271,1607
0.5327,1603
0.5383,1607
0.544,1611
0.5493,1606
0.5549,1603
0.5606,1604
0.566,1610
0.5716,1606
0.5772,1604
0.5826,1607
0.5882,1610
0.5938,1604
0.5995,1604
0.6048,1604
0.6105,1608
0.6161,1607
0.6215,1604
0.6271,1606
0.6327,1609
0.6384,1606
0.6437,1605
0.6494,1606
0.6548,1608
0.6604,1604
0.6661,1604
0.6717,1607
0.6771,1610
0.6827,1602
0.6883,1602
0.6937,1608
0.6994,1611
0.705,1604
0.7106,1603
0.716,1606
0.7216,1610
0.7272,1607
0.7326,1601
0.7382,1606
0.7438,1611
0.7495,1609
0.7548,1603
0.7605,1605
0.7661,1610
0.7715,1609
0.7771,1602
0.7828,1604
0.7881,1608
0.7938,1607
0.7994,1603
0.8048,1603
0.8104,1607
0.8159,1607
0.8216,1605
0.8272,1605
0.8329,1608
0.8382,1607
0.8437,1603
0.8494,1607
0.855,1608
0.8604,1608
0.866,1604
0.8715,1606
0.8772,1610
0.8825,1606
0.8882,1603
0.8938,1607
0.8994,1610
0.905,1604
0.9103,1599
0.916,1605
0.9216,1611
0.9272,1608
0.9328,1602
0.9382,1605
0.9438,1608
0.9495,1607
0.9548,1602
0.9604,1604
0.9661,1609
0.9717,1607
0.9771,1604
0.9827,1606
0.9883,1609
0.9937,1607
0.9993,1604
1.005,1605
1.0104,1610
1.016,1607
1.0216,1603
1.027,1605
1.0326,1608
1.0383,1607
1.0439,1605
1.0493,1606
1.0549,1612
1.0605,1607
1.0659,1604
1.0715,1605
1.0772,1610
1.0828,1605
1.0881,1602
1.0938,1605
1.0994,1607
1.105,1608
1.1104,1603
1.1161,1605
1.1217,1608
1.127,1607
1.1327,1602
1.1383,1605
1.144,1610
1.1493,1606
1.1549,1603
1.1606,1605
1.1659,1609
1.1716,1607
1.1772,1601
1.1826,1606
1.1882,1607
1.1939,1605
1.1995,1605
1.2048,1607
1.2105,1608
1.2161,1604
1.2215,1603
1.2271,1610
1.2328,1606
1.2384,1603
1.2437,1606
1.2494,1609
1.255,1607
1.2604,1602
1.266,1606
1.2717,1611
1.277,1607
1.2827,1603
1.2883,1607
1.2937,1609
1.2993,1606
1.3049,1605
1.3106,1608
1.3159,1608
1.3216,1604
1.3272,1606
1.3328,1609
1.3382,1607
1.3438,1603
1.3494,1607
1.3548,1608
1.3605,1604
1.3661,1605
1.3717,1609
1.3771,1605
1.3827,1601
1.3884,1605
1.3937,1609
1.3994,1605
1.405,1604
1.4104,1604
1.416,1608
1.4216,1605
1.4273,1605
1.4327,1608
1.4383,1609
1.4439,1605
1.4493,1604
1.4549,1609
1.4606,1608
1.4659,1605
1.4716,1603
1.4772,1608
1.4826,1609
1.4882,1603
1.4938,1605
1.4995,1610
1.5049,1605
1.5105,1603
1.5161,1608
1.5215,1609
1.5271,1606
1.5328,1606
1.5381,1608
1.5438,1608
1.5494,1605
1.5548,1605
1.5604,1607
1.5661,1609
1.5717,1603
1.5771,1604
1.5827,1608
1.5883,1609
1.5937,1601
1.5994,1604
1.605,1608
1.6104,1607
1.6161,1603
1.6217,1609
1.627,1606
1.6327,1606
1.6383,1605
1.6437,1609
1.6493,1608
1.655,1604
1.6606,1605
1.666,1608
1.6716,1608
1.6772,1604
1.6826,1605
1.6882,1609
1.6939,1606
1.6992,1602
1.7049,1606
1.7105,1608
1.7161,1604
1.7215,1605
1.7272,1608
1.7328,1608
1.7382,1604
1.7438,1603
1.7494,1607
1.7551,1608
1.7604,1603
1.7661,1607
1.7717,1607
1.777,1605
1.7827,1601
1.7884,1606
1.7937,1607
1.7993,1607
1.805,1604
1.8103,1608
1.816,1608
1.8216,1604
1.8272,1605
1.8326,1608
1.8382,1609
1.8439,1603
1.8495,1606
1.8549,1607
1.8605,1608
1.8659,1604
1.8715,1608
1.8771,1609
1.8828,1605
1.8884,1603
1.8938,1607
1.8994,1608
1.9048,1605
1.9104,1605
1.9161,1609
1.9217,1608
1.9271,1602
1.9327,1607
1.9384,1609
1.9437,1606
1.9494,1601
1.955,1605
1.9604,1609
1.966,1607
1.9717,1603
1.977,1604
1.9827,1608
1.9883,1604
1.9939,1603
1.9993,1608
2.005,1609
2.0103,1603
2.016,1605
2.0216,1607
2.0273,1607
2.0327,1603
2.0383,1605
2.0439,1609
2.0493,1606
2.0549,1602
2.0606,1607
2.0659,1609
2.0716,1605
2.0772,1605
2.0825,1607
2.0882,1608
2.0938,1603
2.0994,1604
2.1051,1608
2.1104,1609
2.1161,1605
2.1217,1604
2.1271,1608
2.1327,1608
2.1383,1602
2.1437,1605
2.1493,1608
2.155,1604
2.1606,1600
2.166,1607
2.1717,1609
2.177,1603
2.1826,1603
2.1883,1609
2.1939,1608
2.1993,1601
2.2049,1606
2.2105,1609
2.2159,1607
2.2216,1604
2.2272,1606
2.2328,1607
2.2382,1607
2.2438,1603
2.2495,1605
2.2548,1609
2.2604,1604
2.2661,1603
2.2717,1608
2.2771,1608
2.2827,1604
2.2884,1603
2.2937,1610
2.2994,1608
2.305,1602
2.3104,1604
2.316,1611
2.3216,1607
2.3273,1603
2.3326,1606
2.3383,1609
2.3439,1606
2.3493,1603
2.3549,1606
2.3605,1610
2.3659,1606
2.3715,1603
2.3772,1607
2.3828,1608
2.3882,1605
2.3937,1603
2.3994,1608
2.405,1609
2.4104,1603
2.416,1604
2.4215,1611
2.4272,1607
2.4328,1602
2.4381,1605
2.4438,1610
2.4493,1607
2.455,1604
2.4606,1607
2.466,1610
2.4716,1606
2.4771,1604
2.4828,1606
2.4881,1609
2.4938,1607
2.4994,1605
2.505,1608
2.5106,1607
2.516,1603
2.5216,1605
2.5273,1610
2.5326,1605
2.5383,1601
2.5439,1607
2.5493,1611
2.5549,1606
2.5605,1604
2.5662,1608
2.5715,1607
2.5772,1604
2.5828,1604
2.5881,1609
2.5938,1606
2.5994,1604
2.6051,1606
2.6105,1608
2.6161,1604
2.6217,1601
2.6271,1607
2.6327,1609
2.6384,1604
2.6437,1604
2.6493,1608
2.655,1607
2.6603,1604
2.666,1603
2.6716,1608
2.6773,1607
2.6826,1602
2.6883,1605
2.6939,1611
2.6993,1608
2.7049,1601
2.7105,1607
2.7159,1610
2.7215,1605
2.7272,1604
2.7328,1607
2.7381,1607
2.7438,1603
2.7494,1604
2.7548,1609
2.7604,1608
2.7661,1601
2.7717,1606
2.7771,1609
2.7827,1606
2.7883,1603
2.7937,1605
2.7993,1610
2.805,1606
2.8106,1603
2.816,1607
2.8216,1607
2.8272,1605
2.8326,1603
2.8382,1606
2.8439,1610
2.8495,1604
2.8549,1604
2.8605,1608
2.8661,1608
2.8715,1605
2.8771,1605
2.8828,1608
2.8884,1608
2.8938,1604
2.8994,1605
2.905,1608
2.9104,1606
2.9161,1602
2.9217,1606
2.9271,1609
2.9327,1606
2.9383,1602
2.9437,1606
2.9493,1609
2.955,1603
2.9606,1605
2.9659,1608
2.9716,1609
2.9772,1603
2.9828,1604
2.9882,1607
2.9938,1608
2.9995,1602
3.0049,1605
3.0105,1609
3.0159,1608
3.0215,1603
3.0272,1605
3.0328,1608
3.0382,1605
3.0438,1602
3.0494,1604
3.0548,1609
3.0605,1608
3.0661,1605
3.0717,1606
3.0771,1610
3.0827,1604
3.0883,1603
3.0937,1608
3.0993,1607
3.105,1603
3.1106,1605
3.116,1608
3.1216,1606
3.1273,1604
3.1326,1608
3.1383,1609
3.1439,1604
3.1493,1605
3.1549,1606
3.1606,1608
3.1662,1603
3.1716,1606
3.1772,1608
3.1829,1609
3.1882,1603
3.1939,1606
3.1995,1608
3.2049,1604
3.2105,1604
3.2161,1609
3.2215,1607
3.2271,1604
3.2328,1606
3.2384,1608
