Experiment: April_27_Phage_Osmo_expt vial 0, Tue Apr 27 19:11:23 2021
0.0049,1614
0.0106,1613
0.016,1614
0.0216,1628
0.0273,1642
0.0327,1639
0.0383,1633
0.0439,1634
0.0493,1635
0.0548,1632
0.0605,1634
0.066,1639
0.0716,1632
0.077,1636
0.0826,1633
0.0883,1633
0.0939,1636
0.0992,1633
0.1049,1632
0.1105,1639
0.1159,1633
0.1215,1632
0.1272,1636
0.1327,1634
0.1383,1634
0.1437,1637
0.1493,1633
0.155,1632
0.1603,1637
0.166,1630
0.1716,1636
0.1772,1639
0.1827,1633
0.1883,1634
0.1937,1636
0.1994,1632
0.205,1638
0.2104,1634
0.216,1633
0.2216,1637
0.2273,1632
0.2326,1633
0.2382,1636
0.2439,1632
0.2492,1636
0.2549,1633
0.2605,1634
0.2661,1637
0.2714,1633
0.2771,1635
0.2827,1637
0.2883,1631
0.2937,1635
0.2993,1637
0.305,1632
0.3103,1633
0.316,1635
0.3216,1631
0.3272,1638
0.3326,1633
0.3383,1631
0.3439,1638
0.3492,1631
0.3549,1634
0.3605,1637
0.3659,1632
0.3715,1633
0.3772,1637
0.3828,1633
0.3881,1635
0.3938,1636
0.3994,1632
0.405,1637
0.4104,1636
0.416,1633
0.4217,1636
0.427,1633
0.4327,1633
0.4383,1636
0.4437,1633
0.4493,1634
0.4549,1634
0.4606,1630
0.4659,1635
0.4716,1635
0.4772,1632
0.4828,1636
0.4881,1635
0.4938,1635
0.4994,1637
0.5048,1632
0.5105,1636
0.5161,1635
0.5214,1635
0.5271,1636
0.5327,1634
0.5383,1632
0.544,1638
0.5493,1632
0.5549,1633
0.5606,1638
0.566,1632
0.5716,1633
0.5772,1637
0.5826,1631
0.5882,1634
0.5938,1635
0.5995,1630
0.6048,1636
0.6105,1637
0.6161,1630
0.6215,1636
0.6271,1636
0.6327,1631
0.6384,1637
0.6437,1634
0.6494,1630
0.6548,1636
0.6604,1634
0.6661,1633
0.6717,1639
0.6771,1634
0.6827,1633
0.6883,1636
0.6937,1632
0.6994,1633
0.705,1637
0.7106,1631
0.716,1635
0.7216,1636
0.7272,1632
0.7326,1636
0.7382,1636
0.7438,1631
0.7495,1637
0.7548,1636
0.7605,1631
0.7661,1637
0.7715,1634
0.7771,1632
0.7828,1636
0.7881,1633
0.7938,1633
0.7994,1638
0.8048,1633
0.8104,1632
0.8159,1636
0.8216,1630
0.8272,1633
0.8329,1638
0.8382,1632
0.8437,1634
0.8494,1636
0.855,1631
0.8604,1636
0.866,1638
0.8715,1633
0.8772,1634
0.8825,1638
0.8882,1630
0.8938,1634
0.8994,1636
0.905,1630
0.9103,1634
0.916,1635
0.9216,1633
0.9272,1638
0.9328,1634
0.9382,1632
0.9438,1637
0.9495,1634
0.9548,1632
0.9604,1636
0.9661,1634
0.9717,1633
0.9771,1635
0.9827,1632
0.9883,1635
0.9937,1637
0.9993,1630
1.005,1633
1.0104,1639
1.016,1633
1.0216,1633
1.027,1638
1.0326,1632
1.0383,1634
1.0439,1636
1.0493,1630
1.0549,1635
1.0605,1635
1.0659,1630
1.0715,1635
1.0772,1637
1.0828,1630
1.0881,1636
1.0938,1634
1.0994,1630
1.105,1636
1.1104,1634
1.1161,1632
1.1217,1638
1.127,1632
1.1327,1634
1.1383,1637
1.144,1630
1.1493,1633
1.1549,1637
1.1606,1631
1.1659,1636
1.1716,1638
1.1772,1632
1.1826,1634
1.1882,1638
1.1939,1631
1.1995,1634
1.2048,1633
1.2105,1633
1.2161,1634
1.2215,1633
1.2271,1630
1.2328,1637
1.2384,1632
1.2437,1631
1.2494,1636
1.255,1632
1.2604,1631
1.266,1639
1.2717,1632
1.277,1632
1.2827,1639
1.2883,1633
1.2937,1633
1.2993,1635
1.3049,1632
1.3106,1634
1.3159,1636
1.3216,1634
1.3272,1635
1.3328,1637
1.3382,1633
1.3438,1634
1.3494,1633
1.3548,1632
1.3605,1636
1.3661,1633
1.3717,1633
1.3771,1637
1.3827,1630
1.3884,1634
1.3937,1636
1.3994,1631
1.405,1634
1.4104,1636
1.416,1631
1.4216,1635
1.4273,1635
1.4327,1631
1.4383,1635
1.4439,1633
1.4493,1631
1.4549,1636
1.4606,1634
1.4659,1632
1.4716,1637
1.4772,1631
1.4826,1633
1.4882,1636
1.4938,1631
1.4995,1634
1.5049,1637
1.5105,1631
1.5161,1637
1.5215,1634
1.5271,1632
1.5328,1637
1.5381,1635
1.5438,1632
1.5494,1637
1.5548,1633
1.5604,1633
1.5661,1638
1.5717,1634
1.5771,1633
1.5827,1637
1.5883,1634
1.5937,1633
1.5994,1638
1.605,1635
1.6104,1632
1.6161,1637
1.6217,1631
1.627,1633
1.6327,1636
1.6383,1632
1.6437,1635
