Experiment: Feb_23_T2_chemo_expt vial 1, Tue Feb 23 14:55:00 2021
0.0047,0.0
0.0107,0.0006140464880779462
0.0163,0.0012172483271939427
0.022,-0.0018359699928304218
0.0273,-0.003255727369155692
0.033,-0.0050867094859128326
0.0386,-0.002246748651368091
0.044,-0.002042800477520812
0.0496,-0.0008122729769368675
0.0553,-0.001428894595995156
0.0609,-0.0012264642431288886
0.0662,0.00020517994957092167
0.0719,-0.002451441583439462
0.0775,-0.002854314454581064
0.0829,-0.0036653034429777742
0.0885,-0.0014259972201783322
0.0942,-0.0014346657619406233
0.0995,-0.0024485306106868387
0.1052,-0.002653969684879298
0.1108,-0.0034700776260557786
0.1164,-0.004077918173880257
0.1218,-0.004282776460186821
0.1274,-0.002653969684879298
0.1331,-0.002041349282910665
0.1385,-0.002857239907289033
0.1441,-0.0020384409972685757
0.1497,-0.0024536196536358856
0.1551,-0.002857239907289033
0.1607,-0.0038752931630938736
0.1664,-0.0038819082359523582
0.1717,-0.003063449092586601
0.1774,-0.00101247449218278
0.183,-0.0016378452953451639
0.1886,-0.0014317841099157347
0.194,-0.0022460222268059216
0.1997,-0.0022474745845626476
0.2051,-0.0034664059444670103
0.2108,-0.0018388700557580018
0.2162,-0.002653240623064712
0.2219,-0.003265291731995079
0.2275,-0.005308101509417851
0.2332,-0.004694772100400035
0.2385,-0.004901908521426246
0.2442,-0.005105368471664096
0.2498,-0.006117646634715146
0.2552,-0.0057098640055556205
0.2608,-0.005517525099722698
0.2664,-0.002257586055587124
0.2718,-0.00042183732135903096
0.2774,-0.0034795665080720184
0.2831,-0.004904122269309585
0.2884,-0.005723263545501123
0.2941,-0.0038921192389631543
0.2997,-0.004290150456816244
0.3051,-0.00429235307411957
0.3107,-0.0051031456085338656
0.3164,-0.006131093645191155
0.322,-0.00449576924416506
0.3274,-0.0044965040315068094
0.333,-0.004903384844717085
0.3386,-0.0038797076339828207
0.344,-0.0034737370234315668
0.3496,-0.004294551269106828
0.3553,-0.005516784947674158
0.3606,-0.0028659690940388005
0.3663,-0.00449797213208325
0.3719,-0.0032733197937580005
0.3775,-0.0032689482215052523
0.3829,-0.005103887054278777
0.3886,-0.003684379369186752
0.3942,-0.005100174911868538
0.3996,-0.0030685469089916095
0.4052,-0.004089683677630074
0.4109,-0.004490611974461323
0.4162,-0.0036792762189038486
0.4219,-0.004088952018908798
0.4275,-0.005508610844814799
0.4332,-0.005505623702720119
0.4385,-0.005518264760404179
0.4442,-0.004089683677630074
0.4498,-0.005918612700707593
0.4552,-0.005309585072685308
0.4608,-0.00429088515395315
0.4665,-0.004696988525880075
0.4718,-0.00631967925552035
0.4775,-0.006934923091835299
0.4829,-0.00449576924416506
0.4885,-0.005307358990730426
0.4941,-0.0059171177861042645
0.4998,-0.00449503396545603
0.5051,-0.0036756163705039535
0.5108,-0.00428351607100852
0.5164,-0.0030678201236111757
0.522,-0.004696988525880075
0.5274,-0.004487654153095266
0.533,-0.00407643864127849
0.5387,-0.004492825181117266
0.544,-0.0046977263516370105
0.5497,-0.004489134046515297
0.5553,-0.004901908521426246
0.5607,-0.004704344671863758
0.5663,-0.004288679588438593
0.5719,-0.004696988525880075
0.5776,-0.004702142987437208
0.5829,-0.0046977263516370105
0.5886,-0.004287206754586381
0.5942,-0.003885566078532743
0.5996,-0.004506011552406708
0.6052,-0.00532284869577293
0.6108,-0.003899353848323295
0.6162,-0.0022597402694812807
0.6217,-0.002259022689551471
0.6274,-0.004712379679385426
0.633,-0.003480292982493527
0.6386,-0.0024630068554949425
0.644,-0.003688734334629906
0.6496,-0.002869585372023753
0.6553,-0.002465161340003297
0.6609,-0.0022626056755156165
0.6663,-0.0022676012183884264
0.6719,-0.003485364545130043
0.6773,-0.003695233615421789
0.683,-0.002876781075357937
0.6886,-0.0030772300068231395
0.694,-0.0028688630991634545
0.6996,-0.00532284869577293
0.7051,-0.006138495414979683
0.7108,-0.005926057791611705
0.7165,-0.0061348006721919646
0.7218,-0.005929761910745901
0.7275,-0.005516784947674158
0.7329,-0.005928281737198504
0.7386,-0.004717461909775511
0.7442,-0.005118612781801479
0.7496,-0.004704344671863758
0.7552,-0.004102046696504602
0.7608,-0.00349256786828811
0.7664,-0.0026713197578739356
0.7718,-0.003891393075500127
0.7774,-0.002667728499336386
0.7831,-0.0030779504044137207
0.7886,-0.0038942947811404505
0.7942,-0.004097699493238016
0.7996,-0.0047152867592479275
0.8052,-0.0057313737799722375
0.8108,-0.0063420789047330395
0.8164,-0.005531494628643663
0.822,-0.004513268522647107
0.8274,-0.003895018979128695
0.8331,-0.0030786703106362445
0.8384,-0.003688734334629906
0.8441,-0.004301119320169855
0.8497,-0.004305475909296974
0.8554,-0.0030779504044137207
0.8607,-0.002470171272627053
0.8664,-0.0026748987321993933
0.872,-0.0032820098704671175
0.8773,-0.0036916278175549433
0.883,-0.003291344272856378
0.8886,-0.0030786703106362445
0.894,-0.005930501260468013
0.8996,-0.0049100039767858705
0.9053,-0.0030765091178631687
0.9106,-0.004907802021746122
0.9163,-0.00429893439213247
0.9219,-0.003688734334629906
0.9273,-0.003075065865839166
0.933,-0.0038892116369014795
0.9386,-0.003688734334629906
0.9443,-0.00246874232014882
0.9496,-0.0022597402694812807
0.9552,-0.00451182105954695
0.9609,-0.002879645598374392
0.9662,-0.0040984252555362755
0.9719,-0.004100599594222709
0.9775,-0.004106376210505247
0.9829,-0.0047152867592479275
0.9885,-0.003685832989808291
0.9942,-0.004512545036780891
0.9998,-0.004510371630972898
1.0052,-0.0049100039767858705
1.0109,-0.005733575343362274
1.0162,-0.005524164356583761
1.0219,-0.005104628008656187
1.0275,-0.005933453745668893
1.0329,-0.007360969936333395
1.0385,-0.005729167794265022
1.0442,-0.0053191803255014936
1.0495,-0.0030765091178631687
1.0552,-0.005112010527156152
1.0608,-0.00469846368602489
1.0662,-0.0038819082359523582
1.0719,-0.006545677509322001
1.0775,-0.004301846646778573
1.0829,-0.004907802021746122
1.0885,-0.004704344671863758
1.0942,-0.007768336537305687
1.0995,-0.0071558182247232205
1.1052,-0.008380253990519115
1.1108,-0.0077728261521664566
1.1162,-0.006139232889431523
1.1219,-0.007768336537305687
