Experiment: Feb_19_real_eric2_expt vial 2, Fri Feb 19 13:52:12 2021
0.0021,0.0
0.0078,-0.001324479361964892
0.0132,-0.0029699200846562412
0.0188,-0.0016595451235583702
0.0242,-0.0033104122063514207
0.0298,-0.0019885766693503726
0.0355,-0.004640303245865507
0.0408,0.003636087667998611
0.0465,-0.003639294520240144
0.0521,-0.002320916568750997
0.0575,-0.0043121763294489135
0.0632,-0.0006574190571151384
0.0688,0.0023157369359474433
0.0742,-0.0009849919265487728
0.0798,0.0023177512357377417
0.0855,0.00032607443199395014
0.0909,-0.0066336527286421365
0.0965,0.001324662943590793
0.1022,-0.003980410694968128
0.1075,-0.0006675808713458853
0.1132,-0.012609925651023923
0.1188,-0.003975470270453307
0.1242,-0.005638202163470218
0.1298,-0.010619168234428988
0.1355,-0.011612679824021699
0.1409,-0.014932377063348046
0.1465,-0.017943936571940267
0.1522,-0.007303325583478459
0.1575,-0.01825951607323506
0.1632,-0.015918202074731047
0.1688,-0.010937092997953535
0.1742,-0.02059694356800823
0.1799,-0.015277760440472576
0.1855,-0.014604714722703083
0.1909,-0.011285371279944334
0.1965,-0.011947045085353158
0.2022,-0.013942813993888636
0.2076,-0.010937092997953535
0.2132,-0.011279554402131797
0.2189,-0.006634641013033349
0.2242,-0.007625286833906397
0.2299,-0.01026774532022956
0.2355,-0.008625497425207795
0.2409,-0.009621891556608864
0.2466,-0.00728751187924348
0.2519,-0.0076247669903735105
0.2576,-0.010614028249087415
0.2632,-0.0033182922448555807
0.2689,-0.006957081718053315
0.2743,-0.01261296108326393
0.2799,-0.010281616553995176
0.2856,-0.01127661704003291
0.2909,-0.01128130756396728
0.2966,-0.008957235159755994
0.302,-0.011277206055024136
0.3076,-0.010948794509747062
0.3133,-0.012608706079132448
0.3187,-0.011942866828816623
0.3243,-0.0082890296859357
0.33,-0.009942434130255196
0.3353,-0.01094122362056038
0.341,-0.011612679824021699
0.3466,-0.005968209118644152
0.352,-0.007627358495176928
0.3577,-0.009939563986891109
0.3633,-0.005301074302559217
0.3687,-0.006960660072163671
0.3743,-0.0009974452457988114
0.38,-0.007292694059102489
0.3853,-0.006305042378837333
0.391,-0.005301074302559217
0.3966,-0.003974561984745106
0.402,-0.007289594006608668
0.4077,-0.00464260756950341
0.4131,-0.009943005845071573
0.4187,-0.010942396856875813
0.4244,-0.012609316250722591
0.4298,-0.008954534015535698
0.4354,-0.012611142137774811
0.4411,-0.011278968472281381
0.4464,-0.012940150124717276
0.4521,-0.013608739235106082
0.4577,-0.013608113003249489
0.4631,-0.011612088797845699
0.4688,-0.012947510201163581
0.4744,-0.013273479221055373
0.4798,-0.013608113003249489
0.4854,-0.011280139560697178
0.4911,-0.012949332866360352
0.4964,-0.009955942411171481
0.5021,-0.013597349055018748
0.5077,-0.015268587860502114
0.5131,-0.012946291234606777
0.5188,-0.01227787718369755
0.5242,-0.015265939357097524
0.5299,-0.012283267328507819
0.5355,-0.012277274422291873
0.5409,-0.012942615824095283
0.5466,-0.014272487711722182
0.552,-0.012945680594402154
0.5577,-0.012947510201163581
0.5631,-0.012275461510368846
0.5688,-0.013279055557696484
0.5744,-0.012943230320729304
0.5798,-0.012605028852608724
0.5854,-0.010284450476190754
0.5911,-0.009957048047832817
0.5964,-0.012271814861816832
0.6021,-0.01261356585585438
0.6076,-0.01194406447282037
0.6132,-0.009953164822026794
0.6189,-0.012274249045989283
0.6242,-0.010620867679737689
0.6299,-0.008621219450223094
0.6354,-0.010283319221171983
0.641,-0.008619602483397992
0.6464,-0.006627153679786835
