Experiment: Feb_23_T2_chemo_expt vial 1, Tue Feb 23 14:55:02 2021
0.0047,1625
0.0107,1629
0.0163,1632
0.022,1629
0.0273,1627
0.033,1632
0.0386,1627
0.044,1629
0.0496,1630
0.0553,1627
0.0609,1630
0.0662,1633
0.0719,1625
0.0775,1627
0.0829,1632
0.0885,1633
0.0942,1625
0.0995,1627
0.1052,1631
0.1108,1631
0.1164,1625
0.1218,1629
0.1274,1632
0.1331,1625
0.1385,1627
0.1441,1632
0.1497,1628
0.1551,1628
0.1607,1632
0.1664,1629
0.1717,1626
0.1774,1631
0.183,1631
0.1886,1625
0.194,1627
0.1997,1633
0.2051,1630
0.2108,1627
0.2162,1632
0.2219,1629
0.2275,1624
0.2332,1631
0.2385,1629
0.2442,1626
0.2498,1626
0.2552,1631
0.2608,1629
0.2664,1627
0.2718,1632
0.2774,1629
0.2831,1628
0.2884,1632
0.2941,1631
0.2997,1627
0.3051,1628
0.3107,1632
0.3164,1626
0.322,1628
0.3274,1633
0.333,1626
0.3386,1628
0.344,1632
0.3496,1630
0.3553,1628
0.3606,1631
0.3663,1631
0.3719,1629
0.3775,1632
0.3829,1628
0.3886,1627
0.3942,1632
0.3996,1627
0.4052,1626
0.4109,1632
0.4162,1631
0.4219,1627
0.4275,1627
0.4332,1632
0.4385,1628
0.4442,1626
0.4498,1630
0.4552,1633
0.4608,1627
0.4665,1625
0.4718,1628
0.4775,1633
0.4829,1629
0.4885,1629
0.4941,1631
0.4998,1627
0.5051,1626
0.5108,1631
0.5164,1630
0.522,1625
0.5274,1628
0.533,1633
0.5387,1626
0.544,1627
0.5497,1632
0.5553,1630
0.5607,1626
0.5663,1630
0.5719,1632
0.5776,1627
0.5829,1631
0.5886,1630
0.5942,1627
0.5996,1628
0.6052,1630
0.6108,1627
0.6162,1626
0.6217,1630
0.6274,1630
0.633,1627
0.6386,1632
0.644,1629
0.6496,1628
0.6553,1631
0.6609,1631
0.6663,1626
0.6719,1627
0.6773,1633
0.683,1626
0.6886,1626
0.694,1633
0.6996,1630
0.7051,1627
0.7108,1631
0.7165,1631
0.7218,1627
0.7275,1627
0.7329,1633
0.7386,1627
0.7442,1627
0.7496,1633
0.7552,1631
0.7608,1626
0.7664,1628
0.7718,1633
0.7774,1629
0.7831,1627
0.7886,1632
0.7942,1629
0.7996,1625
0.8052,1630
0.8108,1630
0.8164,1625
0.822,1629
0.8274,1632
0.8331,1627
0.8384,1628
0.8441,1632
0.8497,1629
0.8554,1631
0.8607,1632
0.8664,1629
0.872,1627
0.8773,1631
0.883,1630
0.8886,1626
0.894,1631
0.8996,1632
0.9053,1625
0.9106,1629
0.9163,1632
0.9219,1628
0.9273,1630
0.933,1631
0.9386,1628
0.9443,1625
0.9496,1631
0.9552,1630
0.9609,1626
0.9662,1629
0.9719,1631
0.9775,1629
0.9829,1626
0.9885,1631
0.9942,1629
0.9998,1628
1.0052,1630
1.0109,1630
1.0162,1625
1.0219,1628
1.0275,1633
1.0329,1627
1.0385,1626
1.0442,1630
1.0495,1630
1.0552,1625
1.0608,1629
1.0662,1632
1.0719,1625
1.0775,1625
1.0829,1631
1.0885,1631
1.0942,1626
1.0995,1629
1.1052,1632
1.1108,1627
1.1162,1627
1.1219,1632
1.1275,1629
1.1331,1628
1.1385,1633
1.1441,1629
1.1498,1626
1.1551,1632
1.1608,1629
1.1664,1627
1.1718,1631
1.1774,1629
1.1831,1629
1.1885,1632
1.1941,1630
1.1997,1627
1.2051,1631
1.2107,1629
1.2164,1629
1.222,1628
1.2274,1632
1.233,1630
1.2387,1628
1.244,1630
1.2497,1632
1.2553,1627
1.2607,1632
1.2663,1631
1.2719,1626
1.2776,1628
1.2829,1632
1.2886,1631
1.2942,1626
1.2996,1628
1.3052,1632
1.3109,1630
1.3165,1626
1.3219,1632
1.3275,1630
1.3329,1625
1.3385,1626
1.3442,1633
1.3498,1627
1.3552,1627
1.3608,1631
1.3664,1628
1.3718,1628
1.3774,1630
1.383,1632
1.3884,1628
1.394,1631
1.3997,1631
1.4053,1627
1.411,1628
1.4163,1632
1.422,1629
1.4273,1628
1.433,1629
1.4386,1630
1.4442,1627
1.4496,1630
1.4553,1631
1.4606,1627
1.4663,1630
1.4719,1633
1.4776,1627
1.4829,1628
1.4886,1631
1.4943,1632
1.4996,1625
1.5053,1629
1.5109,1632
1.5163,1627
1.5219,1630
1.5276,1630
1.5329,1625
1.5386,1627
1.544,1631
1.5496,1629
1.5552,1628
1.5609,1631
1.5665,1631
1.5719,1625
1.5775,1627
1.5832,1633
1.5885,1629
1.5942,1625
1.5995,1629
1.6052,1632
1.6108,1626
1.6165,1627
1.6218,1635
1.6275,1630
1.6328,1626
1.6385,1630
1.6441,1630
1.6497,1627
1.6554,1629
1.6607,1632
1.6664,1626
1.672,1628
1.6774,1632
1.683,1629
1.6887,1628
1.694,1631
1.6997,1633
1.7053,1626
1.7107,1631
1.7163,1631
1.722,1626
1.7276,1629
1.733,1632
1.7386,1626
1.7443,1628
1.7496,1630
1.7553,1628
1.7609,1627
1.7663,1630
1.7719,1629
1.7775,1627
1.7829,1629
1.7886,1630
1.7942,1626
1.7995,1629
1.8052,1632
1.8108,1629
1.8165,1626
1.8218,1630
1.8274,1632
1.8331,1626
1.8387,1625
1.8441,1633
1.8497,1631
1.8554,1626
1.8607,1629
1.8664,1631
1.8721,1625
1.8774,1627
1.8831,1631
1.8885,1628
1.8941,1626
1.8998,1630
1.9052,1631
1.9108,1624
1.9165,1628
1.9218,1633
1.9275,1629
1.9329,1627
1.9385,1631
1.9442,1630
1.9495,1627
1.9552,1632
1.9609,1627
1.9662,1627
1.9719,1631
1.9775,1629
1.9832,1628
1.9885,1629
1.9942,1632
1.9998,1629
2.0052,1628
2.0109,1631
2.0165,1631
2.0218,1625
2.0275,1629
2.0331,1632
2.0386,1627
2.0442,1626
2.0499,1632
2.0552,1632
2.0609,1627
2.0663,1628
2.0719,1632
2.0776,1626
2.083,1626
2.0886,1631
2.0943,1632
2.0997,1627
2.1053,1629
2.111,1632
2.1164,1629
2.122,1625
2.1276,1628
2.1331,1634
2.1387,1627
2.1441,1627
2.1497,1632
2.1554,1631
2.1607,1624
2.1664,1632
2.172,1632
2.1774,1626
2.1831,1626
2.1887,1633
2.1941,1631
2.1997,1625
2.2051,1629
2.2108,1631
2.2164,1627
2.2221,1626
2.2274,1631
2.2331,1631
2.2388,1625
2.2441,1629
2.2498,1631
2.2552,1628
2.2608,1629
2.2664,1632
2.2721,1629
2.2775,1624
2.2831,1630
2.2887,1633
2.2941,1626
2.2998,1627
2.3052,1633
2.3108,1631
2.3165,1625
2.3221,1627
2.3275,1633
2.3331,1629
2.3387,1627
2.3441,1632
2.3498,1630
2.3554,1626
2.3608,1631
2.3665,1630
2.3719,1625
2.3775,1630
2.3829,1632
2.3885,1628
2.3941,1628
2.3998,1632
2.4054,1631
2.4108,1627
2.4165,1629
2.4219,1631
2.4275,1629
2.4332,1628
2.4386,1630
2.4442,1630
2.4497,1625
2.4553,1630
2.461,1633
2.4663,1626
2.472,1626
2.4775,1630
2.4832,1629
2.4885,1628
2.4942,1630
2.4998,1630
2.5052,1627
2.5108,1630
2.5165,1631
2.5218,1627
2.5275,1628
2.5331,1632
2.5388,1628
2.5441,1626
2.5498,1630
2.5554,1634
2.5608,1629
2.5665,1626
2.5721,1632
2.5775,1632
2.5831,1626
2.5886,1628
2.5942,1633
