Experiment: Feb_23_T2_chemo_expt vial 0, Tue Feb 23 14:55:02 2021
0.0047,1633
0.0107,1635
0.0163,1638
0.022,1634
0.0273,1635
0.033,1636
0.0386,1632
0.044,1637
0.0496,1632
0.0553,1634
0.0609,1636
0.0662,1633
0.0719,1636
0.0775,1635
0.0829,1632
0.0885,1636
0.0942,1632
0.0995,1631
0.1052,1638
0.1108,1631
0.1164,1634
0.1218,1638
0.1274,1631
0.1331,1634
0.1385,1638
0.1441,1631
0.1497,1635
0.1551,1635
0.1607,1631
0.1664,1636
0.1717,1634
0.1774,1632
0.183,1635
0.1886,1633
0.194,1635
0.1997,1635
0.2051,1631
0.2108,1637
0.2162,1634
0.2219,1632
0.2275,1637
0.2332,1634
0.2385,1632
0.2442,1638
0.2498,1633
0.2552,1635
0.2608,1638
0.2664,1630
0.2718,1634
0.2774,1636
0.2831,1630
0.2884,1636
0.2941,1636
0.2997,1631
0.3051,1637
0.3107,1635
0.3164,1633
0.322,1635
0.3274,1634
0.333,1631
0.3386,1637
0.344,1633
0.3496,1634
0.3553,1635
0.3606,1632
0.3663,1633
0.3719,1638
0.3775,1631
0.3829,1635
0.3886,1635
0.3942,1628
0.3996,1635
0.4052,1635
0.4109,1632
0.4162,1637
0.4219,1635
0.4275,1629
0.4332,1637
0.4385,1631
0.4442,1635
0.4498,1635
0.4552,1631
0.4608,1635
0.4665,1632
0.4718,1633
0.4775,1636
0.4829,1634
0.4885,1632
0.4941,1637
0.4998,1632
0.5051,1632
0.5108,1638
0.5164,1631
0.522,1634
0.5274,1635
0.533,1631
0.5387,1633
0.544,1636
0.5497,1631
0.5553,1634
0.5607,1636
0.5663,1633
0.5719,1635
0.5776,1636
0.5829,1631
0.5886,1633
0.5942,1634
0.5996,1630
0.6052,1637
0.6108,1633
0.6162,1634
0.6217,1637
0.6274,1632
0.633,1636
0.6386,1636
0.644,1630
0.6496,1634
0.6553,1636
0.6609,1631
0.6663,1635
0.6719,1638
0.6773,1631
0.683,1635
0.6886,1637
0.694,1631
0.6996,1636
0.7051,1635
0.7108,1632
0.7165,1636
0.7218,1634
0.7275,1631
0.7329,1636
0.7386,1636
0.7442,1631
0.7496,1636
0.7552,1634
0.7608,1633
0.7664,1636
0.7718,1634
0.7774,1632
0.7831,1637
0.7886,1631
0.7942,1632
0.7996,1637
0.8052,1631
0.8108,1635
0.8164,1638
0.822,1633
0.8274,1636
0.8331,1632
0.8384,1632
0.8441,1637
0.8497,1634
0.8554,1631
0.8607,1636
0.8664,1633
0.872,1633
0.8773,1638
0.883,1632
0.8886,1632
0.894,1638
0.8996,1632
0.9053,1633
0.9106,1638
0.9163,1633
0.9219,1632
0.9273,1639
0.933,1631
0.9386,1633
0.9443,1637
0.9496,1632
0.9552,1636
0.9609,1636
0.9662,1630
0.9719,1635
0.9775,1633
0.9829,1630
0.9885,1638
0.9942,1633
0.9998,1633
1.0052,1636
1.0109,1634
1.0162,1633
1.0219,1638
1.0275,1631
1.0329,1633
1.0385,1638
1.0442,1632
1.0495,1632
1.0552,1639
1.0608,1632
1.0662,1633
1.0719,1636
1.0775,1631
1.0829,1633
1.0885,1636
1.0942,1633
1.0995,1636
1.1052,1637
1.1108,1631
1.1162,1635
1.1219,1637
1.1275,1632
1.1331,1636
1.1385,1631
1.1441,1635
1.1498,1634
1.1551,1634
1.1608,1637
1.1664,1632
1.1718,1633
1.1774,1637
1.1831,1633
1.1885,1636
1.1941,1633
1.1997,1634
1.2051,1637
1.2107,1633
1.2164,1636
1.222,1635
1.2274,1633
1.233,1635
1.2387,1634
1.244,1632
1.2497,1636
1.2553,1631
1.2607,1635
1.2663,1637
1.2719,1631
1.2776,1635
1.2829,1637
1.2886,1631
1.2942,1635
1.2996,1635
1.3052,1632
1.3109,1635
1.3165,1633
1.3219,1633
1.3275,1640
1.3329,1631
1.3385,1634
1.3442,1636
1.3498,1632
1.3552,1636
1.3608,1637
1.3664,1629
1.3718,1636
1.3774,1635
1.383,1632
1.3884,1637
1.394,1636
1.3997,1630
1.4053,1636
1.411,1632
1.4163,1633
1.422,1635
1.4273,1632
1.433,1636
1.4386,1635
1.4442,1632
1.4496,1634
1.4553,1634
1.4606,1632
1.4663,1638
1.4719,1634
1.4776,1632
1.4829,1638
1.4886,1631
1.4943,1635
1.4996,1638
1.5053,1631
1.5109,1636
1.5163,1635
1.5219,1631
1.5276,1636
1.5329,1634
1.5386,1633
1.544,1637
1.5496,1632
1.5552,1635
1.5609,1636
1.5665,1632
1.5719,1637
1.5775,1634
1.5832,1634
1.5885,1637
1.5942,1631
1.5995,1636
1.6052,1633
1.6108,1632
1.6165,1636
1.6218,1634
1.6275,1631
1.6328,1639
1.6385,1634
1.6441,1630
1.6497,1637
1.6554,1639
1.6607,1630
1.6664,1635
1.672,1638
1.6774,1630
1.683,1637
1.6887,1635
1.694,1630
1.6997,1637
1.7053,1635
1.7107,1632
1.7163,1637
1.722,1635
1.7276,1632
1.733,1636
1.7386,1635
1.7443,1630
1.7496,1636
1.7553,1630
1.7609,1633
1.7663,1634
