Experiment: Feb_23_T2_chemo_expt vial 6, Tue Feb 23 14:55:02 2021
0.0047,1605
0.0107,1604
0.0163,1609
0.022,1607
0.0273,1604
0.033,1605
0.0386,1610
0.044,1606
0.0496,1603
0.0553,1605
0.0609,1608
0.0662,1605
0.0719,1602
0.0775,1606
0.0829,1608
0.0885,1607
0.0942,1603
0.0995,1607
0.1052,1609
0.1108,1604
0.1164,1605
0.1218,1607
0.1274,1608
0.1331,1604
0.1385,1605
0.1441,1609
0.1497,1607
0.1551,1604
0.1607,1607
0.1664,1609
0.1717,1606
0.1774,1603
0.183,1609
0.1886,1607
0.194,1603
0.1997,1604
0.2051,1608
0.2108,1605
0.2162,1603
0.2219,1604
0.2275,1607
0.2332,1605
0.2385,1605
0.2442,1608
0.2498,1606
0.2552,1604
0.2608,1606
0.2664,1608
0.2718,1604
0.2774,1603
0.2831,1607
0.2884,1607
0.2941,1602
0.2997,1603
0.3051,1607
0.3107,1605
0.3164,1604
0.322,1606
0.3274,1609
0.333,1604
0.3386,1605
0.344,1607
0.3496,1606
0.3553,1605
0.3606,1606
0.3663,1608
0.3719,1604
0.3775,1605
0.3829,1610
0.3886,1606
0.3942,1604
0.3996,1607
0.4052,1608
0.4109,1605
0.4162,1605
0.4219,1609
0.4275,1605
0.4332,1604
0.4385,1606
0.4442,1609
0.4498,1603
0.4552,1606
0.4608,1609
0.4665,1606
0.4718,1603
0.4775,1606
0.4829,1610
0.4885,1606
0.4941,1603
0.4998,1609
0.5051,1607
0.5108,1604
0.5164,1606
0.522,1608
0.5274,1603
0.533,1607
0.5387,1608
0.544,1605
0.5497,1603
0.5553,1608
0.5607,1605
0.5663,1604
0.5719,1607
0.5776,1609
0.5829,1603
0.5886,1604
0.5942,1608
0.5996,1607
0.6052,1601
0.6108,1606
0.6162,1608
0.6217,1604
0.6274,1603
0.633,1605
0.6386,1610
0.644,1606
0.6496,1602
0.6553,1609
0.6609,1609
0.6663,1605
0.6719,1604
0.6773,1608
0.683,1607
0.6886,1602
0.694,1605
0.6996,1608
0.7051,1609
0.7108,1602
0.7165,1605
0.7218,1609
0.7275,1607
0.7329,1603
0.7386,1607
0.7442,1608
0.7496,1603
0.7552,1604
0.7608,1607
0.7664,1606
0.7718,1604
0.7774,1606
0.7831,1608
0.7886,1604
0.7942,1603
0.7996,1608
0.8052,1605
0.8108,1603
0.8164,1606
0.822,1610
0.8274,1604
0.8331,1605
0.8384,1608
0.8441,1606
0.8497,1604
0.8554,1607
0.8607,1608
0.8664,1606
0.872,1604
0.8773,1607
0.883,1610
0.8886,1605
0.894,1602
0.8996,1606
0.9053,1608
0.9106,1602
0.9163,1604
0.9219,1608
0.9273,1611
0.933,1604
0.9386,1604
0.9443,1609
0.9496,1607
0.9552,1604
0.9609,1605
0.9662,1609
0.9719,1604
0.9775,1604
0.9829,1610
0.9885,1607
0.9942,1605
0.9998,1606
1.0052,1608
1.0109,1603
1.0162,1605
1.0219,1609
1.0275,1605
1.0329,1604
1.0385,1608
1.0442,1610
1.0495,1606
1.0552,1603
1.0608,1606
1.0662,1608
1.0719,1604
1.0775,1603
1.0829,1606
1.0885,1608
1.0942,1603
1.0995,1606
1.1052,1609
1.1108,1607
1.1162,1605
1.1219,1608
1.1275,1608
1.1331,1604
1.1385,1604
1.1441,1609
1.1498,1606
1.1551,1605
1.1608,1609
1.1664,1606
1.1718,1603
1.1774,1604
1.1831,1609
1.1885,1606
1.1941,1602
1.1997,1608
1.2051,1611
1.2107,1604
1.2164,1602
1.222,1608
1.2274,1610
1.233,1604
1.2387,1605
1.244,1607
1.2497,1607
1.2553,1604
1.2607,1608
1.2663,1608
1.2719,1603
1.2776,1605
1.2829,1607
1.2886,1606
1.2942,1602
1.2996,1605
1.3052,1610
1.3109,1607
1.3165,1603
1.3219,1606
1.3275,1609
1.3329,1605
1.3385,1602
1.3442,1607
1.3498,1607
1.3552,1604
1.3608,1607
1.3664,1608
1.3718,1604
1.3774,1605
1.383,1608
1.3884,1608
1.394,1602
1.3997,1606
1.4053,1611
1.411,1605
1.4163,1603
1.422,1606
1.4273,1610
1.433,1604
1.4386,1605
1.4442,1607
1.4496,1608
1.4553,1603
1.4606,1605
1.4663,1609
1.4719,1604
1.4776,1604
1.4829,1608
1.4886,1608
1.4943,1602
1.4996,1603
1.5053,1608
1.5109,1605
1.5163,1604
1.5219,1607
1.5276,1607
1.5329,1603
1.5386,1605
1.544,1610
1.5496,1606
1.5552,1605
1.5609,1607
1.5665,1607
1.5719,1603
1.5775,1604
1.5832,1609
1.5885,1604
1.5942,1604
1.5995,1608
1.6052,1609
1.6108,1603
1.6165,1606
1.6218,1610
1.6275,1604
1.6328,1604
1.6385,1610
1.6441,1607
1.6497,1602
1.6554,1606
1.6607,1608
1.6664,1606
1.672,1604
1.6774,1609
1.683,1607
1.6887,1604
1.694,1606
1.6997,1609
1.7053,1605
1.7107,1603
1.7163,1607
1.722,1608
1.7276,1604
1.733,1604
1.7386,1608
1.7443,1607
1.7496,1603
1.7553,1605
1.7609,1611
1.7663,1604
1.7719,1603
1.7775,1608
1.7829,1606
1.7886,1605
1.7942,1608
1.7995,1608
1.8052,1603
1.8108,1608
1.8165,1607
1.8218,1605
1.8274,1605
1.8331,1608
1.8387,1605
1.8441,1605
1.8497,1608
1.8554,1608
1.8607,1605
1.8664,1603
