Experiment: April_28_Phage_Osmo_expt vial 0, Wed Apr 28 17:10:52 2021
0,0
13.5473,21.55
14.8527,21.78
16.1917,21.52
17.5195,22.78
18.8917,21.8
20.3697,22.31
21.6309,21.65
44.4036,26.97
47.6428,23.83
62.5208,22.0
64.8098,21.68
66.7598,21.79
69.0325,21.66
71.3658,21.83
73.7713,21.73
76.2659,21.69
78.888,21.89
81.4382,21.65
84.0494,21.58
86.5939,21.54
89.3162,21.63
92.0719,21.58
94.7609,21.77
97.594,21.77
100.3831,21.53
103.4276,21.87
106.4667,21.58
110.1056,21.62
114.2892,21.52
120.5504,21.53
130.0561,21.59
141.0513,21.89
151.1181,21.56
156.0238,21.59
160.0183,21.62
163.0296,21.57
165.6686,21.71
168.2852,21.59
170.6686,21.66
173.1075,21.59
175.5189,21.58
178.0521,21.65
180.7244,21.63
183.619,21.71
186.7247,21.55
189.7581,21.64
192.6027,21.56
195.0637,21.6
197.3528,21.51
199.486,21.7
201.5418,21.59
203.4642,21.56
205.3751,21.9
207.2085,21.86
209.0864,21.7
210.892,21.63
212.6254,21.53
214.381,21.63
216.1254,21.55
217.8256,21.69
219.5201,21.52
221.2033,21.55
222.8758,21.6
224.5536,21.67
226.2981,21.76
228.8202,21.58
234.7538,21.54
237.404,21.65
239.854,21.74
242.0985,21.54
244.2486,21.54
246.4207,21.58
248.5154,21.63
250.5819,21.53
252.6709,21.51
254.7043,21.56
256.7265,21.58
258.7822,21.53
260.7601,21.58
262.8433,21.51
264.8657,21.59
266.9992,21.55
269.038,21.57
271.0715,21.53
273.1604,21.62
275.227,21.67
277.2271,21.85
279.0826,21.61
281.2494,21.59
