Experiment: April_28_Phage_Osmo_expt vial 11, Wed Apr 28 17:10:52 2021
0,0
13.2083,21.06
15.1026,21.03
16.8695,21.01
18.8307,21.04
20.6198,21.0
22.4085,21.01
24.2641,20.99
26.1364,20.99
27.9365,20.98
30.392,21.06
57.6763,21.04
60.3098,21.04
62.432,20.98
64.6044,21.1
67.2711,21.04
69.7878,21.06
72.6658,20.98
75.2715,21.06
77.566,20.99
79.6548,21.06
81.8272,21.11
83.8495,20.99
85.8828,21.06
87.7161,21.04
89.5773,21.08
91.694,21.0
93.6718,21.05
95.5329,21.02
97.5719,20.98
99.5552,20.99
101.7442,21.08
103.9778,21.0
106.139,21.05
108.4276,21.04
110.578,21.08
112.8446,21.01
115.0779,21.06
117.5668,20.98
119.4449,21.02
121.6948,20.98
123.7838,21.11
125.7839,20.98
127.7729,21.09
129.7563,20.98
131.6561,21.04
133.5895,21.01
135.5174,21.06
137.4675,20.99
139.5013,21.2
141.4289,21.03
143.3957,20.98
145.468,21.16
147.4849,21.07
149.5904,21.01
151.8292,20.98
153.907,21.01
156.0017,21.06
158.0406,21.03
160.0128,21.09
161.9961,21.02
164.0574,21.01
166.1241,21.03
168.3076,21.04
170.2466,21.21
172.302,21.07
174.2966,20.98
176.2078,21.06
178.1854,21.05
180.2635,21.12
182.2413,20.98
184.2524,21.03
186.3303,21.02
188.2526,21.01
190.2192,21.18
192.3026,21.11
194.225,21.52
196.2582,21.07
198.3248,21.11
200.2997,21.03
202.2807,21.11
204.2697,21.04
206.1029,21.2
208.181,21.01
209.9809,21.02
211.9088,21.01
214.0645,21.26
216.0088,21.06
217.8755,20.99
219.8144,21.07
221.7424,20.99
223.659,21.09
225.609,20.98
227.6704,21.13
229.637,20.99
231.6371,21.02
233.6316,21.1
235.6094,21.04
238.0205,20.98
239.6706,20.99
241.6819,21.0
243.7373,20.98
245.8541,21.0
247.8375,20.98
249.8097,21.09
251.7875,21.0
253.7599,21.04
255.7987,21.03
257.8155,21.02
259.9711,20.98
261.8378,21.02
