Experiment: April_28_Phage_Osmo_expt vial 1, Wed Apr 28 17:10:52 2021
0,0
13.736,21.98
15.0584,22.05
16.436,22.03
17.914,21.97
19.4029,22.08
20.9529,22.19
22.4198,22.01
23.9142,22.03
25.4698,21.98
27.0309,22.11
28.5811,21.97
30.12,21.99
31.6866,21.96
33.2309,22.01
34.8033,22.02
36.4256,22.06
38.0311,22.06
39.6089,22.73
41.3368,21.97
42.9478,22.01
44.4925,22.0
46.0924,22.0
47.6985,22.06
49.3928,22.02
51.0594,22.01
52.6707,22.08
54.2817,21.96
55.8987,22.15
57.4985,21.99
59.0875,22.03
60.7263,21.98
62.0766,22.0
63.7876,21.99
65.4043,22.15
66.9989,22.22
68.6156,22.01
70.1603,22.16
71.7769,22.12
73.3601,21.97
74.9492,21.98
76.5493,21.97
78.1105,22.07
79.6214,21.97
81.2048,22.02
82.766,21.97
84.3105,21.97
85.816,21.99
87.3495,21.99
88.8994,22.09
90.6162,23.01
92.3052,22.12
93.9497,22.0
95.5165,22.14
97.2053,21.96
98.9109,21.98
100.5333,21.97
101.9999,22.8
103.7834,22.05
105.3667,22.08
107.0167,22.19
108.7056,22.09
110.2722,21.96
111.9891,22.01
113.5003,22.18
115.1836,21.98
116.8168,22.07
118.517,21.97
120.2169,22.09
121.8283,22.03
123.4726,22.03
125.0114,22.69
126.8727,22.11
128.695,22.01
130.473,22.66
132.4118,22.01
134.1951,22.05
136.2508,22.22
138.7342,21.96
