Experiment: Mar_9_turb3_expt vial 3, Tue Mar  9 17:54:11 2021
0,0
4.6467,10.32
5.1023,10.11
5.141,5.3
5.7967,9.91
6.3689,10.27
6.8744,10.07
7.3967,9.91
7.9022,10.48
8.4855,10.34
9.041,10.06
9.6023,9.93
10.1358,9.94
10.6967,9.87
11.2355,10.03
11.8025,10.06
12.3025,9.94
12.9024,10.07
13.1579,9.95
13.7746,9.88
14.2468,10.09
14.6914,10.59
15.0636,12.11
