Experiment: Feb_19_real_eric2_expt vial 4, Fri Feb 19 13:52:14 2021
0.0021,56328
0.0078,56341
0.0132,56329
0.0188,56334
0.0242,56353
0.0298,56336
0.0355,56327
0.0408,56331
0.0465,56323
0.0521,56318
0.0575,56337
0.0632,56330
0.0688,56332
0.0742,56336
0.0798,56347
0.0855,56348
0.0909,56312
0.0965,56292
0.1022,56342
0.1075,56290
0.1132,56294
0.1188,56333
0.1242,56356
0.1298,56342
0.1355,56352
0.1409,56361
0.1465,56355
0.1522,56358
0.1575,56332
0.1632,56351
0.1688,56345
0.1742,56343
0.1799,56354
0.1855,56350
0.1909,56352
0.1965,56340
0.2022,56314
0.2076,56358
0.2132,56341
0.2189,56365
0.2242,56335
0.2299,56359
0.2355,56358
0.2409,56349
0.2466,56344
0.2519,56349
0.2576,56363
0.2632,56350
0.2689,56324
0.2743,56346
0.2799,56366
0.2856,56365
0.2909,56343
0.2966,56340
0.302,56354
0.3076,56354
0.3133,56337
0.3187,56367
0.3243,56358
0.33,56362
0.3353,56358
0.341,56325
0.3466,56369
0.352,56358
0.3577,56356
0.3633,56360
0.3687,56352
0.3743,56358
0.38,56381
0.3853,56372
0.391,56371
0.3966,56362
0.402,56357
0.4077,56369
0.4131,56369
0.4187,56344
0.4244,56343
0.4298,56342
0.4354,56353
0.4411,56377
0.4464,56379
0.4521,56358
0.4577,56375
0.4631,56391
0.4688,56366
0.4744,56374
0.4798,56386
0.4854,56365
0.4911,56370
0.4964,56375
0.5021,56364
0.5077,56354
0.5131,56359
0.5188,56383
0.5242,56376
0.5299,56377
0.5355,56376
0.5409,56383
0.5466,56378
0.552,56390
0.5577,56387
0.5631,56373
0.5688,56340
0.5744,56380
0.5798,56378
0.5854,56377
0.5911,56359
0.5964,56344
0.6021,56389
0.6076,56370
0.6132,56372
0.6189,56354
0.6242,56375
0.6299,56357
0.6354,56383
0.641,56375
0.6464,56335
0.6521,56345
0.6577,56340
0.6631,56345
0.6688,56373
0.6745,56374
0.6798,56380
0.6855,56351
0.6909,56365
0.6965,56346
0.7022,56356
0.7076,56372
