Experiment: Feb_19_real_eric2_expt vial 14, Fri Feb 19 13:52:14 2021
0.0021,55183
0.0078,55185
0.0132,55193
0.0188,55169
0.0242,55181
0.0298,55178
0.0355,55183
0.0408,55185
0.0465,55192
0.0521,55182
0.0575,55187
0.0632,55177
0.0688,55181
0.0742,55193
0.0798,55181
0.0855,55193
0.0909,55187
0.0965,55191
0.1022,55188
0.1075,55188
0.1132,55178
0.1188,55178
0.1242,55188
0.1298,55169
0.1355,55180
0.1409,55172
0.1465,55176
0.1522,55162
0.1575,55165
0.1632,55164
0.1688,55164
0.1742,53122
0.1799,53106
0.1855,53072
0.1909,53117
0.1965,53082
0.2022,53104
0.2076,53111
0.2132,53101
0.2189,53116
0.2242,53121
0.2299,53120
0.2355,53095
0.2409,53103
0.2466,53117
0.2519,53120
0.2576,53120
0.2632,53102
0.2689,53086
0.2743,53099
0.2799,53066
0.2856,53071
0.2909,53044
0.2966,53043
0.302,53017
0.3076,53048
0.3133,52996
0.3187,52993
0.3243,52979
0.33,52942
0.3353,52942
0.341,52913
0.3466,52928
0.352,52910
0.3577,52882
0.3633,52890
0.3687,52865
0.3743,52831
0.38,52844
0.3853,52828
0.391,52756
0.3966,52789
0.402,52764
0.4077,52780
0.4131,52760
0.4187,52721
0.4244,52739
0.4298,52706
0.4354,52694
0.4411,52650
0.4464,52594
0.4521,52612
0.4577,52600
0.4631,52551
0.4688,52554
0.4744,52522
0.4798,52535
0.4854,52498
0.4911,52502
0.4964,52449
0.5021,52454
0.5077,52434
0.5131,52410
0.5188,52349
0.5242,52384
0.5299,52315
0.5355,52301
0.5409,52357
0.5466,52248
0.552,52176
0.5577,52142
0.5631,52205
0.5688,52152
0.5744,52148
0.5798,52139
0.5854,52071
0.5911,52027
0.5964,52030
0.6021,51992
0.6076,51940
0.6132,51919
0.6189,51924
0.6242,51870
0.6299,51809
0.6354,51790
0.641,51762
0.6464,51727
0.6521,51706
0.6577,51720
0.6631,51627
0.6688,51582
0.6745,51540
0.6798,51498
0.6855,51539
0.6909,51521
0.6965,51445
0.7022,51410
0.7076,51347
0.7132,51327
0.7188,51284
0.7242,51290
0.7299,51217
0.7355,51219
0.7409,51168
0.7465,51155
0.7522,51080
0.7576,51075
0.7632,51056
0.7689,50959
0.7742,50943
0.7799,50871
0.7853,50851
0.791,50802
0.7966,50801
0.802,50804
0.8077,50662
0.8133,50624
0.8187,50614
0.8243,50549
0.83,50505
0.8354,50625
0.841,50436
0.8467,50341
0.852,50429
0.8577,50381
0.8631,50275
0.8687,50249
0.8744,50235
0.88,50205
0.8854,50099
0.8911,50081
0.8964,49962
0.9021,49995
0.9078,50006
0.9131,49874
0.9188,49749
0.9244,49753
0.9298,49674
0.9355,49667
0.9411,49659
0.9465,49675
0.9521,49512
0.9578,49426
0.9631,49539
0.9688,49286
0.9744,49280
0.9798,49262
0.9855,49429
0.9909,49135
0.9965,49207
1.0022,49024
1.0076,49076
1.0132,48852
1.0189,48836
1.0243,48807
1.0299,48844
1.0356,48771
1.0409,48809
1.0466,48655
1.052,48588
1.0576,48572
1.0633,48439
1.0686,48299
1.0743,48444
1.08,48191
1.0853,48321
1.091,48126
1.0966,48165
1.102,48123
1.1077,47982
1.1133,47963
1.1187,47804
1.1244,47803
1.1298,47799
1.1354,47715
1.1411,47733
1.1465,47602
1.1521,47602
1.1578,47481
1.1632,47461
1.1688,47418
1.1742,47259
1.1798,47305
1.1855,47136
1.1909,47070
1.1965,46916
1.2022,46905
1.2075,46769
1.2132,46809
1.2188,46842
1.2242,46849
1.2299,46827
1.2355,46556
1.2409,46434
1.2466,46269
1.2522,46390
1.2576,46287
1.2633,46272
1.2687,46235
1.2743,46165
1.2797,45979
1.2854,46135
1.291,45962
1.2964,45836
1.3021,45679
1.3077,45608
1.3131,45609
1.3188,45552
1.3244,45360
1.3298,45313
1.3354,45231
1.3411,45103
1.3465,45126
1.3521,45127
1.3578,45100
1.3631,44953
1.3688,44891
1.3744,44888
1.3798,44627
1.3855,44683
1.3908,44485
1.3965,44448
1.4021,44477
1.4078,44285
1.4132,44271
1.4188,44067
1.4245,44213
1.4298,43975
1.4355,43952
1.4409,43831
1.4465,43931
1.4522,43598
1.4578,43679
1.4632,43420
1.4688,43610
1.4742,43448
1.4799,43343
1.4855,43337
1.4909,43179
1.4965,43102
1.5021,43120
1.5078,43092
1.5132,42859
1.5188,42713
1.5242,42634
1.5299,42638
1.5355,42428
1.5409,42545
1.5465,42397
1.5522,42269
1.5578,41960
1.5632,42117
1.5688,42180
1.5742,41934
1.5799,42039
1.5855,42016
1.5909,41793
1.5966,41651
1.6022,41747
1.6076,41274
1.6133,41454
1.6187,41333
1.6243,41219
1.6299,41324
1.6354,41083
1.641,41214
1.6467,40944
1.6521,41059
1.6577,40970
1.6634,40661
1.6688,40830
