Experiment: Mar_29_Phage_osmo_expt vial 12, Mon Mar 29 18:22:56 2021
0.0053,1611
0.0085,1617
0.0141,1617
0.0197,1612
0.0251,1606
0.0307,1611
0.0363,1619
0.0419,1618
0.0473,1608
0.053,1607
0.0586,1610
0.064,1619
0.0696,1616
0.0752,1607
0.0808,1609
0.0862,1617
0.0918,1619
0.0974,1613
0.103,1606
0.1084,1610
0.114,1616
0.1197,1618
0.1251,1612
0.1308,1606
0.1361,1609
0.1418,1619
0.1474,1620
0.1531,1615
0.1584,1606
0.164,1609
0.1697,1617
0.175,1617
0.1807,1614
0.1863,1606
0.192,1608
0.1973,1620
0.203,1620
0.2086,1613
0.214,1609
0.2196,1609
0.2253,1618
0.2309,1619
0.2362,1611
0.2419,1609
0.2475,1612
0.2529,1618
0.2585,1616
0.2641,1612
0.2695,1607
0.2751,1611
0.2808,1619
0.2864,1616
0.2917,1609
0.2974,1607
0.303,1616
0.3084,1618
0.314,1614
0.3197,1607
0.3253,1608
0.3307,1617
0.3363,1619
0.342,1613
0.3473,1607
0.3529,1609
0.3586,1616
0.3642,1616
0.3696,1613
0.3752,1607
0.3808,1610
0.3862,1619
0.3918,1619
0.3975,1612
0.4031,1607
0.4085,1611
0.4141,1617
0.4197,1617
0.4251,1610
0.4307,1608
0.4364,1612
0.4417,1618
0.4474,1618
0.453,1611
0.4586,1606
0.464,1614
0.4697,1620
0.4753,1617
0.4807,1611
0.4863,1608
0.4919,1615
0.4973,1620
0.5029,1613
0.5086,1608
0.5139,1611
0.5196,1617
0.5252,1617
0.5307,1610
0.5363,1607
0.5419,1611
0.5476,1619
0.5529,1616
0.5586,1610
0.5642,1608
0.5696,1613
0.5752,1617
0.5808,1615
0.5865,1607
0.5918,1609
0.5975,1618
0.6028,1619
0.6085,1612
0.6141,1609
0.6197,1611
0.6251,1617
0.6308,1618
0.6364,1614
0.6418,1606
0.6474,1609
0.653,1618
0.6586,1618
0.664,1615
0.6696,1607
0.6753,1614
0.6809,1620
0.6863,1616
0.6919,1610
0.6975,1611
0.7029,1613
0.7085,1620
0.7142,1616
0.7198,1606
0.7252,1607
0.7308,1615
0.7364,1618
0.7418,1616
0.7473,1606
0.7529,1608
0.7586,1615
0.7642,1620
0.7696,1612
0.7751,1608
0.7807,1612
0.7864,1618
0.792,1615
0.7974,1610
0.8029,1609
0.8085,1616
0.8142,1616
0.8195,1613
0.8252,1607
0.8307,1612
0.8363,1617
0.842,1617
0.8473,1610
0.853,1607
0.8585,1614
0.8642,1618
0.8695,1616
0.8752,1607
0.8808,1608
0.8863,1615
0.892,1619
0.8973,1610
0.903,1607
0.9086,1611
0.9141,1616
0.9198,1616
0.9251,1608
0.9308,1608
0.9364,1614
0.9418,1618
0.9474,1614
0.9531,1607
0.9585,1608
0.9641,1616
0.9697,1618
0.9754,1613
0.9807,1605
0.9863,1607
0.992,1621
0.9973,1619
1.003,1615
1.0086,1607
1.014,1609
1.0196,1615
1.0253,1617
1.0306,1612
1.0363,1607
1.0419,1611
1.0475,1617
1.0529,1620
1.0586,1611
1.0642,1607
1.0695,1610
1.0752,1616
1.0808,1618
1.0862,1610
1.0918,1607
1.0975,1611
1.1031,1617
1.1085,1617
1.1141,1608
1.1197,1606
1.1251,1615
1.1307,1618
1.1363,1617
1.142,1609
1.1474,1606
1.153,1614
1.1586,1617
1.164,1617
1.1696,1609
1.1753,1608
1.1809,1613
1.1863,1618
1.1919,1617
1.1975,1609
1.2029,1606
1.2085,1613
1.2141,1619
1.2198,1616
1.2251,1608
1.2308,1607
1.2364,1616
1.2418,1620
1.2474,1613
1.253,1607
1.2584,1609
1.264,1616
1.2697,1617
1.2753,1614
1.2807,1608
1.2863,1610
1.2919,1619
1.2973,1617
1.3029,1612
1.3086,1606
1.3142,1611
1.3196,1617
1.3252,1616
1.3308,1612
1.3362,1606
1.3418,1612
1.3475,1618
1.3531,1617
1.3585,1610
1.3641,1607
1.3697,1614
1.3751,1618
1.3807,1617
1.3864,1611
1.392,1608
1.3974,1613
1.403,1619
1.4086,1616
1.4143,1609
1.4196,1608
1.4253,1612
1.4306,1621
1.4363,1615
1.4419,1607
1.4476,1609
1.4529,1615
1.4586,1617
1.4643,1614
1.4696,1607
1.4752,1608
1.4809,1619
1.4862,1617
1.4919,1611
1.4975,1606
1.5029,1612
1.5085,1619
1.5141,1617
1.5198,1610
1.5251,1608
1.5308,1615
1.5364,1619
1.542,1612
1.5474,1609
1.553,1608
1.5586,1615
1.564,1618
1.5697,1613
1.5753,1607
1.5807,1609
1.5863,1614
1.5919,1618
1.5976,1615
1.603,1608
1.6086,1608
1.614,1617
1.6196,1619
1.6253,1616
1.6309,1609
1.6363,1610
1.6419,1616
1.6475,1618
1.6529,1614
1.6585,1607
1.6642,1609
1.6698,1616
1.6752,1619
1.6808,1614
1.6864,1607
1.6918,1609
1.6974,1617
1.7031,1616
1.7084,1612
1.7141,1607
1.7197,1613
1.7253,1618
1.7307,1616
1.7363,1609
1.742,1606
1.7473,1614
1.7529,1619
1.7586,1615
1.7642,1608
1.7696,1609
1.7752,1618
1.7809,1619
1.7862,1612
1.7919,1607
1.7975,1609
1.8031,1617
1.8085,1619
1.8141,1612
1.8198,1611
1.8251,1608
1.8308,1616
1.8364,1619
1.842,1613
1.8474,1608
1.8531,1610
1.8584,1618
1.8641,1619
1.8697,1613
1.8753,1608
1.8807,1610
1.8863,1617
1.892,1618
1.8976,1612
1.9029,1610
1.9086,1611
1.9142,1617
1.9196,1616
1.9252,1609
1.9308,1606
1.9365,1613
1.9418,1619
1.9475,1618
1.9531,1610
1.9585,1607
1.9641,1613
1.9698,1618
1.9754,1616
1.9807,1610
1.9864,1606
1.9918,1615
1.9974,1619
2.0031,1616
2.0085,1610
2.0141,1609
2.0197,1615
2.0253,1617
2.0307,1614
2.0364,1607
2.042,1612
2.0474,1619
2.053,1618
2.0586,1611
2.064,1607
2.0696,1612
2.0753,1617
2.0807,1616
2.0863,1609
2.0919,1609
2.0976,1614
2.103,1620
2.1086,1618
2.1142,1610
2.1196,1610
2.1252,1616
2.1309,1618
2.1362,1613
2.1419,1610
2.1475,1610
2.1529,1619
2.1585,1617
2.1642,1610
2.1698,1607
2.1751,1615
2.1808,1618
2.1864,1616
2.1921,1608
2.1974,1611
2.2031,1617
2.2087,1618
2.2141,1615
2.2197,1609
2.2253,1611
2.2307,1616
2.2363,1618
2.242,1612
2.2473,1608
2.253,1610
2.2586,1618
2.2642,1617
2.2696,1610
2.2753,1607
2.2809,1614
2.2863,1619
2.2919,1616
2.2974,1607
2.303,1607
2.3087,1614
2.314,1618
2.3197,1616
2.3252,1610
2.3308,1606
2.3365,1614
2.3418,1620
2.3474,1615
2.353,1607
2.3586,1610
2.3643,1618
2.3696,1615
2.3753,1611
2.3808,1608
2.3864,1614
2.3921,1617
2.3974,1612
2.4031,1605
2.4086,1611
2.4142,1618
2.4196,1617
2.4252,1611
2.4309,1606
2.4364,1610
2.442,1619
2.4474,1617
2.453,1608
2.4587,1608
2.464,1613
2.4697,1619
2.4753,1615
2.4807,1607
2.4863,1608
2.4919,1616
2.4976,1618
2.503,1612
2.5086,1608
2.5142,1609
2.5196,1618
2.5253,1618
2.5309,1610
2.5363,1608
2.5419,1612
2.5476,1618
2.5529,1616
2.5585,1608
2.5642,1607
2.5696,1615
2.5752,1618
2.5808,1615
2.5865,1608
2.5918,1607
2.5975,1616
2.6031,1618
2.6085,1612
2.6141,1607
2.6198,1610
2.6251,1616
2.6307,1617
2.6364,1611
2.642,1608
2.6474,1611
2.653,1617
2.6587,1616
2.664,1611
2.6697,1607
2.6754,1614
2.6807,1617
2.6863,1615
2.692,1607
2.6974,1607
2.703,1618
2.7086,1616
2.714,1612
2.7196,1607
2.7253,1612
2.7309,1618
2.7363,1615
2.7419,1609
2.7473,1608
2.753,1614
2.7586,1618
2.7642,1613
2.7698,1608
2.7752,1609
2.7808,1615
2.7865,1618
2.7918,1615
2.7975,1608
2.8031,1610
2.8085,1616
2.8141,1618
2.8197,1613
2.8254,1605
2.8307,1610
2.8364,1617
2.842,1621
2.8474,1612
2.853,1605
2.8587,1611
2.8643,1618
2.8697,1617
2.8753,1607
2.8807,1608
2.8863,1613
2.8919,1616
2.8976,1616
2.9029,1605
2.9086,1608
2.9143,1615
2.9196,1618
2.9252,1614
2.9309,1606
2.9362,1607
2.9418,1616
2.9474,1617
2.9531,1612
2.9584,1604
2.9641,1610
2.9697,1616
2.9754,1616
2.9807,1610
2.9863,1606
2.992,1611
2.9976,1619
3.003,1617
3.0087,1611
3.0143,1605
3.0197,1610
3.0253,1620
3.0307,1617
3.0363,1610
3.042,1607
3.0474,1611
3.053,1617
3.0587,1617
3.064,1610
3.0697,1605
3.0754,1611
3.0807,1617
3.0864,1619
3.092,1609
3.0974,1608
3.103,1610
3.1086,1618
3.114,1616
3.1197,1607
3.1253,1609
3.1307,1613
3.1363,1618
3.1419,1614
3.1476,1608
3.153,1610
3.1586,1615
3.1642,1618
3.1696,1614
3.1752,1606
3.1809,1611
3.1862,1616
3.1919,1618
3.1975,1611
3.2032,1605
3.2085,1610
3.2142,1617
3.2198,1617
3.2252,1610
3.2308,1608
3.2365,1614
3.2418,1617
3.2475,1616
3.2531,1607
3.2585,1607
3.2641,1615
3.2698,1616
3.2751,1613
3.2808,1608
3.2864,1609
3.2921,1618
3.2974,1618
3.3031,1610
3.3087,1607
3.3141,1611
3.3197,1619
3.3253,1618
3.3307,1611
3.3364,1607
3.342,1612
3.3474,1618
3.353,1616
3.3586,1608
3.3643,1607
3.3696,1613
3.3753,1618
3.3809,1615
3.3863,1607
3.3919,1608
3.3976,1613
3.4029,1620
3.4086,1614
3.4142,1607
3.4196,1609
3.4252,1614
3.4308,1618
3.4365,1613
3.4418,1607
3.4475,1608
3.4531,1616
3.4585,1619
3.4641,1611
3.4697,1608
3.4754,1612
3.4808,1617
3.4864,1617
3.492,1610
3.4974,1606
3.5031,1609
3.5087,1617
3.5141,1616
3.5197,1607
3.5253,1607
3.5307,1611
3.5363,1620
3.542,1617
3.5476,1608
3.553,1605
3.5586,1613
3.5642,1619
3.5696,1614
3.5752,1606
3.5809,1608
3.5865,1613
3.5919,1620
3.5976,1613
3.6029,1608
3.6086,1610
3.6143,1614
3.6196,1617
3.6253,1612
3.6309,1607
3.6363,1611
3.6419,1616
3.6476,1616
3.6529,1610
3.6586,1607
3.6642,1610
3.6698,1618
3.6752,1619
3.6809,1610
3.6865,1607
3.6919,1611
3.6975,1618
3.7031,1617
3.7085,1609
3.7141,1607
3.7198,1612
3.7251,1621
3.7308,1616
3.7364,1611
3.742,1606
3.7474,1613
3.753,1619
3.7587,1616
3.7643,1608
3.7697,1607
3.7753,1613
3.7809,1619
3.7863,1613
3.7919,1609
3.7976,1608
3.8029,1615
3.8086,1618
3.8142,1615
3.8196,1610
3.8252,1607
3.8308,1614
3.8365,1617
3.8419,1614
3.8474,1608
3.853,1608
3.8587,1615
3.8643,1618
3.8697,1613
3.8752,1604
3.8809,1609
3.8865,1616
3.8918,1617
3.8975,1611
3.903,1606
3.9087,1608
3.9143,1614
3.9197,1619
3.9253,1614
3.9308,1606
3.9365,1610
3.9418,1619
3.9475,1617
3.9531,1611
3.9585,1606
3.9641,1610
3.9698,1617
3.9754,1618
3.9808,1611
3.9864,1606
3.992,1612
3.9974,1619
4.0031,1617
4.0087,1609
4.0141,1608
4.0197,1613
4.0254,1618
4.0307,1615
4.0364,1610
4.042,1606
4.0477,1610
4.053,1618
4.0586,1614
4.0643,1607
4.0696,1606
4.0753,1614
4.0809,1617
4.0863,1617
4.0919,1608
4.0976,1606
4.1029,1613
4.1086,1620
4.1142,1614
4.1198,1609
4.1252,1606
4.1308,1611
4.1365,1619
4.1419,1615
4.1475,1608
4.1532,1607
4.1585,1614
4.1642,1618
4.1698,1614
4.1752,1607
4.1808,1608
4.1864,1613
4.1921,1618
4.1975,1613
4.2031,1606
4.2087,1609
4.2141,1615
4.2197,1619
4.2254,1611
4.2307,1608
4.2364,1612
4.242,1620
4.2474,1616
4.253,1608
4.2586,1609
4.2643,1613
4.2696,1618
4.2753,1615
4.2809,1606
4.2863,1608
4.2919,1614
4.2975,1618
4.3032,1613
4.3085,1607
4.3142,1610
4.3198,1618
4.3252,1616
4.3308,1611
4.3365,1605
4.3418,1613
4.3475,1619
4.3531,1615
4.3585,1610
4.3641,1608
4.3698,1612
4.3754,1617
4.3808,1617
4.3864,1608
4.3921,1609
4.3974,1613
4.403,1618
4.4087,1614
4.4143,1607
4.4197,1609
4.4253,1614
4.431,1618
4.4363,1611
4.442,1608
4.4476,1611
4.453,1620
4.4586,1618
4.4642,1612
4.4699,1606
4.4752,1613
4.4809,1618
4.4865,1617
4.4919,1609
4.4975,1608
4.5032,1611
4.5085,1623
4.5142,1617
4.5198,1609
4.5255,1606
4.5308,1612
4.5364,1620
4.5421,1617
4.5474,1609
4.5531,1606
4.5587,1611
4.5641,1619
4.5697,1616
4.5754,1610
4.581,1604
4.5864,1610
4.592,1618
4.5976,1618
4.603,1608
4.6086,1607
4.6143,1612
4.6197,1617
4.6253,1617
4.6309,1608
4.6363,1608
4.6419,1613
4.6476,1617
4.6529,1616
4.6586,1608
4.6642,1610
4.6699,1614
4.6753,1616
4.6809,1613
4.6865,1606
4.6919,1608
4.6975,1617
4.7032,1619
4.7085,1611
4.7142,1607
4.7198,1609
4.7252,1616
4.7308,1619
4.7365,1611
4.7421,1605
4.7474,1610
4.7531,1618
4.7587,1619
4.7641,1612
4.7697,1607
4.7753,1609
4.781,1618
4.7864,1617
4.792,1611
4.7976,1606
4.803,1613
4.8086,1619
4.8143,1616
4.8197,1610
4.8253,1607
4.831,1611
4.8363,1617
4.842,1617
4.8476,1609
4.853,1606
4.8586,1613
4.8643,1619
4.8696,1615
4.8753,1608
4.8809,1609
4.8865,1616
4.8919,1617
4.8975,1614
4.9032,1606
4.9085,1609
4.9142,1618
4.9198,1618
4.9252,1613
4.9307,1606
4.9363,1607
4.942,1616
4.9476,1616
4.953,1613
4.9586,1607
4.9642,1609
4.9699,1619
4.9752,1617
4.9807,1611
4.9864,1606
4.992,1611
4.9974,1619
5.003,1617
5.0087,1611
5.0143,1606
5.0197,1614
5.0254,1618
5.0307,1616
5.0364,1611
5.042,1609
5.0474,1612
5.053,1619
5.0587,1615
5.0641,1608
5.0697,1608
5.0753,1617
5.0807,1618
5.0864,1610
5.092,1607
5.0974,1610
5.1031,1618
5.1087,1616
5.1141,1610
