Experiment: Mar_29_Phage_osmo_expt vial 3, Mon Mar 29 18:22:56 2021
0.0053,1628
0.0085,1629
0.0141,1623
0.0197,1624
0.0251,1631
0.0307,1627
0.0363,1620
0.0419,1623
0.0473,1630
0.053,1626
0.0586,1620
0.064,1625
0.0696,1626
0.0752,1623
0.0808,1624
0.0862,1629
0.0918,1623
0.0974,1622
0.103,1625
0.1084,1630
0.114,1625
0.1197,1627
0.1251,1625
0.1308,1623
0.1361,1628
0.1418,1629
0.1474,1623
0.1531,1628
0.1584,1628
0.164,1624
0.1697,1628
0.175,1626
0.1807,1623
0.1863,1628
0.192,1627
0.1973,1624
0.203,1629
0.2086,1629
0.214,1620
0.2196,1629
0.2253,1632
0.2309,1625
0.2362,1623
0.2419,1633
0.2475,1627
0.2529,1621
0.2585,1627
0.2641,1631
0.2695,1623
0.2751,1625
0.2808,1630
0.2864,1625
0.2917,1624
0.2974,1629
0.303,1629
0.3084,1621
0.314,1625
0.3197,1632
0.3253,1623
0.3307,1623
0.3363,1630
0.342,1626
0.3473,1621
0.3529,1630
0.3586,1630
0.3642,1621
0.3696,1626
0.3752,1629
0.3808,1624
0.3862,1626
0.3918,1630
0.3975,1622
0.4031,1622
0.4085,1633
0.4141,1625
0.4197,1621
0.4251,1630
0.4307,1630
0.4364,1622
0.4417,1624
0.4474,1631
0.453,1625
0.4586,1621
0.464,1630
0.4697,1629
0.4753,1621
0.4807,1626
0.4863,1631
0.4919,1623
0.4973,1622
0.5029,1631
0.5086,1628
0.5139,1622
0.5196,1627
0.5252,1630
0.5307,1623
0.5363,1621
0.5419,1630
0.5476,1627
0.5529,1622
0.5586,1629
0.5642,1628
0.5696,1621
0.5752,1626
0.5808,1631
0.5865,1623
0.5918,1624
0.5975,1631
0.6028,1625
0.6085,1621
0.6141,1630
0.6197,1629
0.6251,1622
0.6308,1626
0.6364,1633
0.6418,1623
0.6474,1620
0.653,1628
0.6586,1630
0.664,1622
0.6696,1624
0.6753,1632
0.6809,1627
0.6863,1621
0.6919,1630
0.6975,1628
0.7029,1623
0.7085,1626
0.7142,1631
0.7198,1623
0.7252,1623
0.7308,1630
0.7364,1629
0.7418,1622
0.7473,1627
0.7529,1631
0.7586,1624
0.7642,1622
0.7696,1632
0.7751,1630
0.7807,1621
0.7864,1625
0.792,1631
0.7974,1627
0.8029,1622
0.8085,1630
0.8142,1630
0.8195,1622
0.8252,1626
0.8307,1632
0.8363,1625
0.842,1622
0.8473,1630
0.853,1628
0.8585,1621
0.8642,1624
0.8695,1631
0.8752,1623
0.8808,1623
0.8863,1629
0.892,1628
0.8973,1621
0.903,1624
0.9086,1631
0.9141,1627
0.9198,1620
0.9251,1626
0.9308,1631
0.9364,1624
0.9418,1622
0.9474,1632
0.9531,1628
0.9585,1620
0.9641,1625
0.9697,1631
0.9754,1624
0.9807,1622
0.9863,1630
0.992,1631
0.9973,1621
1.003,1629
1.0086,1631
1.014,1623
1.0196,1623
1.0253,1631
1.0306,1626
1.0363,1620
1.0419,1628
1.0475,1632
1.0529,1624
1.0586,1623
1.0642,1631
1.0695,1628
1.0752,1621
1.0808,1626
1.0862,1631
1.0918,1624
1.0975,1622
1.1031,1629
1.1085,1630
1.1141,1620
1.1197,1624
1.1251,1631
1.1307,1627
1.1363,1620
1.142,1624
1.1474,1631
1.153,1626
1.1586,1622
1.164,1629
1.1696,1629
1.1753,1620
1.1809,1627
1.1863,1632
1.1919,1624
1.1975,1622
1.2029,1633
1.2085,1627
1.2141,1622
1.2198,1630
1.2251,1629
1.2308,1621
1.2364,1624
1.2418,1631
1.2474,1626
1.253,1622
1.2584,1628
1.264,1630
1.2697,1621
1.2753,1624
1.2807,1630
1.2863,1626
1.2919,1622
1.2973,1628
1.3029,1629
1.3086,1623
1.3142,1624
1.3196,1632
1.3252,1627
1.3308,1620
1.3362,1625
1.3418,1630
1.3475,1625
1.3531,1623
1.3585,1630
1.3641,1629
1.3697,1621
1.3751,1625
1.3807,1630
