Experiment: Apr27_cal_tst_expt vial 14, Wed Apr 27 17:25:13 2022
0.004,0.0
0.0091,-0.00341451663558745
0.0148,0.013311214725628129
0.0201,0.0010253261933499402
0.0258,-0.001030861632296487
0.0314,-0.0013648667388875824
0.0368,0.00033503726445305304
0.0424,0.00372965589695462
0.0481,0.002713921154662069
0.0534,0.0020004349768164564
0.0591,0.004069551411563288
0.0647,0.004042344116829577
0.0704,0.00576542063029406
0.0757,0.005062775316798773
0.0813,0.004744858359862603
0.0869,0.005088973987997347
0.0926,0.018363806425755635
0.0979,0.008085537124800868
0.1035,0.0037225209926929903
0.1092,0.00235429228086359
0.1145,0.003025779167883824
0.1202,0.001332701369149758
0.1258,0.0016769430237820737
0.1314,0.0030299979208672223
0.1368,0.00235429228086359
0.1424,0.0020114936440750464
0.148,0.0016700592573878348
0.1537,-0.001726371912394109
0.159,-0.007184351828732005
0.1647,-0.016097363647427976
0.1703,-0.022955919628163235
0.1756,-0.027082674282215224
0.1813,-0.02639230086446709
0.1869,-0.02777030415048176
0.1925,-0.02742332929516178
0.1979,-0.02604602029719505
0.2035,-0.026734984684808838
0.2091,-0.029826334131693444
0.2148,-0.030520390074111448
0.2201,-0.028454706639206462
0.2257,-0.02672924846832836
0.2314,-0.02707843550563016
0.2368,-0.022949483424084205
0.2424,-0.021923858166086108
0.2481,-0.007158417397836181
0.2537,-0.020891999719453436
0.259,-0.009939989501722257
0.2647,-0.01883430022483601
0.2703,-0.01986297551546712
0.2757,-0.020890293403153848
0.2813,-0.021919713956936038
0.2869,-0.023290154519680195
0.2923,-0.023298130017825214
0.2979,-0.02158183272403691
0.3035,-0.02536534898683973
0.3092,-0.026404530958913708
0.3148,-0.025388969830735464
0.3202,-0.024029615624725498
0.3258,-0.02472315958986393
0.3312,-0.0233604985625524
0.3368,-0.025088249518366634
0.3424,-0.021315697618625506
0.3481,-0.026470075994612707
0.3534,-0.024412151572998142
0.3591,-0.026812612226730037
0.3647,-0.025787216000165203
0.3701,-0.025113782196387713
0.3757,-0.024768059457921043
0.3813,-0.025108152926086924
0.387,-0.027509546177622135
0.3923,-0.02476449532033531
0.3979,-0.02614326365903774
0.4036,-0.025113782196387713
0.4092,-0.01314056521457141
0.4146,-0.02101304723794406
0.4202,-0.02317680406955125
0.4258,-0.027617427473634604
0.4314,-0.025991912610284107
0.4368,0.03337374660386205
0.4424,-0.02762318627061222
0.448,-0.02355215224528917
0.4537,-0.025932421562642527
0.459,-0.02252664048884856
0.4647,-0.01676113189621553
0.4703,-0.02185805634223692
0.4757,-0.022198778450646883
0.4813,-0.02049037367620632
0.4869,-0.017086860616103094
0.4926,-0.014038832535446466
0.4979,-0.016770802461137713
0.5036,-0.0201563292200736
0.5092,-0.02015705996063266
0.5146,-0.017777091718354066
0.5202,-0.019134800965826426
0.5259,0.07270768177251485
0.5312,-0.015063122585397104
0.5369,0.016086890241081675
0.5426,-0.01642829666818113
0.5479,-0.011670859444718906
0.5536,-0.01778727796920687
0.559,-0.01407692216090628
0.5646,-0.01748142003527675
0.5703,0.08900723565385316
0.5757,-0.011007535167829818
0.5813,-0.005959434444149148
0.587,-0.00797343833885611
0.5924,-0.009654665669078133
0.5981,-0.008646696644976304
0.6037,-0.008663429103449527
0.6091,-0.005616494586047072
0.6148,-0.007007188789547536
0.6201,-0.003598802211071672
0.6257,-0.003932931730211364
0.6314,-0.0036206638988971473
0.6368,-0.0012566122987945905
0.6424,-0.002602514952146029
0.6481,-0.0026058575846732435
0.6535,-0.0026313652127684106
0.6591,-0.003293319830836583
0.6648,7.672960950999563e-05
0.6701,-0.0006036376425438972
0.6758,-0.001958704387365451
0.6814,0.14177565754540067
0.687,0.024635076011253698
0.6924,-0.0016151164922956207
0.698,0.0010027375775347735
0.7037,0.006268469792338416
0.709,-0.001376855890481976
0.7147,0.012519686718845513
0.7203,2.788198961944932e-05
0.7256,0.024692481215388917
0.7313,-0.000309635850624157
0.7369,-0.002681747678962898
0.7425,0.010130585191522767
0.7481,0.004042229895756755
0.7537,-0.0036991055587486388
0.759,-0.0020273525684535443
0.7647,-0.0013635979059323233
0.7703,-0.001000538696444786
0.7759,-0.0006483198623686848
0.7813,-0.0020086821956376566
0.7869,0.015511149305931449
0.7925,0.011136011504478849
0.7979,-0.0013391424746117542
0.8035,-0.000310782144525068
0.8091,-0.0026489852448681184
0.8147,-0.00129531537109695
0.8203,0.002752723696973769
0.8259,-0.0016037990053519025
0.8313,-0.002250773285183194
0.8369,-0.00021074349799776737
0.8425,-0.0022406072457185067
0.8479,-0.0005466387739492262
0.8535,-0.0018759119311841932
0.8592,-0.003239270352055179
0.8648,-0.0012646182587000565
0.8701,-0.0014942941962848844
0.8758,-0.003572357654420766
0.8814,0.0005138415181841216
0.887,0.0015540306894384903
0.8924,0.0035643288825215613
0.898,0.0008608804697890493
0.9037,-0.000133176108634947
0.909,0.0014411625723023125
0.9147,0.0011516553554226094
0.9203,0.0008462254773190514
0.9259,0.002731898280502798
0.9313,0.0014327129419209328
0.9369,0.03862606042877059
0.9425,0.030449771933141245
0.9479,0.010324555487856601
0.9535,0.0019351880273357214
0.9591,0.018035946580839624
0.9648,0.00358985850521365
0.9701,0.0005372289082099524
0.9757,0.007591278013457825
0.9814,0.0032512715009714865
0.987,0.006609432556836881
0.9924,0.011315000303653955
0.998,0.005629016961342104
1.0036,0.0025554631902273695
1.0093,0.003138014048749138
1.0146,0.004975188156107979
1.0203,0.0009254823021633829
1.0259,0.0003111588395432463
1.0313,0.0014134728680096353
1.0369,0.0011117357846752718
1.0426,0.0014666286910767212
1.0482,-0.0015500727132571335
1.0535,0.0011613982194048633
1.0592,0.0021635873323566646
1.0648,0.0018341265813510699
1.0704,0.0018489704964272935
1.0757,0.004214824229541225
1.0814,0.0008608804697890493
1.087,-0.0001223032303260263
1.0926,-0.0024971133975705273
1.098,0.0018988648961377752
1.1036,0.0019089203329031301
1.1092,-0.00012472221663994976
1.1146,-0.0011246698189592008
1.1202,0.0012427505543558537
1.1258,0.0019430458335459866
1.1315,-0.0017945262437628617
1.1369,0.0009312757933598315
1.1425,0.002602780669923921
1.1481,0.0015453242747194285
1.1535,0.0012092601205301312
1.1592,0.00017653494673597336
1.1648,0.0009250489296285247
1.1704,0.002570903977740735
1.1758,0.0019443153232456822
1.1814,0.0022526310111604664
1.1871,0.023865803229884297
1.1924,0.0019379718620816666
1.1981,0.00026432166571899174
1.2037,0.0029376086312897787
1.2091,-0.00041032452876721415
1.2147,0.0006108873866722542
1.2203,0.001616787561215638
1.2259,0.003315282317858159
1.2313,-0.0017351974095330958
1.2369,0.002326862579640321
1.2425,0.0009827120816144896
1.2482,-2.6718715732565457e-05
1.2535,-0.0017147985271901423
1.2592,-0.0017839206199269375
1.2648,0.012537614910003159
1.2702,0.003306141956677444
1.2758,0.003029992595051878
1.2814,0.004062326389472459
1.2871,0.003397092693434356
1.2924,0.002715654188103156
1.2981,0.0037337754192706685
1.3037,0.009483598787594305
1.309,0.007110083022660807
1.3146,0.01693478291973649
1.3202,0.009819393940959209
1.3259,0.009141880410697745
1.3314,0.020292639934133883
1.3371,0.008135494463329396
1.3424,0.009150678925173183
1.3481,0.0162338282119886
1.3537,0.0097854233725575
1.3591,0.01049679527320091
1.3647,0.008474406604995766
1.3702,0.010817409585598514
1.3759,0.041610603745609875
1.3815,0.02531753940864745
1.3868,0.01216830403421243
1.3925,0.009150678925173183
1.398,0.011372825591426383
1.4037,0.013095290350294553
1.4093,0.01796433162460387
1.4146,0.005066247287094261
1.4203,0.0061153971799187135
1.4258,0.039228769721729284
1.4315,0.005016023814052084
1.4368,0.009169791616778333
1.4425,0.003070959652871519
1.4481,0.005781771292200366
1.4537,0.0037539091370718536
1.4593,0.0024024354874663256
1.4647,0.0007015017692140191
1.4703,0.01459084631902241
1.4759,0.00206281415731957
1.4815,0.005443904252753207
1.4868,0.0688087043807768
1.4925,0.025751678214263274
1.4981,0.011042373929219473
1.5037,0.05026980856419283
1.5091,0.00408793890908421
1.5147,0.0023958677494374525
1.5204,0.0003239944973936204
1.5259,-0.001325131878769259
1.5315,-0.0036951357570675913
1.5369,-0.005058646912912246
1.5425,0.07188479346708054
1.5481,-0.004706804871683734
1.5538,0.010809908081995445
1.5591,-0.0006477131045750095
1.5647,0.07553028241851778
1.5704,0.021576831707385002
1.576,0.04221633104293776
1.5814,0.01823012397100021
1.587,0.0020588968339874114
1.5924,0.002749972243322185
1.598,0.013858469380378713
1.6036,0.017177146261980858
1.6093,0.07242085542262089
1.6149,0.001375754353187153
1.6203,0.0003617565353319918
1.6259,0.000698956791689298
1.6316,0.0026763913681754348
1.6369,0.07561526826106224
