Experiment: Apr27_cal_tst_expt vial 1, Wed Apr 27 17:25:13 2022
0.004,0.0
0.0091,0.003866775374569101
0.0148,0.000421370047723843
0.0201,0.0002945041384418978
0.0258,-0.00014043435283576933
0.0314,-0.0035254887860281386
0.0368,-0.004241074338810158
0.0424,-0.00289541204222811
0.0481,-0.004018568970528144
0.0534,-0.0038610431490562203
0.0591,-0.004991129384047013
0.0647,-0.006707219672849929
0.0704,-0.006388640289455211
0.0757,-0.004165832448374998
0.0813,-0.0066488842769818896
0.0869,-0.006193352609307423
0.0926,-0.0070017734668651604
0.0979,-0.007865240586603331
0.1035,-0.008012521340049886
0.1092,-0.008512808392432084
0.1145,-0.00537471597565517
0.1202,-0.0021698275061687866
0.1258,-0.007042537558662285
0.1314,-0.005960352855321302
0.1368,-0.007488228524622845
0.1424,-0.00794719913545662
0.148,-0.0065561857553346065
0.1537,-0.005941244357895545
0.159,-0.005905640200972215
0.1647,-0.004326777787305669
0.1703,-0.0008247573119584961
0.1756,-0.0016189149099206518
0.1813,-0.001800268190275428
0.1869,-0.004323355913289514
0.1925,-8.595440066359872e-05
0.1979,-0.00204693366707491
0.2035,4.0841914248399e-05
0.2091,0.00023232002056836065
0.2148,-0.00261498023455288
0.2201,-0.0024677395191346763
0.2257,-0.003183122534873975
0.2314,-0.003833689654559602
0.2368,-0.004282287097507512
0.2424,-0.006532494000015279
0.2481,-0.002820290322285174
0.2537,-0.0025087081072400624
0.259,-0.002286355065036841
0.2647,-0.0017559094574978173
0.2703,-0.00027404599868130486
0.2757,-0.001417103852378629
0.2813,-3.1453681015758406e-05
0.2869,0.004972497538070705
0.2923,0.001964171074127427
0.2979,0.003628057489186834
0.3035,0.0027842102110296335
0.3092,0.003802272180633115
0.3148,0.03834249357918171
0.3202,0.003979892761686102
0.3258,0.007527651186183121
0.3312,0.0075997683209721445
0.3368,0.004843990831072523
0.3424,0.003836415644570393
0.3481,0.0039047269093302334
0.3534,0.0035119019953619296
0.3591,0.003125865889767987
0.3647,0.0013320492907872433
0.3701,0.0018001523061721841
0.3757,0.002534871358740476
0.3813,0.00046387258927024777
0.387,0.0006210715754036145
0.3923,0.0009525960522327181
0.3979,0.0006622026930183239
0.4036,0.0014447146956022283
0.4092,0.0029789633815197197
0.4146,0.001130339357341123
0.4202,0.0030882887450431606
0.4258,-0.0004010569328492114
0.4314,0.0024220163334797568
0.4368,0.003549546102618706
0.4424,0.0005628224889226013
0.448,-0.0001208996568584364
0.4537,-0.0005857305719861733
0.459,-0.0007875703769736897
0.4647,-0.0011260829002373157
0.4703,-0.0017138414846784716
0.4757,-0.002934993391049995
0.4813,-0.0034963186490918757
0.4869,-0.003304611486268136
0.4926,-0.004310377706917737
0.4979,-0.003629517894766593
0.5036,-0.0040095389070529674
0.5092,-0.005190038561855875
0.5146,-0.0048271195109899495
0.5202,-0.0024906767405687424
0.5259,-0.004998231130433961
0.5312,-0.004317268540082672
0.5369,-0.00485124828744464
0.5426,-0.005330125997745058
0.5479,-0.0045262620275921955
0.5536,-0.005364615249368765
0.559,-0.003311494004306359
0.5646,-0.002449423207977655
0.5703,-0.0034653421767366355
0.5757,-0.0055150541588198515
0.5813,0.0030202592116614496
0.587,-0.004649120867485063
0.5924,-0.006493623875567164
0.5981,-0.006374260508628604
0.6037,-0.006867063546184549
0.6091,-0.005857336388421841
0.6148,-0.005361166689259372
0.6201,-0.005881490292796887
0.6257,-0.006856698426715033
0.6314,-0.0061823829517214934
0.6368,-0.006168572419051541
0.6424,-0.005333575287960773
0.6481,-0.006196192186424032
0.6535,-0.006835965997455687
0.6591,-0.0065005325625946825
0.6648,-0.0054978050543351975
0.6701,-0.0033699823062703083
0.6758,-0.005840081165893726
0.6814,-0.005343922671869769
0.687,-0.005186590532427801
0.6924,-0.005032705712282676
0.698,-0.0038522291754502364
0.7037,-0.002938434116005431
0.709,-0.004310377706917737
0.7147,-0.004673246497031477
0.7203,-0.004498698992367475
0.7256,-0.005843532372645385
0.7313,-0.005679291442303211
0.7369,-0.004837460901922483
0.7425,-0.004854694931018075
0.7481,-0.004443557346310939
0.7537,-0.00501891685301846
0.759,-0.005200382163401074
0.7647,-0.0048202248447533624
0.7703,-0.005637880895773176
0.7759,-0.004844354756930014
0.7813,-0.005655136709812547
0.7869,-0.0048167773899506355
0.7925,-0.005179694230203688
0.7979,-0.0048271195109899495
0.8035,-0.0038419017174209785
0.8091,-0.004166848864821632
0.8147,-0.005494354990069103
0.8203,-0.003981989906147912
0.8259,-0.004946504047107378
0.8313,-0.004806434538804999
0.8369,-0.0036432891232440617
0.8425,-0.004289703260472608
0.8479,-0.002808675773199848
0.8535,-0.0044814694588558995
0.8592,-0.004587065281702482
0.8648,-0.004122066930005358
0.8701,-0.0038384590691657727
0.8758,-0.004484915527804195
0.8814,-0.004806434538804999
0.887,0.0006036411606289149
0.8924,-0.0033286988797487094
0.898,-0.004680138803938028
0.9037,-0.0036949196700130083
0.909,-0.0039716576922796815
0.9147,-0.0048271195109899495
0.9203,-0.005159003376580096
0.9259,-0.004166848864821632
0.9313,-0.004631885841263922
