Experiment: April_28_Phage_Osmo_expt vial 15, Wed Apr 28 17:10:55 2021
0.0025,1633
0.0079,1634
0.0135,1631
0.0192,1628
0.0245,1633
0.0301,1632
0.0358,1630
0.0411,1628
0.0468,1630
0.0524,1634
0.0578,1631
0.0634,1627
0.069,1631
0.0747,1634
0.08,1631
0.0857,1629
0.0913,1632
0.0967,1633
0.1023,1629
0.1079,1631
0.1136,1631
0.119,1633
0.1246,1630
0.1302,1631
0.1356,1633
0.1413,1630
0.1469,1627
0.1522,1631
0.1579,1634
0.1635,1631
0.1689,1631
0.1746,1631
0.1802,1633
0.1858,1631
0.1912,1630
0.1968,1632
0.2024,1633
0.2079,1626
0.2135,1627
0.2189,1633
0.2246,1634
0.2302,1629
0.2356,1628
0.2412,1633
0.2469,1634
0.2525,1629
0.2578,1628
0.2635,1634
0.2691,1632
0.2745,1627
0.2801,1628
0.2857,1632
0.2911,1630
0.2968,1629
0.3024,1630
0.3081,1635
0.3134,1630
0.3191,1632
0.3247,1633
0.3301,1629
0.3357,1632
0.3414,1634
0.3467,1633
0.3524,1630
0.358,1632
0.3634,1634
0.369,1634
0.3747,1629
0.3801,1631
0.3858,1634
0.3914,1633
0.3968,1630
0.4024,1631
0.4078,1635
0.4134,1633
0.4191,1629
0.4247,1629
0.4301,1636
0.4357,1631
0.4413,1628
0.4467,1630
0.4524,1636
0.458,1632
0.4634,1627
0.469,1629
0.4747,1634
0.4801,1634
0.4857,1628
0.4913,1628
0.497,1634
0.5023,1634
0.508,1628
0.5133,1628
0.519,1633
0.5246,1633
0.5303,1628
0.5356,1628
0.5413,1629
0.5469,1633
0.5523,1632
0.5579,1631
0.5635,1632
0.5692,1635
0.5746,1633
0.5802,1628
0.5856,1631
0.5912,1633
0.5969,1632
0.6025,1628
0.6081,1629
0.6135,1632
0.6191,1636
0.6245,1630
0.6302,1630
0.6358,1633
0.6412,1634
0.6469,1632
0.6525,1628
0.6579,1632
0.6635,1634
0.6692,1631
0.6746,1629
0.6802,1631
0.6859,1635
0.6912,1635
0.6969,1630
0.7023,1631
0.708,1633
0.7134,1635
0.7191,1629
0.7247,1630
0.7301,1632
0.7357,1633
0.7414,1630
0.7467,1629
0.7524,1632
0.758,1633
0.7636,1628
0.769,1629
0.7746,1634
0.7802,1635
0.7856,1630
0.7913,1628
0.797,1633
0.8023,1637
0.808,1631
0.8136,1628
0.819,1629
0.8246,1633
0.8302,1634
0.8356,1629
0.8412,1628
0.8469,1633
0.8525,1634
0.8581,1632
0.8635,1628
0.8691,1632
0.8747,1635
0.8801,1633
0.8857,1628
