Experiment: July_9_negative_cntrl_expt vial 11, Fri Jul  9 17:30:38 2021
0,0
0.047,99
91.9937,0.4
103.0609,0.2
103.083,0.4
104.9552,0.2
104.9776,0.4
106.7108,0.2
106.7333,0.4
108.5943,0.2
108.6164,0.4
110.4722,0.2
110.4943,0.4
112.4776,0.2
112.5,0.4
114.3778,0.2
114.4,0.4
116.3222,0.2
116.3444,0.4
118.2557,0.2
118.2779,0.4
120.0111,0.2
120.0336,0.4
121.9392,0.2
121.9614,0.4
123.9558,0.2
123.9782,0.4
125.8725,0.2
125.8947,0.4
128.0003,0.2
128.0224,0.4
130.0225,0.2
130.045,0.4
131.956,0.2
131.9782,0.4
133.9504,0.2
133.9726,0.4
135.7284,0.2
135.7506,0.4
137.6562,0.2
137.6782,0.4
139.5562,0.2
139.5785,0.4
141.7341,0.2
141.7564,0.4
143.4842,0.2
143.5063,0.4
145.4507,0.2
145.473,0.4
147.4119,0.2
147.4341,0.4
149.3622,0.2
149.3844,0.4
151.1732,0.2
151.1955,0.4
153.2343,0.2
153.2565,0.4
155.1065,0.2
155.1287,0.4
156.9621,0.2
156.9787,0.4
158.9178,0.2
158.94,0.4
160.7845,0.2
160.8067,0.4
162.8123,1
165.7731,0.2
165.7959,0.4
167.424,0.2
167.4462,0.4
169.2461,0.2
169.2684,0.4
171.2016,0.2
171.2241,0.4
173.0628,0.2
173.085,0.4
175.1018,0.2
175.1242,0.4
176.9797,0.2
177.0019,0.4
178.8185,0.2
178.8407,0.4
180.7018,0.2
180.7241,0.4
182.6686,0.2
182.6908,0.4
184.5409,0.2
184.5632,0.4
186.3522,0.2
186.3743,0.4
188.2745,0.2
188.2967,0.4
190.1409,0.2
190.1578,0.4
192.1246,0.2
192.1468,0.4
194.1468,0.2
194.1634,0.4
196.0413,0.2
196.0635,0.4
197.7858,0.2
197.808,0.4
199.697,0.2
199.7192,0.4
201.4525,0.2
201.4748,0.4
203.3526,0.2
203.3748,0.4
205.1415,0.2
205.1639,0.4
207.0694,0.2
207.0916,0.4
211.0751,0.2
211.0973,0.4
213.0639,0.2
213.0806,0.4
214.9531,0.2
214.9753,0.4
216.8251,0.2
216.8474,0.4
220.6253,0.2
220.6476,0.4
222.6254,0.2
222.6421,0.4
224.4977,0.2
224.5199,0.4
226.4865,0.2
226.5032,0.4
228.4255,0.2
228.4477,0.4
230.3423,0.2
230.3643,0.4
240.2702,0.2
240.287,0.4
262.3154,0.2
262.332,0.4
