Experiment: July_9_negative_cntrl_expt vial 9, Fri Jul  9 17:30:38 2021
0,0
0.047,0.4
8.3583,0.2
8.3804,0.4
9.8528,0.2
9.8751,0.4
11.3696,0.2
11.3916,0.4
12.8196,0.2
12.8417,0.4
14.4194,0.2
14.4418,0.4
15.9419,0.2
15.964,0.4
17.4753,0.2
17.4973,0.4
19.0142,0.2
19.0362,0.4
20.6196,0.2
20.6419,0.4
22.1531,0.2
22.1752,0.4
23.6308,0.2
23.653,0.4
25.231,0.2
25.253,0.4
26.67,0.2
26.6921,0.4
28.2977,0.2
28.3198,0.4
29.7921,0.2
29.8144,0.4
31.2865,0.2
31.3089,0.4
32.77,0.2
32.7977,0.4
34.3256,0.2
34.3477,0.4
35.8424,0.2
35.8645,0.4
37.4424,0.2
37.4645,0.4
39.0089,0.2
39.0313,0.4
40.5258,0.2
40.5479,0.4
42.1369,0.2
42.159,0.4
43.7369,0.2
43.759,0.4
45.1534,0.2
45.1812,0.4
46.637,0.2
46.6648,0.4
48.1424,0.2
48.1648,0.4
49.576,0.2
49.5981,0.4
51.2149,0.2
51.237,0.4
52.7372,0.2
52.7593,0.4
54.1481,0.2
54.1705,0.4
55.5815,0.2
55.6039,0.4
57.0149,0.2
57.0373,0.4
58.3705,0.2
58.3929,0.4
59.5984,0.2
59.6205,0.4
60.8984,0.2
60.9261,0.4
62.2484,0.2
62.2708,0.4
63.6597,0.2
63.6875,0.4
64.9984,0.2
65.0206,0.4
66.2264,0.2
66.2485,0.4
67.5986,0.2
67.6209,0.4
69.0932,0.2
69.1153,0.4
70.4543,0.2
70.4766,0.4
71.8653,0.2
71.8877,0.4
73.321,0.2
73.3432,0.4
74.7155,0.2
74.7375,0.4
76.1601,0.2
76.1821,0.4
77.4823,0.2
77.51,0.4
79.0212,0.2
79.0433,0.4
80.3877,0.2
80.4102,0.4
81.8657,0.2
81.8879,0.4
83.3934,0.2
83.4158,0.4
84.8657,0.2
84.8935,0.4
86.2881,0.2
86.3101,0.4
87.7325,0.2
87.7547,0.4
90.6047,0.2
90.6269,0.4
92.1104,0.2
92.1328,0.4
93.6106,0.2
93.6327,0.4
104.3885,0.2
104.4108,0.4
105.3331,0.2
105.3553,0.4
108.4054,0.2
108.4278,0.4
126.2392,0.2
126.256,0.4
136.1618,0.2
136.2783,0.4
137.5505,0.2
137.5727,0.4
145.062,0.2
145.0841,0.4
162.3901,0.2
162.6514,0.4
164.2178,0.2
166.0848,0.4
177.1631,0.2
