Experiment: Feb_25_Turb_expt vial 2, Thu Feb 25 15:27:00 2021
0.0014,54257
0.0066,54257
0.0122,54197
0.0176,54221
0.0232,54159
0.0288,54155
0.0344,54256
0.04,54124
0.0454,54175
0.0509,54170
0.0565,54157
0.0622,54121
0.0677,54219
0.0734,54277
0.0787,54248
0.0843,54259
0.09,54287
0.0956,47942
0.1009,51563
0.1065,51592
0.1121,51596
0.1177,51514
0.1231,51544
0.1287,51529
0.1343,51509
0.1399,51509
0.1453,51442
0.151,51448
0.1566,51438
0.1621,51412
0.1677,51429
0.1731,51363
0.1788,51328
0.1844,51368
0.1899,51315
0.1956,51346
0.201,51307
0.2066,51264
0.2122,51276
0.2176,51249
0.2232,51064
0.2289,51200
0.2342,51156
0.2399,51183
0.2455,51130
0.2511,51102
0.2565,51067
0.2621,51056
0.2677,51036
0.2733,50994
0.2787,50993
0.2843,50962
0.2899,50965
0.2955,50926
0.3011,50917
0.3065,50874
0.3121,50863
0.3177,50829
0.3233,50792
0.3287,50796
0.3343,50723
0.34,50678
0.3456,50695
0.3509,50589
0.3566,50637
0.3622,50606
0.3678,50568
0.3732,50511
0.3788,50558
0.3844,50493
0.3898,50470
0.3954,50410
0.4011,50297
0.4067,50373
0.4121,50315
0.4177,50285
0.4233,50250
0.4287,50240
0.4343,50245
0.4399,50152
0.4456,50116
0.4509,50079
0.4566,49968
0.4622,50046
0.4678,49910
0.4732,49921
0.4788,49895
0.4844,49861
0.4898,49868
0.4954,49722
0.501,49766
0.5067,49787
0.512,49758
0.5176,49601
0.5233,49619
0.5289,49536
0.5343,49517
0.5399,49504
0.5455,49438
0.5511,49384
0.5565,49313
0.5621,49304
0.5678,49252
0.5731,49145
0.5787,49176
0.5844,49076
0.59,49071
0.5954,49090
0.601,48997
0.6066,48981
0.6122,48841
0.6176,48821
0.6232,48847
0.6288,48700
0.6345,48633
0.6398,48679
0.6455,48554
0.6511,48496
0.6567,48391
0.662,48406
0.6677,48322
0.6733,48280
0.6786,48205
0.6843,48121
0.6899,48033
0.6956,47889
0.7009,47962
0.7066,47929
0.7122,47872
0.7175,47918
0.7232,47759
0.7288,47737
0.7344,47695
0.7398,47554
0.7454,47585
0.7511,47485
0.7567,47359
0.762,47326
0.7677,47331
0.7733,47181
0.7787,47196
0.7843,47005
0.7899,46983
0.7953,46997
0.8009,46940
0.8065,46823
0.8122,46824
0.8178,46738
0.8232,46677
0.8288,46587
0.8344,46518
0.8398,46365
0.8454,46338
0.851,46320
0.8567,46206
0.862,46105
0.8676,46160
0.8733,45965
0.8786,45979
0.8843,45953
0.8899,45881
0.8955,45740
0.9009,45679
0.9065,45689
0.9121,45681
0.9178,45570
0.9231,45418
0.9287,45358
0.9344,45336
0.94,45211
0.9453,45268
0.951,45039
0.9566,45012
0.962,44929
0.9676,44848
0.9732,44806
0.9789,44625
0.9842,44738
0.9898,44571
0.9955,44509
1.0011,44542
1.0065,44384
1.0121,44202
1.0177,44164
1.0231,44142
1.0287,44053
1.0343,43753
1.0399,43839
1.0456,43726
1.0509,43593
1.0566,43686
1.0622,43564
1.0676,43486
1.0732,43138
1.0788,43196
1.0844,42989
1.0898,43245
1.0954,43136
1.101,42918
1.1064,42918
1.112,42814
1.1177,42726
1.1233,42450
1.1289,42455
1.1342,42510
1.1399,42398
1.1455,42256
1.1511,42283
1.1565,42020
1.1621,42051
1.1677,41923
1.1731,41733
1.1787,41719
1.1844,41777
1.1897,41783
1.1954,41503
1.201,41446
1.2066,41576
1.212,41351
1.2176,41387
1.2232,41093
1.2289,41196
1.2342,41180
1.2399,40953
1.2455,40861
1.2508,40923
1.2565,40660
1.2621,40617
1.2677,40625
1.2733,40215
1.2787,40345
1.2843,40155
1.2899,40059
1.2956,39952
1.3009,40098
1.3065,39791
1.3122,39579
1.3175,39906
1.3232,39635
1.3288,39399
1.3344,39381
1.3398,39388
1.3454,39246
1.351,39198
1.3567,39140
1.362,38993
1.3676,38892
1.3733,38991
1.3786,38645
1.3842,38726
1.3899,38520
1.3955,38816
1.4009,38574
1.4065,38395
1.4121,38398
1.4175,38674
1.4231,38331
1.4287,38206
1.4344,38045
1.44,38227
1.4454,38095
1.451,38165
1.4566,37945
1.462,38061
1.4676,37989
1.4732,38025
1.4786,37860
1.4842,37806
1.4898,37762
1.4955,37529
1.5011,37548
1.5065,37352
1.5121,37693
1.5177,37290
1.5233,37109
1.5287,37046
1.5343,37221
1.5399,36846
1.5453,37172
1.5509,37172
1.5566,36874
1.5622,36785
1.5676,36906
1.5732,36429
1.5788,36457
1.5842,36415
1.5898,36544
1.5955,36399
1.6008,36295
1.6065,36276
1.6121,36146
1.6177,36095
1.6231,36078
1.6287,36165
1.6343,36000
1.64,35958
1.6453,35919
1.651,35834
1.6566,35812
1.6619,35819
1.6676,35677
1.6732,35689
1.6788,35709
1.6842,35379
1.6898,35599
1.6954,35290
1.7011,35696
