Experiment: Feb_25_Turb_expt vial 15, Thu Feb 25 15:27:00 2021
0.0014,54423
0.0066,54407
0.0122,54415
0.0176,54422
0.0232,54424
0.0288,54422
0.0344,54434
0.04,54435
0.0454,54447
0.0509,54453
0.0565,54453
0.0622,54455
0.0677,54469
0.0734,54464
0.0787,54461
0.0843,54464
0.09,54472
0.0956,54471
0.1009,54462
0.1065,54460
0.1121,54459
0.1177,54442
0.1231,54416
0.1287,54418
0.1343,54422
0.1399,54419
0.1453,54416
0.151,54423
0.1566,54414
0.1621,54414
0.1677,54416
0.1731,54415
0.1788,54413
0.1844,54398
0.1899,54407
0.1956,54405
0.201,54406
0.2066,54401
0.2122,54393
0.2176,54392
0.2232,54395
0.2289,54399
0.2342,54392
0.2399,54393
0.2455,54399
0.2511,54396
0.2565,54384
0.2621,54400
0.2677,54402
0.2733,54403
0.2787,54395
0.2843,54394
0.2899,54402
0.2955,54407
0.3011,54404
0.3065,54397
0.3121,54408
0.3177,54410
0.3233,54420
0.3287,54406
0.3343,54409
0.34,54421
0.3456,54413
0.3509,54405
0.3566,54405
0.3622,54406
0.3678,54411
0.3732,54414
0.3788,54404
0.3844,54400
0.3898,54406
0.3954,54409
0.4011,54394
0.4067,54406
0.4121,54406
0.4177,54389
0.4233,54385
0.4287,54385
0.4343,54395
0.4399,54386
0.4456,54394
0.4509,54398
0.4566,54411
0.4622,54417
0.4678,54408
0.4732,54412
0.4788,54429
0.4844,54422
0.4898,54409
0.4954,54405
0.501,54421
0.5067,54414
0.512,54399
0.5176,54413
0.5233,54425
0.5289,54414
0.5343,54404
0.5399,54404
0.5455,54412
0.5511,54401
0.5565,54403
0.5621,54412
0.5678,54418
0.5731,54416
0.5787,54404
0.5844,54415
0.59,54414
0.5954,54419
0.601,54413
0.6066,54403
0.6122,54408
0.6176,54429
0.6232,54420
0.6288,54415
0.6345,54409
0.6398,54421
0.6455,54408
0.6511,54396
0.6567,54412
0.662,54415
0.6677,54406
0.6733,54395
0.6786,54403
0.6843,54421
0.6899,54401
0.6956,54403
0.7009,54403
0.7066,54410
0.7122,54418
0.7175,54420
0.7232,54413
0.7288,54422
0.7344,54405
0.7398,54402
0.7454,54405
0.7511,54403
0.7567,54407
0.762,54395
0.7677,54393
0.7733,54409
0.7787,54405
0.7843,54391
0.7899,54393
0.7953,54416
0.8009,54411
0.8065,54396
0.8122,54393
0.8178,54418
0.8232,54412
0.8288,54399
0.8344,54405
0.8398,54407
0.8454,54410
0.851,54408
0.8567,54409
0.862,54411
0.8676,54420
0.8733,54427
0.8786,54414
0.8843,54412
0.8899,54411
0.8955,54423
0.9009,54419
0.9065,54404
0.9121,54429
0.9178,54439
0.9231,54435
0.9287,54418
0.9344,54418
0.94,54422
0.9453,54421
0.951,54409
0.9566,54410
0.962,54421
0.9676,54422
0.9732,54419
0.9789,54414
0.9842,54421
0.9898,54416
0.9955,54397
1.0011,54401
1.0065,54408
1.0121,54416
1.0177,54410
1.0231,54402
1.0287,54419
1.0343,54426
1.0399,54434
1.0456,54421
1.0509,54409
1.0566,54424
1.0622,54425
1.0676,54416
1.0732,54408
