Experiment: Feb_22_tst3_chemo_expt vial 15, Mon Feb 22 14:25:18 2021
0.0045,0.9291089273195485
0.0102,0.9358281193188407
0.0158,0.9243132577546138
0.0215,0.9316104675485675
0.0272,0.9290845227636589
0.0325,0.9276545544382953
0.0382,0.9331307584147466
0.0438,0.9298765332116392
0.0492,0.9337929364255233
0.0548,0.9397150027227351
0.0605,0.9256374353244137
0.0658,0.9304281290675317
0.0714,0.9407957965076812
0.0771,0.9343073084590607
0.0824,0.9333404731522089
0.0881,0.9301375917120126
0.0937,0.9331573582121515
0.0991,0.9450187345126826
0.1048,0.9233260346982093
0.1104,0.9255219545723335
0.1161,0.9416491441630697
0.1216,0.921252616872946
0.1269,0.9070329347776862
0.1326,0.9038166833199276
0.1382,0.902490453836881
0.1436,0.8888611999103453
0.1492,0.9009553176718195
0.1549,0.8708913097615552
0.1605,0.8820069046090226
0.1658,0.8897401760537642
0.1715,0.8669193992210191
0.1772,0.8652821869079779
0.1825,0.8817727202345493
0.1882,0.8607834251406778
