Experiment: Feb_22_tst3_chemo_expt vial 12, Mon Feb 22 14:25:18 2021
0.0045,-0.0251700160497203
0.0102,-0.02637741544475919
0.0158,-0.02751507676970827
0.0215,-0.02879476055569191
0.0272,-0.030322998595160577
0.0325,-0.030904527747596833
0.0382,-0.028400293965621826
0.0438,-0.028152421030960495
0.0492,-0.029624131704553136
0.0548,-0.02842054880272027
0.0605,-0.028490795571343208
0.0658,-0.027307757312926728
0.0714,-0.0277983884555405
0.0771,-0.02970528724450122
0.0824,-0.029908190252984745
0.0881,-0.026008472571563412
0.0937,-0.028400293965621826
0.0991,-0.029781921404938072
0.1048,-0.029533918541542303
0.1104,-0.031559089610482316
0.1161,-0.0284300080356516
0.1216,-0.024599682143887025
0.1269,-0.024563058121594428
0.1326,-0.02666555089131495
0.1382,-0.02549296983965671
0.1436,-0.028440803842077367
0.1492,-0.028273916713574543
0.1549,-0.026397594309866046
0.1605,-0.026973974831263237
0.1658,-0.022516501748241213
0.1715,-0.023472177616558343
0.1772,-0.023771331584530375
0.1825,-0.025665126331451515
0.1882,-0.025159134872779598
