Experiment: Feb_22_tst3_chemo_expt vial 13, Mon Feb 22 14:25:18 2021
0.0045,0.8869518167559256
0.0102,0.8898083110510842
0.0158,0.8885771780394345
0.0215,0.8760058014829806
0.0272,0.8717830949315606
0.0325,0.8870192017024082
0.0382,0.8832525204951163
0.0438,0.8861036960470741
0.0492,0.8944097479497456
0.0548,0.8830634154556468
0.0605,0.8896290242249882
0.0658,0.8845678523781402
0.0714,0.871240062974994
0.0771,0.8765810652418237
0.0824,0.8646869176334142
0.0881,0.8680240547910033
0.0937,0.873536468331819
0.0991,0.865428862824117
0.1048,0.8667707576929892
0.1104,0.8705560209513697
0.1161,0.8685730077639862
0.1216,0.863265403509018
0.1269,0.8664360411799359
0.1326,0.8645471920285245
0.1382,0.8514200016482438
0.1436,0.8481515700773733
0.1492,0.854811652092897
0.1549,0.8366070970486287
0.1605,0.8320420493551607
0.1658,0.8307520806931119
0.1715,0.8147240939469007
0.1772,0.8228195985785205
0.1825,0.8208332860703743
0.1882,0.8134536172128186
