Experiment: Feb_22_tst3_chemo_expt vial 10, Mon Feb 22 14:25:18 2021
0.0045,0.7652152917632841
0.0102,0.7711864981526595
0.0158,0.771734696427818
0.0215,0.7673776054564245
0.0272,0.7682266999371644
0.0325,0.7639534499579121
0.0382,0.7626159253136393
0.0438,0.7598288088702729
0.0492,0.7564342715439314
0.0548,0.7469876425932367
0.0605,0.7338408858771799
0.0658,0.7356070655705416
0.0714,0.7339073282242293
0.0771,0.7374977641569995
0.0824,0.7424367677344823
0.0881,0.7445922042176502
0.0937,0.7469941350393253
0.0991,0.7499802731178047
0.1048,0.7367417285353062
0.1104,0.7338746169372624
0.1161,0.741024818283829
0.1216,0.7272269853287252
0.1269,0.7294498050644522
0.1326,0.7271464304303386
0.1382,0.7163124590214007
0.1436,0.7067244189336228
0.1492,0.7163596444509752
0.1549,0.7046480129317748
0.1605,0.702280124389963
0.1658,0.711873459837941
0.1715,0.7026917124570085
0.1772,0.6940933371991057
0.1825,0.7050151331204932
0.1882,0.6928097825639834
