Experiment: Feb_22_tst3_chemo_expt vial 4, Mon Feb 22 14:25:18 2021
0.0045,-0.001057988516482089
0.0102,-0.0009597027050234352
0.0158,-0.0011494269847363014
0.0215,-0.0011737305028751699
0.0272,-0.0008928818883329193
0.0325,-0.0007568506767190453
0.0382,-0.0002719228870926571
0.0438,-0.0008555403665184702
0.0492,-0.0007231551888819965
0.0548,-0.0006823588806144087
0.0605,-0.000516582797539078
0.0658,-0.0008628239636625512
0.0714,-0.0009551214407828024
0.0771,-9.113540498129069e-05
0.0824,-0.00082277612002013
0.0881,-0.000556736373553246
0.0937,-0.0008962251815305411
0.0991,-0.0008463689899844695
0.1048,-0.0006641399870515041
0.1104,-0.0009601500606175595
0.1161,-0.0005927516908301733
0.1216,-0.0011496431870567925
0.1269,-0.000872952627426482
0.1326,-0.0016065974225452084
0.1382,-0.001210881480320225
0.1436,-0.001028336112264494
0.1492,-0.0007824155033731017
0.1549,-0.0012566216437650546
0.1605,-0.0007803722328010299
0.1658,-0.0005778334323882639
0.1715,-0.0003211153459075078
0.1772,-0.0006198581171050765
0.1825,-0.0015308741202020304
0.1882,-0.0009946835588179326
