Experiment: Feb_22_tst3_chemo_expt vial 1, Mon Feb 22 14:25:18 2021
0.0045,0.8813953676619999
0.0102,0.8788775767072738
0.0158,0.8878268668132104
0.0215,0.8879018274863917
0.0272,0.8927294940915663
0.0325,0.8874557724974415
0.0382,0.8842161110587987
0.0438,0.8958658795153644
0.0492,0.8886736497163108
0.0548,0.8896919422174058
0.0605,0.8872508496098365
0.0658,0.8920536632994458
0.0714,0.8854797000986878
0.0771,0.8866615001257503
0.0824,0.8934610678853856
0.0881,0.8855019995999405
0.0937,0.8844307652696568
0.0991,0.8843802055170893
0.1048,0.8860311006420979
0.1104,0.8878635111043682
0.1161,0.8867043450068425
0.1216,0.883219948752807
0.1269,0.887934299033383
0.1326,0.8854369568788686
0.1382,0.8866269867306626
0.1436,0.8731144998820164
0.1492,0.8710867458712748
0.1549,0.85187667717298
0.1605,0.8441794058652354
0.1658,0.8435966182814514
0.1715,0.8363652203052402
0.1772,0.8234700192810533
0.1825,0.8285394877327152
0.1882,0.8138367129118634
