Experiment: Feb_22_tst3_chemo_expt vial 2, Mon Feb 22 14:25:18 2021
0.0045,-0.0871257618854211
0.0102,-0.09899402354413889
0.0158,-0.09568044110848861
0.0215,-0.08909934010803311
0.0272,-0.10064600530043366
0.0325,-0.097343402950274
0.0382,-0.10129987310707178
0.0438,-0.08512897793429541
0.0492,-0.09535386398650769
0.0548,-0.09569261954468478
0.0605,-0.09999295301821465
0.0658,-0.09075883277334906
0.0714,-0.07989494821861198
0.0771,-0.08187537635740583
0.0824,-0.08318724824178592
0.0881,-0.08549587234346445
0.0937,-0.08944875589854306
0.0991,-0.08845982238754035
0.1048,-0.09175903791243756
0.1104,-0.08977889894761582
0.1161,-0.08846041585310283
0.1216,-0.08417712691664248
0.1269,-0.09339643032809741
0.1326,-0.09109756181139805
0.1382,-0.08681475609828171
0.1436,-0.09109721466692733
0.1492,-0.08944458430845792
0.1549,-0.0864849602971578
0.1605,-0.0877970330149298
0.1658,-0.09307740855713997
0.1715,-0.08944716686651977
0.1772,-0.09241855309493041
0.1825,-0.09076962754452689
0.1882,-0.07858990699089108
