Experiment: Feb_22_tst3_chemo_expt vial 3, Mon Feb 22 14:25:18 2021
0.0045,0.7833227198569268
0.0102,0.7808909115838211
0.0158,0.7770019483351858
0.0215,0.7853384857298156
0.0272,0.7776049674550252
0.0325,0.7858119220697618
0.0382,0.7849547442570584
0.0438,0.8843293843084172
0.0492,0.8779178593140062
0.0548,0.8004760936536363
0.0605,0.7878360767011675
0.0658,0.792819907425654
0.0714,0.7877886660377045
0.0771,0.8035742877951471
0.0824,0.822183130973114
0.0881,0.7858764040829707
0.0937,0.785010105299327
0.0991,0.781086195081591
0.1048,0.7811495766411145
0.1104,0.7790786745703084
0.1161,0.7885557593215103
0.1216,0.769089373772293
0.1269,0.765473666563608
0.1326,0.7642540975238943
0.1382,0.7542890069585156
0.1436,0.7362040129031643
0.1492,0.7339401039066022
0.1549,0.7192880288193273
0.1605,0.7164909796574811
0.1658,0.7189987030307189
0.1715,0.7042030253497596
0.1772,0.6998428083068727
0.1825,0.7056899519614633
0.1882,0.6939266527365398
