Experiment: Feb_22_tst3_chemo_expt vial 7, Mon Feb 22 14:25:18 2021
0.0045,0.7560344271812683
0.0102,0.7620490461098427
0.0158,0.7595135168153816
0.0215,0.7660209788012552
0.0272,0.753452436876436
0.0325,0.7541543120500219
0.0382,0.7633838031191882
0.0438,0.7592458411038755
0.0492,0.7649006067744427
0.0548,0.7633683755468175
0.0605,0.7684616598545583
0.0658,0.7691872800008144
0.0714,0.7825472074036268
0.0771,0.7706151645016874
0.0824,0.7732259242983861
0.0881,0.76685299889613
0.0937,0.757766564877442
0.0991,0.7590974191516788
0.1048,0.7648424794455918
0.1104,0.7568053748777136
0.1161,0.7670598882896221
0.1216,0.7422583860529156
0.1269,0.7359532924050872
0.1326,0.7425073476087296
0.1382,0.723808567214728
0.1436,0.7180462906083365
0.1492,0.7333915246631207
0.1549,0.6985214761127461
0.1605,0.6924306521768792
0.1658,0.6960964750024307
0.1715,0.6826574304152039
0.1772,0.682539792867353
0.1825,0.6841983855525376
0.1882,0.6837133005752866
