Experiment: Feb_22_tst3_chemo_expt vial 11, Mon Feb 22 14:25:18 2021
0.0045,0.7789475630362749
0.0102,0.7848948481289484
0.0158,0.7875068332004421
0.0215,0.7852507980162904
0.0272,0.7897514469138659
0.0325,0.7873765795760349
0.0382,0.7867204461348669
0.0438,0.7801381629280074
0.0492,0.7659636534580974
0.0548,0.7657778809660292
0.0605,0.7590722273317198
0.0658,0.7700911814060619
0.0714,0.7579245095768007
0.0771,0.7535077896288207
0.0824,0.7581200320466128
0.0881,0.7561723839739014
0.0937,0.7560072077428304
0.0991,0.7512784863338213
0.1048,0.755989114325861
0.1104,0.7507555840492899
0.1161,0.7686189140055113
0.1216,0.7552825240770377
0.1269,0.7638247948682884
0.1326,0.7515016785533124
0.1382,0.7670355241887816
0.1436,0.7511348664128553
0.1492,0.7977477213504376
0.1549,0.735179143169742
0.1605,0.7297011574050974
0.1658,0.7324106634974124
0.1715,0.7226420199594918
0.1772,0.7204172176892641
0.1825,0.734183837808294
0.1882,0.7116023002891225
