Experiment: Mar_5_Turb_expt vial 10, Fri Mar  5 17:59:38 2021
0.0053,59582
0.0107,59579
0.0164,59579
0.0218,59580
0.0275,59579
0.0329,59581
0.0384,59581
0.0441,59577
0.0495,59577
0.0552,59577
0.0606,59580
0.0663,59576
0.0717,59579
0.0774,59580
0.0831,59577
0.0885,59578
0.0942,59577
0.0996,59577
0.1052,59576
0.1106,59577
0.1163,59577
0.1217,59577
0.1274,59578
0.1331,59578
0.1385,59578
0.1442,59579
0.1496,59577
0.1553,59579
0.1607,59575
