Experiment: Mar_5_Turb_expt vial 2, Fri Mar  5 17:59:38 2021
0.0053,54453
0.0107,54516
0.0164,54505
0.0218,54360
0.0275,54475
0.0329,54524
0.0384,54477
0.0441,54547
0.0495,54538
0.0552,54537
0.0606,54525
0.0663,54495
0.0717,54567
0.0774,54547
0.0831,54496
0.0885,52484
0.0942,52709
0.0996,52672
0.1052,52708
0.1106,52700
0.1163,52680
0.1217,52657
0.1274,52683
0.1331,52664
0.1385,52586
0.1442,52616
0.1496,52597
0.1553,52624
0.1607,52654
