Experiment: Mar_5_Turb_expt vial 8, Fri Mar  5 17:59:38 2021
0.0053,170
0.0107,171
0.0164,169
0.0218,171
0.0275,172
0.0329,172
0.0384,170
0.0441,172
0.0495,171
0.0552,172
0.0606,170
0.0663,169
0.0717,171
0.0774,172
0.0831,171
0.0885,170
0.0942,171
0.0996,169
0.1052,170
0.1106,172
0.1163,171
0.1217,172
0.1274,171
0.1331,172
0.1385,171
0.1442,174
0.1496,170
0.1553,171
0.1607,170
