Experiment: Mar_25_Phage_osmo_expt vial 8, Thu Mar 25 17:24:53 2021
0.0026,1631
0.0083,1634
0.0137,1636
0.0194,1632
0.0247,1626
0.0304,1629
0.036,1636
0.0414,1635
0.0471,1628
0.0528,1629
0.0581,1635
0.0638,1634
0.0694,1629
0.0748,1630
0.0804,1634
0.0861,1632
0.0917,1630
0.097,1633
0.1027,1635
0.1081,1629
0.1138,1631
0.1194,1636
0.1248,1631
0.1304,1628
0.136,1633
0.1417,1635
0.147,1631
0.1527,1628
0.1583,1633
0.1637,1636
0.1693,1631
0.1749,1630
0.1806,1634
0.1859,1635
0.1915,1631
0.1971,1631
0.2028,1636
0.2081,1634
0.2137,1630
0.2194,1633
0.225,1634
0.2304,1627
0.236,1631
0.2416,1634
0.2472,1633
0.2526,1631
0.2582,1632
0.2638,1634
0.2695,1631
0.2748,1631
0.2804,1636
0.2861,1635
0.2915,1631
0.2971,1635
0.3026,1633
0.3082,1630
0.3138,1630
0.3194,1635
0.3248,1632
0.3304,1631
0.3361,1632
0.3417,1634
0.3473,1629
0.3526,1633
0.3582,1634
0.3638,1631
0.3694,1630
0.3748,1634
0.3804,1634
0.386,1627
0.3917,1631
0.3971,1633
0.4027,1632
0.4083,1630
0.4138,1635
0.4193,1635
0.4249,1628
0.4306,1631
0.4359,1635
0.4416,1633
0.4472,1629
0.4526,1631
0.4582,1634
0.4639,1631
0.4693,1628
0.4749,1633
0.4806,1635
0.486,1630
0.4917,1630
0.4971,1635
0.5027,1632
0.5081,1630
0.5137,1630
0.5194,1635
0.5248,1630
0.5305,1631
0.5361,1634
0.5415,1635
0.5472,1628
0.5528,1631
0.5581,1635
0.5638,1631
0.5694,1631
0.5751,1635
0.5804,1635
0.586,1629
0.5917,1630
0.5971,1634
0.6027,1633
0.6084,1628
0.6137,1631
0.6194,1636
0.625,1633
0.6304,1629
0.6361,1636
0.6417,1634
0.6473,1629
0.6527,1630
0.6583,1634
0.6639,1632
0.6695,1630
0.6749,1634
0.6805,1634
0.6861,1630
0.6915,1631
0.6971,1636
0.7028,1633
0.7084,1629
0.7137,1634
0.7193,1635
0.7249,1630
0.7306,1633
0.7359,1635
0.7415,1631
0.7471,1630
0.7528,1635
0.7584,1633
0.7637,1631
0.7694,1630
0.775,1631
0.7804,1636
0.7861,1630
0.7917,1632
0.7971,1633
0.8027,1631
0.8083,1632
0.8137,1633
0.8194,1632
0.825,1629
0.8306,1634
0.836,1631
0.8416,1631
0.8473,1636
0.8527,1632
0.8584,1629
0.8637,1635
0.8694,1635
0.8749,1635
0.8805,1627
0.8862,1631
0.8916,1635
0.8973,1634
0.9027,1628
0.9083,1632
0.9137,1635
0.9194,1632
0.9248,1629
0.9305,1634
0.9362,1633
0.9416,1631
0.9473,1630
0.9527,1634
0.9583,1633
0.9637,1630
0.9694,1632
0.9748,1636
0.9805,1630
0.9862,1628
0.9916,1633
0.9972,1633
1.0026,1629
1.0083,1632
1.014,1634
1.0194,1631
1.025,1633
1.0304,1634
1.0361,1635
1.0418,1630
1.0472,1630
1.0528,1634
1.0583,1633
1.0639,1631
1.0693,1631
1.075,1633
1.0804,1633
1.0861,1629
1.0918,1630
1.0972,1636
1.1028,1631
1.1082,1631
1.1139,1635
1.1193,1632
1.125,1630
1.1304,1632
1.136,1635
1.1417,1632
1.1471,1630
1.1528,1633
1.1582,1635
1.1639,1633
1.1695,1629
1.1749,1630
1.1806,1635
1.186,1632
1.1916,1629
1.1973,1632
1.2027,1633
1.2084,1630
1.2138,1631
1.2195,1635
1.2249,1631
1.2306,1630
1.236,1634
1.2417,1633
1.2471,1631
1.2528,1632
1.2582,1637
1.2639,1631
1.2696,1630
1.275,1634
1.2806,1631
1.286,1629
1.2917,1632
1.2971,1634
1.3028,1629
1.3084,1629
1.3138,1633
1.3195,1634
1.3249,1631
1.3306,1632
1.336,1635
1.3416,1633
1.3473,1630
1.3527,1635
1.3584,1631
1.3638,1631
1.3694,1633
1.3751,1634
1.3805,1630
1.3862,1630
1.3916,1636
1.3972,1631
1.4027,1628
1.4083,1632
1.414,1636
1.4194,1633
1.4251,1630
1.4305,1632
1.4361,1635
1.4416,1632
1.4473,1631
1.4529,1634
1.4583,1636
1.464,1629
1.4694,1629
1.475,1635
1.4804,1634
1.4861,1630
1.4918,1633
1.4971,1633
1.5028,1631
1.5082,1629
1.5139,1632
1.5193,1636
1.525,1629
1.5307,1630
