Experiment: Mar_25_Phage_osmo_expt vial 12, Thu Mar 25 17:24:53 2021
0.0026,1629
0.0083,1627
0.0137,1621
0.0194,1613
0.0247,1609
0.0304,1611
0.036,1617
0.0414,1614
0.0471,1609
0.0528,1611
0.0581,1616
0.0638,1614
0.0694,1610
0.0748,1611
0.0804,1614
0.0861,1614
0.0917,1610
0.097,1609
0.1027,1616
0.1081,1614
0.1138,1612
0.1194,1610
0.1248,1613
0.1304,1616
0.136,1609
0.1417,1610
0.147,1615
0.1527,1612
0.1583,1610
0.1637,1612
0.1693,1615
0.1749,1614
0.1806,1607
0.1859,1612
0.1915,1615
0.1971,1609
0.2028,1610
0.2081,1613
0.2137,1615
0.2194,1612
0.225,1609
0.2304,1611
0.236,1617
0.2416,1611
0.2472,1609
0.2526,1613
0.2582,1616
0.2638,1615
0.2695,1610
0.2748,1612
0.2804,1617
0.2861,1611
0.2915,1609
0.2971,1615
0.3026,1614
0.3082,1609
0.3138,1609
0.3194,1615
0.3248,1615
0.3304,1611
0.3361,1608
0.3417,1614
0.3473,1615
0.3526,1611
0.3582,1611
0.3638,1615
0.3694,1615
0.3748,1610
0.3804,1609
0.386,1613
0.3917,1615
0.3971,1612
0.4027,1609
0.4083,1614
0.4138,1615
0.4193,1612
0.4249,1609
0.4306,1612
0.4359,1616
0.4416,1614
0.4472,1609
0.4526,1612
0.4582,1615
0.4639,1616
0.4693,1609
0.4749,1610
0.4806,1616
0.486,1614
0.4917,1610
0.4971,1610
0.5027,1614
0.5081,1617
0.5137,1611
0.5194,1610
0.5248,1616
0.5305,1614
0.5361,1611
0.5415,1607
0.5472,1615
0.5528,1614
0.5581,1610
0.5638,1609
0.5694,1614
0.5751,1614
0.5804,1609
0.586,1608
0.5917,1613
0.5971,1616
0.6027,1613
0.6084,1608
0.6137,1611
0.6194,1617
0.625,1613
0.6304,1609
0.6361,1615
0.6417,1615
0.6473,1612
0.6527,1610
0.6583,1612
0.6639,1615
0.6695,1614
0.6749,1608
0.6805,1609
0.6861,1615
0.6915,1615
0.6971,1610
0.7028,1607
0.7084,1616
0.7137,1616
0.7193,1610
0.7249,1608
0.7306,1615
0.7359,1615
0.7415,1612
0.7471,1610
0.7528,1612
0.7584,1616
0.7637,1612
0.7694,1609
0.775,1611
0.7804,1616
0.7861,1613
0.7917,1607
0.7971,1611
0.8027,1616
0.8083,1614
0.8137,1608
0.8194,1608
0.825,1616
0.8306,1615
0.836,1610
0.8416,1609
0.8473,1614
0.8527,1616
0.8584,1610
0.8637,1612
0.8694,1613
0.8749,1616
0.8805,1613
0.8862,1608
0.8916,1616
0.8973,1614
0.9027,1609
0.9083,1610
0.9137,1616
0.9194,1614
0.9248,1609
0.9305,1610
0.9362,1614
0.9416,1616
0.9473,1610
0.9527,1608
0.9583,1614
0.9637,1616
0.9694,1615
0.9748,1609
0.9805,1612
0.9862,1616
0.9916,1614
0.9972,1610
1.0026,1610
1.0083,1616
1.014,1614
1.0194,1610
1.025,1616
1.0304,1615
1.0361,1613
1.0418,1608
1.0472,1612
1.0528,1615
1.0583,1614
1.0639,1608
1.0693,1611
1.075,1616
1.0804,1613
1.0861,1608
1.0918,1611
1.0972,1614
1.1028,1611
1.1082,1610
1.1139,1611
1.1193,1616
1.125,1615
1.1304,1610
1.136,1612
1.1417,1617
1.1471,1614
1.1528,1609
1.1582,1610
1.1639,1616
1.1695,1614
1.1749,1609
1.1806,1610
1.186,1614
1.1916,1615
1.1973,1609
1.2027,1612
1.2084,1613
1.2138,1616
1.2195,1611
1.2249,1607
1.2306,1612
1.236,1618
1.2417,1612
1.2471,1607
1.2528,1611
1.2582,1617
1.2639,1613
1.2696,1608
1.275,1612
1.2806,1616
1.286,1613
1.2917,1608
1.2971,1613
1.3028,1616
1.3084,1615
1.3138,1608
1.3195,1612
1.3249,1615
1.3306,1613
1.336,1608
1.3416,1613
1.3473,1616
1.3527,1614
1.3584,1609
1.3638,1611
1.3694,1615
1.3751,1614
1.3805,1608
1.3862,1609
1.3916,1616
1.3972,1613
1.4027,1607
1.4083,1610
1.414,1616
1.4194,1615
1.4251,1611
1.4305,1610
1.4361,1615
1.4416,1615
1.4473,1612
1.4529,1609
1.4583,1613
1.464,1615
1.4694,1612
1.475,1607
1.4804,1613
1.4861,1616
1.4918,1610
1.4971,1607
1.5028,1611
1.5082,1616
1.5139,1611
1.5193,1608
1.525,1613
