Experiment: Mar_25_Phage_osmo_expt vial 0, Thu Mar 25 17:24:53 2021
0.0026,1631
0.0083,1627
0.0137,1629
0.0194,1636
0.0247,1633
0.0304,1633
0.036,1638
0.0414,1633
0.0471,1633
0.0528,1636
0.0581,1632
0.0638,1635
0.0694,1632
0.0748,1633
0.0804,1637
0.0861,1632
0.0917,1634
0.097,1635
0.1027,1633
0.1081,1636
0.1138,1633
0.1194,1635
0.1248,1634
0.1304,1634
0.136,1637
0.1417,1631
0.147,1634
0.1527,1634
0.1583,1631
0.1637,1637
0.1693,1634
0.1749,1633
0.1806,1637
0.1859,1630
0.1915,1632
0.1971,1636
0.2028,1633
0.2081,1636
0.2137,1634
0.2194,1631
0.225,1635
0.2304,1633
0.236,1632
0.2416,1636
0.2472,1632
0.2526,1633
0.2582,1634
0.2638,1633
0.2695,1635
0.2748,1634
0.2804,1633
0.2861,1634
0.2915,1632
0.2971,1637
0.3026,1633
0.3082,1636
0.3138,1633
0.3194,1634
0.3248,1636
0.3304,1635
0.3361,1635
0.3417,1632
0.3473,1636
0.3526,1635
0.3582,1632
0.3638,1635
0.3694,1633
0.3748,1636
0.3804,1636
0.386,1632
0.3917,1637
0.3971,1635
0.4027,1633
0.4083,1636
0.4138,1633
0.4193,1636
0.4249,1636
0.4306,1632
0.4359,1635
0.4416,1636
0.4472,1630
0.4526,1635
0.4582,1637
0.4639,1631
0.4693,1636
0.4749,1631
0.4806,1636
0.486,1635
0.4917,1632
0.4971,1636
0.5027,1633
0.5081,1635
0.5137,1637
0.5194,1632
0.5248,1635
0.5305,1636
0.5361,1631
0.5415,1635
0.5472,1634
0.5528,1631
0.5581,1636
0.5638,1632
0.5694,1632
0.5751,1637
0.5804,1632
0.586,1635
0.5917,1634
0.5971,1632
0.6027,1637
0.6084,1631
0.6137,1636
0.6194,1635
0.625,1633
0.6304,1637
0.6361,1636
0.6417,1635
0.6473,1636
0.6527,1633
0.6583,1637
0.6639,1633
0.6695,1633
0.6749,1635
0.6805,1634
0.6861,1635
0.6915,1633
0.6971,1635
0.7028,1637
0.7084,1631
0.7137,1636
0.7193,1634
0.7249,1632
0.7306,1638
0.7359,1633
0.7415,1635
0.7471,1636
0.7528,1634
0.7584,1636
0.7637,1634
