Experiment: Mar_5_T2_Turb_expt vial 9, Fri Mar  5 18:09:38 2021
0.0046,0.0
0.0103,-0.00048518204919045793
0.0156,-0.00033267177363416334
0.0213,-2.7685909264385522e-05
0.0267,-0.00017094478411461278
0.0324,-0.0004944097155169525
0.0378,-0.000503637271306534
0.0435,-0.0006561586097633132
0.0489,-0.00018940122599953035
0.0546,-3.691432461216948e-05
0.0603,-1.8457383379688608e-05
0.0657,-0.0003511274950978027
0.0714,0.0
0.0768,-1.8457383379688608e-05
0.0824,-3.691432461216948e-05
0.0878,0.0
0.0935,-0.000503637271306534
0.0989,-0.0006561586097633132
0.1046,-0.0011506971216282968
0.11,-0.0008271452917407718
0.1157,-0.0005220920512754024
0.1214,-0.0008363720165724953
0.1268,-2.7685909264385522e-05
0.1325,-0.00019862928113667522
0.1379,-0.0008271452917407718
0.1436,-0.0004944097155169525
0.149,0.00013401845510740973
0.1547,-0.0006561586097633132
0.1601,-1.8457383379688608e-05
0.1658,0.00014324734120274574
0.1712,-0.0006838398648898458
0.1769,-0.0001801730603253615
0.1823,-0.00033267177363416334
0.1879,-0.00036958277441412335
0.1936,-0.00018940122599953035
0.199,-0.0005128647165594247
0.2047,-0.00018940122599953035
0.2101,-0.0004944097155169525
0.2158,-0.0001617163973669511
0.2212,0.00048508347792097783
0.2269,-0.00017094478411461278
0.2323,0.0
0.238,-0.0011506971216282968
0.2434,-0.0004944097155169525
0.2491,-0.00018940122599953035
0.2545,-0.0008179184563725794
0.2602,-0.00017094478411461278
0.2656,-0.0003234437470970297
0.2712,-0.000503637271306534
0.2769,0.0001617054450036015
0.2823,-0.000503637271306534
0.288,-0.0004667263849271741
0.2934,0.00032339993764396446
0.2991,0.00032339993764396446
0.3045,-0.0001801730603253615
0.3102,-2.7685909264385522e-05
0.3156,-1.8457383379688608e-05
0.3213,0.0004758536503308708
0.3267,0.0
0.3324,-0.0006561586097633132
0.3381,-0.0013124894651169727
0.3435,-0.0006653858053421446
0.3491,-0.0009889157305029705
0.3545,-0.0006653858053421446
0.3602,-0.0005128647165594247
0.3656,0.00028648273134679325
0.3713,0.00013401845510740973
0.3767,-9.228746958300782e-06
0.3824,-0.0001801730603253615
0.3878,-0.00033267177363416334
0.3935,0.00017093466270934332
0.3989,-0.0003511274950978027
0.4046,0.00013401845510740973
0.4103,0.00013401845510740973
0.4157,-0.0001801730603253615
0.4214,-0.0001801730603253615
0.4268,0.0006282958007702844
0.4324,0.00013401845510740973
0.4378,-0.00019862928113667522
0.4435,-0.00033267177363416334
0.4489,0.0003049411134218305
0.4546,-0.0001801730603253615
0.4603,-0.0003788102482671363
0.4657,-0.000503637271306534
0.4714,0.00012478967954887565
0.4768,-0.0005128647165594247
0.4825,-2.7685909264385522e-05
0.4879,-0.0008548251346252034
0.4936,-0.0003603551900244195
0.499,0.0004666239332776767
0.5046,-0.00018940122599953035
0.51,-3.691432461216948e-05
0.5157,0.00011556101452736556
0.5211,-0.0005220920512754024
0.5268,-0.0006746128903845072
0.5325,-0.0003603551900244195
0.5379,0.0006098359778528017
0.5436,-0.00018940122599953035
0.549,0.0002957118671158554
0.5547,0.0002957118671158554
0.5601,-0.00019862928113667522
0.5657,-0.00019862928113667522
0.5712,-0.0001801730603253615
0.5769,-0.0003234437470970297
0.5823,-0.0001801730603253615
0.588,0.0006652167730466507
0.5936,-1.8457383379688608e-05
0.599,-1.8457383379688608e-05
0.6047,-2.7685909264385522e-05
0.6101,-0.0006838398648898458
0.6158,0.0006190658340430311
0.6212,-0.00017094478411461278
0.6269,-0.0006192487220788578
0.6324,-0.000503637271306534
0.638,0.00033262951556023435
0.6435,-0.00017094478411461278
0.6491,-1.8457383379688608e-05
0.6545,-9.228746958300782e-06
0.6602,0.00033262951556023435
0.6656,-2.7685909264385522e-05
0.6713,-0.00018940122599953035
0.6768,9.228857495102716e-06
0.6825,-0.0001801730603253615
0.6879,-1.8457383379688608e-05
0.6936,0.0003049411134218305
0.699,-0.000503637271306534
0.7047,-2.7685909264385522e-05
0.7101,-0.00019862928113667522
0.7158,-0.0008086915104672521
0.7212,-0.00048518204919045793
0.7269,-0.0001801730603253615
0.7323,-0.0006561586097633132
0.738,-0.0001801730603253615
0.7434,-0.0008086915104672521
0.7491,-0.0007994644540251228
0.7545,-0.0006284763598052301
0.7602,-0.000341899689634273
0.7657,-2.7685909264385522e-05
0.7714,-9.228746958300782e-06
0.7768,-0.0006284763598052301
0.7825,-0.00018940122599953035
0.7879,-0.0008179184563725794
0.7936,0.0003141704702643855
0.799,-0.0003234437470970297
0.8047,-0.0003511274950978027
0.8101,-0.00033267177363416334
0.8157,-9.228746958300782e-06
0.8214,-0.0001617163973669511
0.8268,-0.00018940122599953035
0.8325,-0.00048518204919045793
0.8379,0.00014324734120274574
0.8436,-0.0006746128903845072
0.849,-0.0011506971216282968
0.8547,-0.0005128647165594247
0.8601,-0.000341899689634273
0.8658,-0.0008179184563725794
0.8712,-0.000503637271306534
0.8769,-0.000998142095124055
0.8823,-0.0006653858053421446
0.8879,-1.8457383379688608e-05
0.8936,-0.00017094478411461278
0.899,-0.00018940122599953035
0.9047,-0.0008455986308673058
0.9101,0.00011556101452736556
0.9158,-0.000341899689634273
0.9212,-0.0006746128903845072
0.9269,0.00045739432676117353
0.9323,0.00013401845510740973
0.938,-9.228746958300782e-06
0.9434,-0.00020785722573701815
0.9491,-0.00020785722573701815
0.9546,-0.00018940122599953035
0.9601,-0.00019862928113667522
0.9658,-1.8457383379688608e-05
0.9712,0.00015247633783466163
0.9769,-9.228746958300782e-06
0.9823,-0.00018940122599953035
0.988,-0.0011691490199123855
0.9934,-0.00017094478411461278
0.9991,-4.6142629423151504e-05
1.0045,-0.00017094478411461278
1.0102,-0.0005128647165594247
1.0156,0.0003141704702643855
1.0213,-2.7685909264385522e-05
1.0267,-9.228746958300782e-06
1.0323,-0.000341899689634273
1.038,0.0004758536503308708
1.0434,0.00034185920401330616
1.0489,-2.7685909264385522e-05
1.0546,0.0001617054450036015
1.06,0.0
1.0657,0.0001617054450036015
1.0711,-0.0005128647165594247
1.0768,-0.00048518204919045793
1.0824,0.0002957118671158554
1.0878,-0.00015248790008237645
1.0935,0.0002957118671158554
1.0989,0.0003049411134218305
1.1045,-0.00018940122599953035
1.1102,0.0004666239332776767
1.1156,-1.8457383379688608e-05
1.1213,-0.0004759542723271615
1.1268,-1.8457383379688608e-05
1.1324,0.00017093466270934332
1.1381,0.00033262951556023435
1.1435,0.00033262951556023435
1.1492,-0.00017094478411461278
1.1546,0.00018016399095177604
1.1602,0.00014324734120274574
1.1659,0.00017093466270934332
1.1713,0.0007899567158993204
1.177,0.0004943134160479978
1.1824,-0.00033267177363416334
1.188,9.228857495102716e-06
1.1934,-0.0006377038869945784
1.1991,-0.0006746128903845072
1.2045,-0.0005128647165594247
1.2102,-0.0004944097155169525
1.2158,-0.000998142095124055
1.2212,-0.00017094478411461278
1.2268,-0.00017094478411461278
1.2325,-1.8457383379688608e-05
1.2379,-0.00033267177363416334
1.2436,0.00017093466270934332
1.249,-0.0006469313036473467
1.2546,-2.7685909264385522e-05
1.2603,-0.0003234437470970297
1.2657,-0.0006469313036473467
1.2714,-0.0004944097155169525
1.2768,-0.0003234437470970297
1.2825,-0.00015248790008237645
1.2879,-0.00017094478411461278
1.2936,0.0001617054450036015
1.299,-0.0003234437470970297
1.3047,-9.228746958300782e-06
1.3101,-0.00031421561002309417
1.3158,-9.228746958300782e-06
1.3212,-0.00015248790008237645
1.3269,-0.0001801730603253615
1.3323,-1.8457383379688608e-05
1.338,1.8457825527007365e-05
1.3434,-0.0003234437470970297
1.349,-0.0004944097155169525
1.3547,-0.0004944097155169525
1.3601,-0.0004759542723271615
1.3658,-1.8457383379688608e-05
1.3714,-0.0001617163973669511
1.3768,-0.00048518204919045793
1.3825,-0.0006469313036473467
1.3879,-0.0004944097155169525
1.3936,-0.0006561586097633132
1.399,-0.00015248790008237645
1.4047,0.00014324734120274574
1.4104,-0.0004944097155169525
1.4158,-0.0003234437470970297
1.4212,-0.00033267177363416334
1.4269,-0.000503637271306534
1.4325,0.00013401845510740973
1.4379,-0.00019862928113667522
1.4436,-0.0003234437470970297
1.449,-0.0003234437470970297
1.4547,1.8457825527007365e-05
1.4601,-0.0004759542723271615
1.4658,-0.0001801730603253615
1.4712,0.0
1.4769,0.0
1.4825,-0.0001801730603253615
1.488,0.0
1.4934,-0.0003234437470970297
1.4991,0.0
1.5045,-0.0003234437470970297
1.5102,-9.228746958300782e-06
1.5159,-0.00033267177363416334
1.5213,-0.0003234437470970297
1.527,-0.0001617163973669511
