Experiment: Mar_16_osmo_expt vial 15, Tue Mar 16 20:56:43 2021
0.0015,172
0.0064,173
0.0118,171
0.0175,172
0.0229,172
0.0286,170
0.034,173
0.0397,168
0.0451,169
0.0508,170
0.0562,171
0.0619,172
0.0673,173
0.073,173
0.0784,173
0.0841,174
0.0897,173
0.0951,172
0.1008,174
0.1062,172
0.1119,175
0.1173,174
0.123,172
0.1284,173
0.1341,174
0.1395,176
0.1452,174
0.1505,175
0.1562,173
0.1619,175
0.1673,172
0.173,173
0.1784,173
0.1841,173
0.1895,175
0.1952,174
0.2006,174
0.2063,175
0.2117,172
0.2173,173
0.2231,174
0.2285,172
0.2342,173
0.2395,172
0.2452,173
0.2506,172
0.2563,174
0.2617,172
0.2673,173
0.273,173
0.2784,173
0.284,173
0.2897,171
0.2951,174
0.3008,173
0.3062,175
0.3119,172
0.3173,170
0.3229,173
0.3286,173
0.334,172
0.3397,175
0.3451,172
0.3507,172
0.3561,174
0.3618,174
0.3673,173
0.3729,173
0.3785,171
0.3839,173
0.3897,171
0.3951,171
0.4007,173
0.4061,172
0.4118,173
0.4172,172
0.4229,171
0.4283,172
0.434,173
0.4397,174
0.4451,173
0.4508,173
0.4562,173
0.462,171
0.4674,172
0.473,173
0.4785,174
0.4841,171
0.4895,174
0.4952,171
0.5007,173
0.5063,172
0.5117,171
0.5174,173
0.5228,172
0.5285,171
0.5342,174
0.5396,173
0.5453,172
0.5507,173
0.5564,173
0.5618,174
0.5675,171
0.5729,173
0.5786,174
0.584,172
0.5897,173
0.5951,174
0.6008,172
0.6062,171
0.6119,174
0.6173,172
0.623,172
0.6285,175
0.6341,171
0.6395,173
0.6452,175
0.6506,173
0.6563,176
0.6617,174
0.6674,173
0.6728,174
0.6785,174
0.684,176
0.6897,173
0.6951,175
0.7007,173
0.7062,173
0.7119,172
0.7173,173
0.723,170
0.7286,174
0.7341,171
0.7398,171
0.7451,173
0.7508,173
0.7562,173
0.7619,171
0.7673,173
0.773,171
0.7784,172
0.7841,174
0.7895,172
0.7952,174
0.8006,173
0.8063,173
0.812,172
0.8174,175
0.8231,174
0.8285,174
0.8341,172
0.8396,171
0.8453,176
0.8507,173
0.8561,172
0.8618,175
0.8675,173
0.8729,174
0.8786,172
0.884,174
0.8897,174
0.8951,171
0.9008,173
0.9062,174
0.9119,174
0.9173,172
0.923,171
0.9284,174
0.9341,173
0.9395,173
0.9452,170
0.9507,173
0.9564,174
0.9618,173
0.9675,173
0.9729,170
0.9786,171
0.984,172
0.9897,173
0.9951,174
1.0008,175
1.0062,174
1.0119,174
1.0173,172
1.023,174
1.0284,173
1.0341,172
1.0395,173
1.0452,173
1.0506,172
1.0563,173
1.0618,173
1.0675,171
1.0729,172
1.0786,174
1.084,175
1.0897,172
1.0951,175
1.1007,173
1.1062,173
1.1119,176
1.1173,173
1.1229,173
1.1284,172
1.134,173
1.1394,172
1.1451,172
1.1508,174
1.1563,175
1.1619,175
1.1673,172
1.173,170
1.1784,173
1.1841,172
1.1895,172
1.1952,173
1.2006,173
1.2063,173
1.212,173
1.2174,170
1.2231,172
1.2285,173
1.2342,173
1.2396,173
1.2453,172
1.2507,174
1.2564,174
1.2618,171
1.2674,173
1.2728,174
1.2785,173
1.284,173
1.2897,174
1.2951,172
1.3007,174
1.3064,174
1.3118,172
1.3175,174
1.3229,174
1.3286,171
1.334,170
1.3397,172
1.3451,168
1.3508,173
1.3562,172
1.3619,173
1.3673,174
1.373,173
1.3784,172
1.3841,171
1.3895,173
1.3952,173
1.4006,170
1.4063,171
1.4117,173
1.4174,172
1.4228,175
1.4285,173
1.4339,173
1.4396,173
1.445,172
1.4507,172
1.4561,173
1.4618,174
1.4672,170
1.4729,173
1.4786,173
1.484,175
1.4897,172
1.4951,172
1.5008,173
1.5062,172
1.5119,172
1.5173,174
1.523,171
1.5284,171
1.5341,173
1.5395,171
1.5452,174
1.5507,172
1.5564,172
1.5617,174
1.5674,171
1.5729,173
1.5785,175
1.584,174
1.5897,172
1.5951,173
1.6008,172
1.6062,174
1.6119,172
1.6173,172
1.6229,172
1.6286,172
1.634,171
1.6397,172
1.6451,171
1.6508,172
1.6562,172
1.6619,172
1.6673,170
1.673,171
1.6784,171
1.6841,172
1.6895,173
1.6952,172
1.7006,173
1.7061,173
1.7118,172
1.7175,171
1.7229,173
1.7286,173
1.7339,172
1.7396,174
1.7453,173
1.7507,174
1.7564,174
1.7617,171
1.7674,173
1.7731,171
1.7785,173
1.7842,174
1.7895,172
1.7952,176
1.8006,175
1.8063,173
1.8117,169
1.8174,173
1.823,173
1.8284,173
1.8341,174
1.8396,170
1.8452,172
1.8506,174
1.8563,173
1.8617,170
1.8674,173
1.873,173
1.8784,171
1.8841,173
1.8897,173
1.8951,173
1.9008,175
1.9062,174
1.9119,171
1.9173,171
1.923,173
1.9284,174
1.9341,173
1.9397,174
1.9452,173
1.9508,170
1.9563,171
1.9619,172
1.9674,174
1.973,173
1.9784,171
1.9841,173
1.9895,172
1.9952,173
2.0007,170
2.0064,170
2.0118,174
2.0173,171
2.023,173
2.0286,173
2.0341,168
2.0398,171
2.0452,171
2.0508,170
2.0562,173
2.0619,172
2.0673,172
2.073,172
2.0784,171
2.0841,170
2.0895,173
2.0952,174
2.1009,171
2.1063,170
2.112,171
2.1174,171
2.1228,173
2.1285,172
2.134,170
2.1396,172
2.1453,174
2.1507,171
2.1564,173
2.1618,171
2.1675,171
2.1729,173
2.1786,174
2.184,172
2.1897,172
2.1951,171
2.2008,171
2.2062,172
2.2119,174
2.2175,173
2.223,174
2.2286,171
2.234,172
2.2397,172
2.2451,172
2.2508,171
2.2563,171
2.2619,174
2.2673,172
2.273,174
2.2784,172
2.2841,173
2.2898,172
2.2952,172
2.3009,172
2.3063,170
2.312,171
2.3174,172
2.3231,171
2.3285,173
2.3342,172
2.3396,174
2.3452,172
2.3506,173
2.3563,173
2.3617,172
2.3674,169
2.3731,170
2.3785,172
2.3842,172
2.3896,173
2.3953,171
2.4007,175
2.4064,173
2.4118,173
2.4175,173
2.4229,171
2.4286,173
2.434,173
2.4397,172
2.4451,173
2.4508,171
2.4562,173
2.4619,169
2.4673,173
2.473,170
2.4784,175
