Experiment: Mar_16_osmo_expt vial 8, Tue Mar 16 20:56:43 2021
0.0015,55486
0.0064,55491
0.0118,55495
0.0175,55511
0.0229,55509
0.0286,55505
0.034,55517
0.0397,55517
0.0451,55510
0.0508,55519
0.0562,55515
0.0619,55531
0.0673,55524
0.073,55504
0.0784,55514
0.0841,55529
0.0897,55520
0.0951,55514
0.1008,55503
0.1062,55519
0.1119,55519
0.1173,55506
0.123,55511
0.1284,55516
0.1341,55517
0.1395,55512
0.1452,55505
0.1505,55511
0.1562,55508
0.1619,55507
0.1673,55505
0.173,55501
0.1784,55497
0.1841,55499
0.1895,55518
0.1952,55504
0.2006,55502
0.2063,55514
0.2117,55507
0.2173,55505
0.2231,55503
0.2285,55504
0.2342,55491
0.2395,55498
0.2452,55496
0.2506,55491
0.2563,55497
0.2617,55498
0.2673,55499
0.273,55502
0.2784,55504
0.284,55505
0.2897,55499
0.2951,55507
0.3008,55501
0.3062,55505
0.3119,55510
0.3173,55510
0.3229,55502
0.3286,55495
0.334,55511
0.3397,55499
0.3451,55501
0.3507,55490
0.3561,55488
0.3618,55502
0.3673,55495
0.3729,55488
0.3785,55493
0.3839,55495
0.3897,55497
0.3951,55502
0.4007,55495
0.4061,55487
0.4118,55486
0.4172,55502
0.4229,55490
0.4283,55496
0.434,55484
0.4397,55495
0.4451,55490
0.4508,55499
0.4562,55488
0.462,55486
0.4674,55492
0.473,55494
0.4785,55484
0.4841,55491
0.4895,55495
0.4952,55486
0.5007,55483
0.5063,55489
0.5117,55502
0.5174,55487
0.5228,55485
0.5285,55474
0.5342,55478
0.5396,55484
0.5453,55485
0.5507,55471
0.5564,55478
0.5618,55470
0.5675,55463
0.5729,55477
0.5786,55462
0.584,55463
0.5897,55469
0.5951,55471
0.6008,55474
0.6062,55476
0.6119,55480
0.6173,55474
0.623,55482
0.6285,55487
0.6341,55474
0.6395,55487
0.6452,55483
0.6506,55489
0.6563,55486
0.6617,55487
0.6674,55485
0.6728,55490
0.6785,55494
0.684,55496
0.6897,55485
0.6951,55477
0.7007,55486
0.7062,55484
0.7119,55485
0.7173,55487
0.723,55484
0.7286,55487
0.7341,55493
0.7398,55484
0.7451,55482
0.7508,55484
0.7562,55483
0.7619,55485
0.7673,55492
0.773,55486
0.7784,55486
0.7841,55488
0.7895,55492
0.7952,55486
0.8006,55492
0.8063,55493
0.812,55488
0.8174,55484
0.8231,55485
0.8285,55498
0.8341,55486
0.8396,55506
0.8453,55487
0.8507,55483
0.8561,55489
0.8618,55497
0.8675,55495
0.8729,55492
0.8786,55503
0.884,55502
0.8897,55493
0.8951,55490
0.9008,55491
0.9062,55498
0.9119,55498
0.9173,55499
0.923,55498
0.9284,55492
0.9341,55497
0.9395,55490
0.9452,55494
0.9507,55496
0.9564,55488
0.9618,55496
0.9675,55502
0.9729,55488
0.9786,55491
0.984,55496
0.9897,55497
0.9951,55485
1.0008,55488
1.0062,55490
1.0119,55491
1.0173,55493
1.023,55494
1.0284,55490
1.0341,55492
1.0395,55500
1.0452,55487
1.0506,55494
1.0563,55506
1.0618,55486
1.0675,55494
1.0729,55496
1.0786,55498
1.084,55506
1.0897,55501
1.0951,55500
1.1007,55500
1.1062,55501
1.1119,55499
1.1173,55507
1.1229,55497
1.1284,55497
1.134,55489
1.1394,55505
1.1451,55498
1.1508,55488
1.1563,55495
1.1619,55495
1.1673,55505
1.173,55488
1.1784,55495
1.1841,55489
1.1895,55494
1.1952,55481
1.2006,55494
1.2063,55494
1.212,55493
1.2174,55491
1.2231,55493
1.2285,55501
1.2342,55485
1.2396,55504
1.2453,55488
1.2507,55501
1.2564,55490
1.2618,55500
1.2674,55497
1.2728,55494
1.2785,55486
1.284,55499
1.2897,55496
1.2951,55494
1.3007,55498
1.3064,55498
1.3118,55494
1.3175,55486
1.3229,55492
1.3286,55492
1.334,55501
1.3397,55496
1.3451,55490
1.3508,55494
1.3562,55489
1.3619,55498
1.3673,55481
1.373,55493
1.3784,55484
1.3841,55487
1.3895,55494
1.3952,55491
1.4006,55490
1.4063,55483
1.4117,55493
1.4174,55487
1.4228,55491
1.4285,55487
1.4339,55499
1.4396,55485
1.445,55481
1.4507,55481
1.4561,55486
1.4618,55483
1.4672,55476
1.4729,55475
1.4786,55488
1.484,55492
1.4897,55473
1.4951,55484
1.5008,55487
1.5062,55480
1.5119,55476
1.5173,55489
1.523,55487
1.5284,55488
1.5341,55479
1.5395,55482
1.5452,55483
1.5507,55479
1.5564,55478
1.5617,55481
1.5674,55486
1.5729,55488
1.5785,55469
1.584,55477
1.5897,55482
1.5951,55484
1.6008,55492
1.6062,55495
1.6119,55484
1.6173,55485
1.6229,55473
1.6286,55471
1.634,55469
1.6397,55460
1.6451,55471
1.6508,55463
1.6562,55461
1.6619,55461
1.6673,55456
1.673,55452
1.6784,55459
1.6841,55445
1.6895,55444
1.6952,55450
1.7006,55444
1.7061,55444
1.7118,55443
1.7175,55456
1.7229,55463
1.7286,55451
1.7339,55461
1.7396,55464
1.7453,55460
1.7507,55453
1.7564,55449
1.7617,55446
1.7674,55456
1.7731,55452
1.7785,55450
1.7842,55459
1.7895,55462
1.7952,55450
1.8006,55455
1.8063,55456
1.8117,55449
1.8174,55466
1.823,55458
1.8284,55458
1.8341,55457
1.8396,55461
1.8452,55460
1.8506,55470
1.8563,55468
1.8617,55475
1.8674,55468
1.873,55468
1.8784,55473
1.8841,55467
1.8897,55465
1.8951,55467
1.9008,55475
1.9062,55469
1.9119,55463
1.9173,55463
1.923,55466
1.9284,55453
1.9341,55451
1.9397,55454
1.9452,55451
1.9508,55462
1.9563,55456
1.9619,55458
1.9674,55466
1.973,55453
1.9784,55454
1.9841,55460
1.9895,55458
1.9952,55458
2.0007,55465
2.0064,55466
2.0118,55457
2.0173,55459
2.023,55451
2.0286,55461
2.0341,55454
2.0398,55453
2.0452,55456
2.0508,55464
2.0562,55463
2.0619,55465
2.0673,55450
2.073,55462
2.0784,55454
2.0841,55451
2.0895,55446
2.0952,55471
2.1009,55460
2.1063,55451
2.112,55453
2.1174,55457
2.1228,55455
2.1285,55452
2.134,55459
2.1396,55447
2.1453,55454
2.1507,55440
2.1564,55448
2.1618,55452
2.1675,55447
2.1729,55443
2.1786,55449
2.184,55436
2.1897,55435
2.1951,55445
2.2008,55442
2.2062,55447
2.2119,55445
2.2175,55441
2.223,55448
2.2286,55446
2.234,55442
2.2397,55447
2.2451,55450
2.2508,55450
2.2563,55455
2.2619,55448
2.2673,55453
2.273,55448
2.2784,55442
2.2841,55447
2.2898,55444
2.2952,55449
2.3009,55446
2.3063,55440
2.312,55440
2.3174,55444
2.3231,55447
2.3285,55444
2.3342,55454
2.3396,55440
2.3452,55449
2.3506,55450
2.3563,55440
2.3617,55434
2.3674,55436
2.3731,55434
2.3785,55440
2.3842,55426
2.3896,55433
2.3953,55433
2.4007,55441
2.4064,55427
2.4118,55434
2.4175,55434
2.4229,55422
2.4286,55438
2.434,55429
2.4397,55431
2.4451,55424
2.4508,55420
2.4562,55431
2.4619,55440
2.4673,55427
2.473,55427
2.4784,55423
2.4841,55419
2.4895,55415
2.4952,55425
2.5009,55422
2.5063,55421
2.512,55424
2.5174,55425
2.5231,55424
2.5285,55417
2.5342,55430
2.5396,55430
2.5453,55423
2.5507,55422
2.5564,55421
2.5618,55424
2.5675,55420
2.5729,55428
2.5786,55412
2.584,55421
2.5896,55415
2.5953,55399
2.6007,55412
2.6064,55421
2.6118,55401
2.6175,55415
2.6229,55414
2.6286,55411
2.6341,55412
2.6398,55413
2.6452,55405
2.6509,55413
2.6563,55409
2.6619,55413
2.6674,55405
2.6731,55413
2.6785,55403
2.6841,55407
2.6898,55418
2.6952,55400
2.7009,55407
2.7063,55406
2.712,55402
2.7174,55402
2.7231,55396
2.7285,55388
2.7342,55394
2.7396,55400
2.7453,55393
2.7507,55396
2.7564,55379
2.762,55383
2.7674,55383
2.7731,55380
2.7785,55380
2.7842,55380
2.7896,55368
2.7953,55380
2.8007,55389
2.8064,55366
2.812,55378
2.8175,55370
2.8231,55369
2.8285,55376
2.8342,55378
2.8396,55370
2.8453,55372
2.8507,55365
2.8564,55375
2.8618,55367
2.8675,55374
2.8729,55368
2.8786,55359
2.884,55359
2.8897,55369
2.8954,55356
2.9008,55361
2.9065,55357
2.9119,55363
2.9175,55362
2.923,55348
2.9286,55350
2.934,55359
2.9397,55361
2.9451,55372
2.9508,55353
2.9565,55354
2.9619,55354
2.9676,55343
2.973,55354
2.9787,55342
2.9841,55349
2.9898,55348
2.9952,55353
3.0009,55340
3.0063,55351
3.012,55351
3.0174,55350
3.0229,55334
3.0286,55347
3.0343,55351
3.0397,55353
3.0454,55357
3.0508,55352
3.0565,55361
3.0619,55354
3.0676,55351
3.073,55357
3.0787,55349
3.0841,55355
3.0898,55355
3.0952,55350
3.1008,55348
3.1063,55357
3.1119,55354
3.1174,55350
3.1231,55344
3.1284,55355
3.1341,55337
3.1398,55345
3.1452,55343
3.1509,55346
3.1563,55344
3.162,55350
3.1674,55344
3.1731,55344
3.1785,55348
3.1842,55354
3.1896,55336
3.1953,55336
3.2007,55337
3.2064,55338
3.2118,55349
3.2175,55332
3.2231,55336
3.2285,55333
3.2342,55333
3.2396,55332
3.2453,55339
3.2507,55350
3.2564,55330
3.2618,55330
3.2675,55340
3.2729,55336
3.2786,55338
3.284,55334
3.2897,55331
3.2951,55324
3.3008,55326
3.3065,55321
3.3118,55327
3.3175,55322
3.3229,55334
3.3286,55329
3.334,55323
3.3397,55326
3.3453,55321
3.3507,55326
3.3564,55328
3.3618,55318
3.3675,55326
3.3731,55322
3.3786,55317
3.3842,55314
3.3897,55313
3.3953,55319
3.401,55311
3.4064,55320
3.4118,55312
3.4175,55326
3.4231,55327
3.4285,55323
3.4342,55326
3.4396,55320
3.4453,55317
3.4507,55306
3.4564,55305
3.4621,55316
3.4675,55302
3.4729,55311
3.4786,55326
3.4843,55299
3.4897,55302
3.4954,55324
3.5008,55301
3.5065,55309
3.5119,55301
3.5176,55300
3.523,55314
3.5287,55304
3.5341,55296
3.5398,55308
3.5452,55298
3.5509,55296
3.5565,55292
3.5619,55310
3.5676,55319
3.573,55308
3.5787,55312
3.5841,55304
3.5898,55308
3.5952,55307
3.6009,55306
3.6063,55302
3.6121,55300
3.6175,55298
3.6232,55295
3.6286,55282
3.6343,55300
3.6397,55296
3.6454,55286
3.6508,55294
3.6564,55296
3.6618,55295
3.6675,55281
3.6729,55286
3.6786,55273
3.684,55280
3.6897,55268
3.6951,55272
3.7008,55278
3.7065,55277
3.7119,55279
3.7176,55266
3.723,55277
3.7287,55273
3.7341,55268
3.7398,55280
3.7453,55281
3.7509,55273
3.7563,55269
3.762,55276
3.7674,55278
3.7731,55268
3.7785,55257
3.7842,55266
3.7896,55253
3.7953,55251
3.8007,55251
3.8064,55258
3.8118,55263
3.8175,55259
3.8232,55262
3.8286,55269
3.8343,55261
3.8397,55250
3.8454,55257
3.8508,55257
3.8565,55257
3.8619,55259
3.8676,55247
3.873,55243
3.8787,55241
3.8841,55244
3.8897,55246
3.8954,55246
3.9008,55246
3.9065,55238
3.9119,55250
3.9176,55231
3.923,55257
3.9287,55237
3.9341,55237
3.9398,55245
3.9453,55232
3.951,55241
3.9563,55242
3.962,55244
3.9674,55230
3.9731,55244
3.9785,55233
3.9842,55235
3.9896,55216
3.9953,55233
4.001,55240
4.0065,55234
4.0119,55225
4.0175,55234
4.0229,55238
4.0287,55233
4.034,55228
4.0397,55240
4.0454,55240
4.0508,55237
4.0565,55235
4.062,55229
4.0674,55246
4.0731,55252
4.0788,55237
4.0842,55224
4.0899,55217
4.0953,55212
4.1009,55221
4.1064,55215
4.1121,55211
4.1175,55213
