Experiment: Mar_19_osmo_expt vial 2, Fri Mar 19 17:11:25 2021
0.0055,28671
0.0112,28665
0.0165,28685
0.0222,28667
0.0278,28673
0.0334,28686
0.0388,28687
0.0444,28671
0.05,28687
0.0554,28687
0.061,28693
0.0667,28702
0.0723,28713
0.0776,28719
0.0833,28715
0.0889,28703
0.0943,28710
0.0999,28702
0.1056,28702
0.111,28696
0.1167,28696
0.1223,28702
0.1276,28698
0.1333,28683
0.1389,28702
0.1446,28704
0.1499,28702
0.1555,28697
0.1612,28689
0.1665,28690
0.1722,28685
0.1778,28674
0.1832,28683
0.1888,28693
0.1945,28687
0.1998,28680
0.2055,28681
0.2111,28681
0.2167,28691
0.2221,28688
0.2277,28681
0.2333,28680
0.239,28685
0.2443,28687
0.25,28678
0.2555,28676
0.2611,28685
0.2667,28688
0.2721,28671
0.2777,28679
0.2834,28688
0.289,28697
0.2943,28683
0.3,28691
0.3056,28696
0.311,28680
0.3167,28688
0.3223,28685
0.3276,28677
0.3333,28684
0.3389,28681
0.3445,28691
0.3499,28695
0.3555,28699
0.3611,28687
0.3665,28684
0.3721,28679
0.3778,28691
0.3834,28694
0.389,28706
0.3944,28701
0.4,28692
0.4057,28692
0.411,28688
0.4166,28683
0.4223,28680
0.4276,28691
0.4332,28692
0.4389,28690
0.4445,28694
0.4499,28682
0.4555,28686
0.4612,28687
0.4666,28681
0.4722,28694
0.4778,28693
0.4832,28693
0.4888,28697
0.4945,28696
0.5001,28688
0.5054,28693
0.5111,28693
0.5167,28691
0.5221,28701
0.5278,28701
0.5334,28684
0.5387,28692
0.5444,28706
0.55,28696
0.5556,28695
0.561,28701
0.5666,28699
0.5722,28682
0.5779,28697
0.5832,28711
0.5889,28696
0.5943,28699
0.6,28700
0.6056,28713
0.6112,28707
0.6166,28709
0.6222,28714
0.6279,28708
0.6332,28705
0.6388,28707
0.6445,28721
0.6501,28705
0.6554,28705
0.6611,28711
0.6667,28713
0.6723,28697
0.6777,28697
0.6833,28700
0.6889,28709
0.6945,28701
0.6999,28703
0.7055,28700
0.7111,28698
0.7168,28694
0.7221,28689
0.7278,28705
0.7334,28684
0.739,28691
0.7444,28691
0.75,28689
0.7556,28684
0.7612,28687
0.7666,28682
0.7722,28675
0.7779,28675
0.7832,28684
0.7888,28690
0.7944,28688
0.8001,28690
0.8057,28686
0.8111,28690
0.8167,28677
0.8223,28673
0.8277,28684
0.8333,28672
0.8389,28690
0.8446,28678
0.8499,28686
0.8556,28686
0.8612,28693
0.8666,28695
0.8722,28685
0.8778,28690
0.8835,28681
0.8888,28678
0.8945,28677
0.9001,28689
0.9055,28688
0.911,28684
0.9167,28671
0.9223,28684
0.9277,28685
0.9333,28675
0.9389,28672
0.9443,28675
0.9499,28674
0.9555,28680
0.9612,28683
0.9668,28680
0.9722,28677
0.9778,28676
0.9832,28674
0.9889,28677
0.9945,28678
1.0001,28672
1.0055,28676
1.0112,28678
1.0166,28674
1.0222,28673
1.0278,28671
1.0334,28673
1.0388,28674
1.0444,28664
1.05,28675
1.0554,28670
1.061,28675
1.0667,28681
1.0723,28676
1.0777,28674
1.0833,28663
1.0889,28678
1.0946,28679
1.0999,28674
1.1055,28674
1.1111,28674
1.1168,28678
1.1221,28679
1.1278,28684
1.1334,28681
1.1387,28685
1.1444,28688
1.15,28677
1.1556,28679
1.161,28678
1.1666,28690
1.1722,28683
1.1777,28695
1.1833,28689
1.189,28697
1.1946,28684
1.2,28693
1.2056,28688
1.211,28680
1.2166,28680
1.2223,28680
1.2279,28683
1.2332,28690
1.2388,28681
1.2445,28682
1.2501,28683
1.2555,28689
1.2611,28691
1.2667,28687
1.2723,28683
1.2777,28688
1.2834,28692
1.289,28680
1.2943,28673
1.3,28675
1.3056,28671
1.311,28669
1.3166,28669
1.3223,28668
1.3279,28674
1.3332,28675
1.3388,28679
1.3444,28676
1.3501,28674
1.3554,28687
1.3611,28680
1.3666,28689
1.3721,28698
1.3778,28686
1.3834,28682
1.3888,28690
1.3944,28698
1.4,28684
1.4056,28690
1.4113,28694
1.4166,28687
1.4222,28695
1.4279,28707
1.4332,28706
1.4389,28693
1.4445,28691
1.45,28700
1.4557,28707
1.461,28693
1.4666,28688
1.4723,28685
1.4779,28697
1.4832,28701
1.4888,28693
