Experiment: Mar_19_osmo_expt vial 5, Fri Mar 19 17:11:25 2021
0.0055,28048
0.0112,28059
0.0165,28050
0.0222,28057
0.0278,28054
0.0334,28061
0.0388,28061
0.0444,28069
0.05,28074
0.0554,28082
0.061,28059
0.0667,28102
0.0723,28098
0.0776,28094
0.0833,28067
0.0889,28085
0.0943,28054
0.0999,28072
0.1056,28091
0.111,28102
0.1167,28084
0.1223,28038
0.1276,28051
0.1333,28102
0.1389,28108
0.1446,28062
0.1499,28081
0.1555,28101
0.1612,28090
0.1665,28082
0.1722,28084
0.1778,28091
0.1832,28091
0.1888,28090
0.1945,28090
0.1998,28083
0.2055,28088
0.2111,28094
0.2167,28100
0.2221,28091
0.2277,28098
0.2333,28111
0.239,28107
0.2443,28088
0.25,28071
0.2555,28113
0.2611,28090
0.2667,28141
0.2721,28109
0.2777,28120
0.2834,28131
0.289,28133
0.2943,28120
0.3,28122
0.3056,28072
0.311,28116
0.3167,28107
0.3223,28099
0.3276,28121
0.3333,28102
0.3389,28107
0.3445,28103
0.3499,28100
0.3555,28115
0.3611,28120
0.3665,28110
0.3721,28107
0.3778,28074
0.3834,28094
0.389,28097
0.3944,28094
0.4,28085
0.4057,28120
0.411,28095
0.4166,28106
0.4223,28059
0.4276,28104
0.4332,28098
0.4389,28078
0.4445,28091
0.4499,28093
0.4555,28108
0.4612,28097
0.4666,28096
0.4722,28098
0.4778,28088
0.4832,28099
0.4888,28096
0.4945,28099
0.5001,28073
0.5054,28103
0.5111,28100
0.5167,28096
0.5221,28098
0.5278,28113
0.5334,28099
0.5387,28106
0.5444,28110
0.55,28097
0.5556,28096
0.561,28104
0.5666,28099
0.5722,28069
0.5779,28109
0.5832,28098
0.5889,28097
0.5943,28087
0.6,28091
0.6056,28111
0.6112,28090
0.6166,28101
0.6222,28099
0.6279,28109
0.6332,28091
0.6388,28090
0.6445,28095
0.6501,28108
0.6554,28096
0.6611,28088
0.6667,28107
0.6723,28087
0.6777,28102
0.6833,28122
0.6889,28118
0.6945,28104
0.6999,28124
0.7055,28110
0.7111,28105
0.7168,28106
0.7221,28111
0.7278,28101
0.7334,28100
0.739,28111
0.7444,28143
0.75,28103
0.7556,28115
0.7612,28107
0.7666,28102
0.7722,28112
0.7779,28118
0.7832,28116
0.7888,28115
0.7944,28110
0.8001,28116
0.8057,28131
0.8111,28121
0.8167,28140
0.8223,28126
0.8277,28110
0.8333,28134
0.8389,28137
0.8446,28140
0.8499,28146
0.8556,28135
0.8612,28137
0.8666,28121
0.8722,28137
0.8778,28133
0.8835,28149
0.8888,28154
0.8945,28134
0.9001,28145
0.9055,28142
0.911,28147
0.9167,28137
0.9223,28129
0.9277,28139
0.9333,28144
0.9389,28147
0.9443,28137
0.9499,28146
0.9555,28155
0.9612,28153
0.9668,28150
0.9722,28148
0.9778,28141
0.9832,28166
0.9889,28144
0.9945,28137
1.0001,28148
1.0055,28149
1.0112,28145
1.0166,28140
1.0222,28140
1.0278,28151
1.0334,28149
1.0388,28114
1.0444,28162
1.05,28138
1.0554,28159
1.061,28144
1.0667,28145
1.0723,28148
1.0777,28137
1.0833,28148
1.0889,28135
1.0946,28132
1.0999,28136
1.1055,28106
1.1111,28134
1.1168,28133
1.1221,28121
1.1278,28133
1.1334,28128
1.1387,28144
1.1444,28150
1.15,28145
1.1556,28140
1.161,28145
1.1666,28162
1.1722,28146
1.1777,28130
1.1833,28150
1.189,28165
1.1946,28136
1.2,28136
1.2056,28131
1.211,28160
1.2166,28139
1.2223,28152
1.2279,28142
1.2332,28151
1.2388,28163
1.2445,28143
1.2501,28144
1.2555,28129
1.2611,28139
1.2667,28143
1.2723,28147
1.2777,28141
