Experiment: Mar_9_turb3_expt vial 3, Tue Mar  9 17:54:11 2021
0,0
4.6467,0.6858445956352522
5.1023,0.4301833366566299
5.7967,0.691480573495259
6.3689,0.46184302860536447
6.8744,0.49492379739819065
7.3967,0.5348304405236359
7.9022,0.49849527644612746
8.4855,0.588182537382452
9.041,0.5005031808262476
9.6023,0.5696405466557721
10.1358,0.5234156578506198
10.6967,0.5290597078352249
11.2355,0.5257220638629019
11.8025,0.49009330616622687
12.3025,0.6899328495106799
12.9024,0.5382785902690369
13.1579,1.0350485750709408
13.7746,0.6587816846525689
14.2468,0.6962553612138791
14.6914,0.5542876797857548
15.0636,0.7564146311355432
