Experiment: April_28_Phage_Osmo_expt vial 12, Wed Apr 28 17:10:55 2021
0.0025,27976
0.0079,27973
0.0135,27976
0.0192,27986
0.0245,27979
0.0301,27978
0.0358,27975
0.0411,27979
0.0468,27981
0.0524,27989
0.0578,28004
0.0634,27996
0.069,28003
0.0747,27998
0.08,28007
0.0857,28000
0.0913,28004
0.0967,28000
0.1023,28020
0.1079,28024
0.1136,28025
0.119,28029
0.1246,28026
0.1302,28022
0.1356,28023
0.1413,28017
0.1469,28021
0.1522,28026
0.1579,28020
0.1635,28011
0.1689,28005
0.1746,28008
0.1802,28014
0.1858,28023
0.1912,28006
0.1968,28020
0.2024,28011
0.2079,27999
0.2135,28009
0.2189,28021
0.2246,28016
0.2302,28006
0.2356,28014
0.2412,28019
0.2469,28016
0.2525,28020
0.2578,28022
0.2635,28017
0.2691,28023
0.2745,28022
0.2801,28015
0.2857,28019
0.2911,28027
0.2968,28016
0.3024,28019
0.3081,28028
0.3134,28025
0.3191,28014
0.3247,28017
0.3301,28001
0.3357,28011
0.3414,27999
0.3467,28001
0.3524,27997
0.358,28004
0.3634,27996
0.369,27997
0.3747,27991
0.3801,28003
0.3858,27995
0.3914,28012
0.3968,28017
0.4024,28010
0.4078,28009
0.4134,28010
0.4191,28011
0.4247,28019
0.4301,28015
0.4357,28005
0.4413,27996
0.4467,28001
0.4524,28005
0.458,28008
0.4634,27998
0.469,28009
0.4747,28009
0.4801,28004
0.4857,28013
0.4913,28017
0.497,28004
0.5023,28007
0.508,27995
0.5133,28000
0.519,28004
0.5246,28001
0.5303,28002
0.5356,28015
0.5413,28015
0.5469,28020
0.5523,28022
0.5579,28015
0.5635,28029
0.5692,28034
0.5746,28025
0.5802,28019
0.5856,28021
0.5912,28020
0.5969,28026
0.6025,28021
0.6081,28030
0.6135,28014
0.6191,28023
0.6245,28026
0.6302,28013
0.6358,27997
0.6412,28015
0.6469,28011
0.6525,28000
0.6579,28008
0.6635,28002
0.6692,27994
0.6746,27990
0.6802,28011
0.6859,28019
0.6912,28025
0.6969,28033
0.7023,28032
0.708,28040
0.7134,28040
0.7191,28039
0.7247,28026
0.7301,28033
0.7357,28043
0.7414,28031
0.7467,28018
0.7524,28032
0.758,28021
0.7636,28009
0.769,28022
0.7746,28013
0.7802,28010
0.7856,28025
0.7913,28035
0.797,28022
0.8023,28036
0.808,28039
0.8136,28046
0.819,28041
0.8246,28036
0.8302,28044
0.8356,28026
0.8412,28036
0.8469,28038
0.8525,28035
0.8581,28029
0.8635,28031
0.8691,28025
0.8747,28033
0.8801,28031
0.8857,28035
0.8914,28031
0.8967,28033
0.9023,28023
0.908,28032
0.9136,28033
0.919,28036
0.9246,28031
0.9303,28038
0.9356,28034
0.9413,28042
0.9469,28042
0.9523,28031
0.9579,28042
0.9636,28037
0.969,28038
0.9747,28029
0.9801,28034
0.9857,28033
0.9914,28027
0.9967,28041
1.0024,28031
1.008,28033
1.0136,28026
1.019,28033
1.0246,28039
1.0302,28033
1.0356,28031
1.0413,28029
1.0469,28031
1.0523,28034
1.0579,28015
1.0635,28034
1.0692,28032
1.0745,28028
1.0801,28032
1.0858,28042
1.0914,28040
1.0968,28033
1.1024,28046
1.1079,28032
1.1136,28019
1.1192,28038
1.1246,28034
1.1303,28031
1.1357,28024
1.1413,28030
1.147,28025
1.1523,28028
1.158,28024
1.1635,28032
1.1692,28022
1.1745,28024
1.1801,28034
1.1858,28034
1.1912,28035
1.1969,28034
1.2023,28025
1.2079,28034
1.2135,28024
1.2191,28024
1.2245,28013
1.2301,28031
1.2358,28022
1.2414,28036
1.2468,28025
1.2524,28034
1.2578,28017
1.2635,28024
1.2692,28031
1.2745,28040
1.2802,28033
1.2858,28026
1.2914,28037
1.2968,28038
1.3024,28032
1.3081,28027
1.3134,28038
1.319,28022
1.3247,28025
1.3303,28028
1.3357,28023
1.3413,28031
1.3469,28034
1.3523,28038
1.358,28043
1.3634,28041
1.3691,28045
1.3747,28039
1.3801,28042
1.3858,28031
1.3913,28041
1.397,28023
1.4024,28019
1.408,28039
1.4134,28035
1.419,28040
1.4247,28046
1.4301,28022
1.4358,28033
1.4414,28024
1.4468,28029
1.4524,28032
1.458,28026
1.4634,28024
1.469,28038
1.4747,28026
1.4803,28029
1.4857,28032
1.4913,28036
1.4969,28019
1.5026,28016
1.5079,28034
1.5136,28027
1.5192,28030
1.5245,28028
1.5302,28038
1.5358,28024
1.5412,28033
1.5468,28014
1.5525,28030
1.5581,28028
1.5634,28019
1.5691,28021
1.5747,28020
1.5803,28011
1.5857,28009
1.5913,28032
1.5969,28028
1.6026,28022
1.6079,28024
1.6136,28031
1.6192,28027
1.6246,28017
1.6302,28037
1.6358,28042
1.6412,28035
1.6468,28038
1.6524,28041
1.6581,28040
1.6637,28037
1.669,28034
1.6747,28024
