Experiment: April_28_Phage_Osmo_expt vial 10, Wed Apr 28 17:10:55 2021
0.0025,32760
0.0079,32762
0.0135,32764
0.0192,32764
0.0245,32766
0.0301,32767
0.0358,32762
0.0411,32766
0.0468,32766
0.0524,32765
0.0578,32761
0.0634,32759
0.069,32762
0.0747,32761
0.08,32768
0.0857,32762
0.0913,32764
0.0967,32762
0.1023,32765
0.1079,32766
0.1136,32767
0.119,32765
0.1246,32768
0.1302,32765
0.1356,32764
0.1413,32768
0.1469,32766
0.1522,32764
0.1579,32764
0.1635,32767
0.1689,32766
0.1746,32767
0.1802,32764
0.1858,32768
0.1912,32766
0.1968,32765
0.2024,32767
0.2079,32765
0.2135,32765
0.2189,32765
0.2246,32767
0.2302,32765
0.2356,32765
0.2412,32761
0.2469,32768
0.2525,32762
0.2578,32764
0.2635,32763
0.2691,32764
0.2745,32763
0.2801,32769
0.2857,32768
0.2911,32763
0.2968,32767
0.3024,32767
0.3081,32761
0.3134,32763
0.3191,32765
0.3247,32762
0.3301,32762
0.3357,32769
0.3414,32761
0.3467,32763
0.3524,32757
0.358,32767
0.3634,32765
0.369,32766
0.3747,32764
0.3801,32761
0.3858,32761
0.3914,32763
0.3968,32761
0.4024,32766
0.4078,32765
0.4134,32767
0.4191,32766
0.4247,32766
0.4301,32771
0.4357,32766
0.4413,32764
0.4467,32764
0.4524,32765
0.458,32764
0.4634,32769
0.469,32765
0.4747,32761
0.4801,32769
0.4857,32767
0.4913,32764
0.497,32764
0.5023,32765
0.508,32763
0.5133,32763
0.519,32766
0.5246,32764
0.5303,32763
0.5356,32765
0.5413,32763
0.5469,32762
0.5523,32760
0.5579,32760
0.5635,32761
0.5692,32759
0.5746,32765
0.5802,32765
0.5856,32766
0.5912,32760
0.5969,32766
0.6025,32767
0.6081,32766
0.6135,32761
0.6191,32768
0.6245,32766
0.6302,32766
0.6358,32765
0.6412,32769
0.6469,32761
0.6525,32768
0.6579,32764
0.6635,32764
0.6692,32764
0.6746,32761
0.6802,32766
0.6859,32765
0.6912,32764
0.6969,32764
0.7023,32768
0.708,32767
0.7134,32768
0.7191,32761
0.7247,32767
0.7301,32764
0.7357,32768
0.7414,32766
0.7467,32764
0.7524,32766
0.758,32766
0.7636,32769
0.769,32767
0.7746,32767
0.7802,32765
0.7856,32765
0.7913,32764
0.797,32764
0.8023,32765
0.808,32767
0.8136,32766
0.819,32764
0.8246,32765
0.8302,32761
0.8356,32761
0.8412,32762
0.8469,32762
0.8525,32764
0.8581,32765
0.8635,32764
0.8691,32766
0.8747,32765
0.8801,32766
0.8857,32765
0.8914,32766
0.8967,32767
0.9023,32769
0.908,32768
0.9136,32766
0.919,32765
0.9246,32770
0.9303,32772
0.9356,32769
0.9413,32768
0.9469,32769
0.9523,32769
0.9579,32766
0.9636,32768
0.969,32768
0.9747,32763
0.9801,32760
0.9857,32766
0.9914,32765
0.9967,32764
1.0024,32764
1.008,32763
1.0136,32762
1.019,32761
1.0246,32763
1.0302,32766
1.0356,32763
1.0413,32761
1.0469,32762
1.0523,32764
1.0579,32762
1.0635,32763
1.0692,32763
1.0745,32759
1.0801,32762
1.0858,32767
1.0914,32765
1.0968,32764
1.1024,32761
1.1079,32764
1.1136,32766
1.1192,32762
1.1246,32765
1.1303,32759
1.1357,32762
1.1413,32765
1.147,32764
1.1523,32762
1.158,32764
1.1635,32766
1.1692,32761
1.1745,32765
1.1801,32763
1.1858,32765
1.1912,32765
1.1969,32765
1.2023,32764
1.2079,32763
1.2135,32764
1.2191,32763
1.2245,32765
1.2301,32764
1.2358,32760
1.2414,32765
1.2468,32764
1.2524,32761
1.2578,32765
1.2635,32766
1.2692,32764
1.2745,32766
1.2802,32763
1.2858,32765
1.2914,32765
1.2968,32762
1.3024,32764
1.3081,32766
1.3134,32762
1.319,32761
1.3247,32762
1.3303,32764
1.3357,32762
1.3413,32764
1.3469,32763
1.3523,32765
1.358,32765
1.3634,32767
1.3691,32766
1.3747,32765
1.3801,32763
1.3858,32765
1.3913,32767
1.397,32763
1.4024,32767
1.408,32767
1.4134,32764
1.419,32762
1.4247,32765
1.4301,32763
1.4358,32765
1.4414,32764
1.4468,32762
1.4524,32764
1.458,32764
1.4634,32762
1.469,32764
1.4747,32767
1.4803,32765
1.4857,32766
1.4913,32768
1.4969,32768
1.5026,32764
1.5079,32762
1.5136,32763
1.5192,32767
1.5245,32761
1.5302,32764
1.5358,32763
1.5412,32761
1.5468,32764
1.5525,32767
1.5581,32764
1.5634,32761
1.5691,32762
1.5747,32764
1.5803,32762
1.5857,32765
1.5913,32763
1.5969,32764
1.6026,32763
1.6079,32762
1.6136,32760
1.6192,32763
1.6246,32762
1.6302,32764
1.6358,32766
1.6412,32764
1.6468,32763
1.6524,32762
1.6581,32761
1.6637,32762
1.669,32761
1.6747,32762
1.6803,32762
1.6857,32761
1.6913,32763
1.6969,32767
1.7023,32760
1.7079,32761
1.7136,32760
1.7192,32763
1.7246,32764
1.7302,32765
1.7358,32764
1.7412,32762
1.7469,32762
1.7523,32763
1.758,32762
1.7634,32760
1.769,32763
1.7746,32767
1.7803,32758
1.7856,32761
1.7912,32762
1.7969,32763
1.8025,32761
1.8079,32765
1.8135,32764
1.8191,32761
1.8248,32761
1.8301,32761
1.8358,32762
1.8414,32763
1.8468,32762
1.8524,32762
1.8579,32760
1.8635,32762
1.8692,32766
1.8746,32760
1.8803,32759
1.8857,32762
1.8913,32759
1.8969,32763
1.9025,32756
1.9079,32763
1.9135,32763
1.9192,32763
1.9248,32761
1.9301,32765
1.9358,32763
1.9414,32762
1.947,32759
1.9524,32765
1.958,32764
1.9636,32765
1.969,32761
1.9746,32760
1.9802,32763
1.9859,32762
1.9913,32760
1.997,32761
2.0024,32762
2.008,32760
2.0137,32762
2.019,32762
2.0247,32763
2.0303,32759
2.0359,32762
2.0413,32762
2.0469,32760
2.0525,32763
2.0579,32758
2.0635,32763
2.0692,32762
2.0745,32763
2.0801,32763
2.0858,32765
2.0914,32764
2.0968,32761
2.1024,32760
2.1081,32763
2.1134,32765
2.1191,32763
2.1248,32761
2.1304,32761
2.1358,32761
2.1414,32761
2.1468,32760
2.1524,32760
2.158,32763
2.1637,32759
2.169,32761
2.1747,32760
2.1801,32760
2.1857,32764
2.1914,32761
2.197,32757
2.2023,32761
2.208,32760
2.2136,32762
2.2193,32764
2.2246,32768
2.2302,32762
2.2359,32759
2.2413,32761
2.2469,32760
2.2525,32764
2.2581,32763
2.2635,32762
2.2691,32760
2.2746,32763
2.2802,32763
2.2859,32763
2.2912,32766
2.2969,32763
2.3026,32765
2.308,32761
2.3136,32762
2.3193,32762
2.3246,32764
2.3302,32767
2.3359,32767
2.3415,32766
2.3468,32766
2.3525,32761
2.3581,32767
2.3635,32763
2.3691,32763
2.3747,32764
2.3803,32763
2.3857,32761
2.3913,32760
2.397,32757
2.4026,32763
2.4079,32766
2.4136,32763
2.4192,32762
2.4246,32763
2.4302,32762
2.4359,32761
2.4412,32764
2.4468,32762
2.4525,32762
2.4581,32760
2.4635,32762
