Experiment: April_28_Phage_Osmo_expt vial 8, Wed Apr 28 17:10:55 2021
0.0025,29138
0.0079,29146
0.0135,29155
0.0192,29159
0.0245,29149
0.0301,29146
0.0358,29131
0.0411,29148
0.0468,29150
0.0524,29151
0.0578,29146
0.0634,29140
0.069,29148
0.0747,29151
0.08,29155
0.0857,29147
0.0913,29152
0.0967,29148
0.1023,29155
0.1079,29163
0.1136,29164
0.119,29160
0.1246,29162
0.1302,29150
0.1356,29159
0.1413,29157
0.1469,29153
0.1522,29161
0.1579,29161
0.1635,29154
0.1689,29141
0.1746,29158
0.1802,29158
0.1858,29152
0.1912,29157
0.1968,29162
0.2024,29152
0.2079,29152
0.2135,29158
0.2189,29155
0.2246,29130
0.2302,29158
0.2356,29150
0.2412,29150
0.2469,29147
0.2525,29124
0.2578,29160
0.2635,29162
0.2691,29167
0.2745,29163
0.2801,29161
0.2857,29163
0.2911,29160
0.2968,29161
0.3024,29158
0.3081,29164
0.3134,29166
0.3191,29162
0.3247,29160
0.3301,29158
0.3357,29153
0.3414,29159
0.3467,29115
0.3524,29158
0.358,29159
0.3634,29163
0.369,29164
0.3747,29093
0.3801,29124
0.3858,29130
0.3914,29156
0.3968,29158
0.4024,29143
0.4078,29142
0.4134,29130
0.4191,29102
0.4247,29157
0.4301,29159
0.4357,29089
0.4413,29153
0.4467,28984
0.4524,29150
0.458,29144
0.4634,29091
0.469,29155
0.4747,29153
0.4801,29130
0.4857,29158
0.4913,29149
0.497,29136
0.5023,29157
0.508,29112
0.5133,29158
0.519,29152
0.5246,29114
0.5303,29159
0.5356,29160
0.5413,29165
0.5469,29155
0.5523,29163
0.5579,29108
0.5635,29145
0.5692,29154
0.5746,29121
0.5802,29124
0.5856,29108
0.5912,29158
0.5969,29161
0.6025,29088
0.6081,29107
0.6135,29167
0.6191,29137
0.6245,29155
0.6302,29135
0.6358,29154
0.6412,29162
0.6469,29111
0.6525,29115
0.6579,29101
0.6635,29149
0.6692,29160
0.6746,29154
0.6802,29164
0.6859,29160
0.6912,29183
0.6969,29176
0.7023,29181
0.708,28963
0.7134,29135
0.7191,29183
0.7247,29172
0.7301,29176
0.7357,29190
0.7414,28970
0.7467,29144
0.7524,29152
0.758,29180
0.7636,29146
0.769,29166
0.7746,29174
0.7802,29163
0.7856,29156
0.7913,29165
0.797,29142
0.8023,29142
0.808,29159
0.8136,29128
0.819,29153
0.8246,29049
0.8302,29180
0.8356,29161
0.8412,29173
0.8469,29133
0.8525,29173
0.8581,29152
0.8635,29164
0.8691,29135
0.8747,29127
0.8801,29170
0.8857,29159
0.8914,29167
0.8967,29150
0.9023,29159
0.908,29171
0.9136,29180
0.919,29169
0.9246,29144
0.9303,29086
0.9356,29168
0.9413,29139
0.9469,29173
0.9523,29160
0.9579,29136
0.9636,29177
0.969,29179
0.9747,29177
0.9801,29181
0.9857,29178
0.9914,29147
0.9967,29096
1.0024,29142
1.008,29161
1.0136,29134
1.019,29126
1.0246,29163
1.0302,29153
1.0356,29138
1.0413,29142
1.0469,29158
1.0523,29178
1.0579,29180
1.0635,29169
1.0692,29173
1.0745,29176
1.0801,29166
1.0858,29145
1.0914,29136
1.0968,29129
1.1024,29185
1.1079,29161
1.1136,29147
1.1192,29176
1.1246,29168
1.1303,29146
1.1357,29177
1.1413,29169
1.147,29164
1.1523,29168
1.158,29174
1.1635,29179
1.1692,29128
1.1745,29178
1.1801,29160
1.1858,29161
1.1912,29151
1.1969,29175
1.2023,29169
1.2079,29179
1.2135,29180
1.2191,29127
1.2245,29174
1.2301,29182
1.2358,29173
1.2414,29168
1.2468,29174
1.2524,29175
1.2578,29084
1.2635,29164
1.2692,29182
1.2745,29170
1.2802,29170
1.2858,29178
1.2914,29185
1.2968,29178
1.3024,29173
1.3081,29139
1.3134,29173
1.319,29161
1.3247,29152
1.3303,29176
1.3357,29171
1.3413,29175
1.3469,29175
1.3523,29176
1.358,29172
1.3634,29179
1.3691,29181
1.3747,29178
1.3801,29182
1.3858,29176
1.3913,29174
1.397,29170
1.4024,29147
1.408,29175
1.4134,29176
1.419,29167
1.4247,29183
1.4301,29172
1.4358,29156
1.4414,29146
1.4468,29163
1.4524,29174
1.458,29173
1.4634,29169
1.469,29176
1.4747,29176
1.4803,29178
1.4857,29159
1.4913,29176
1.4969,29171
1.5026,29171
1.5079,29174
1.5136,29177
1.5192,29184
1.5245,29176
1.5302,29172
1.5358,29178
1.5412,29174
1.5468,29166
1.5525,29176
1.5581,29174
1.5634,29160
1.5691,29169
1.5747,29169
1.5803,29170
1.5857,29168
1.5913,29165
1.5969,29171
1.6026,29166
1.6079,29173
1.6136,29172
1.6192,29169
1.6246,29173
1.6302,29174
1.6358,29178
1.6412,29181
1.6468,29178
1.6524,29174
1.6581,29147
1.6637,29175
1.669,29170
1.6747,29177
1.6803,29172
1.6857,29174
1.6913,29174
1.6969,29170
1.7023,29152
1.7079,29170
1.7136,29169
1.7192,29160
1.7246,29164
1.7302,29173
1.7358,29175
1.7412,29176
1.7469,29175
1.7523,29164
1.758,29172
1.7634,29174
1.769,29178
1.7746,29175
1.7803,29176
1.7856,29174
1.7912,29175
1.7969,29181
1.8025,29174
1.8079,29174
1.8135,29176
1.8191,29178
1.8248,29173
1.8301,29177
1.8358,29175
1.8414,29171
1.8468,29176
1.8524,29178
1.8579,29145
1.8635,29171
1.8692,29175
1.8746,29177
1.8803,29169
1.8857,29169
1.8913,29175
1.8969,29177
1.9025,29177
1.9079,29178
1.9135,29174
1.9192,29181
1.9248,29118
1.9301,29179
1.9358,29165
1.9414,29147
1.947,29108
1.9524,29173
1.958,29178
1.9636,29172
1.969,29095
1.9746,29114
1.9802,29174
1.9859,29142
1.9913,29165
1.997,29169
2.0024,29161
2.008,29149
2.0137,29169
2.019,29160
2.0247,29163
2.0303,29174
2.0359,29166
2.0413,29168
2.0469,29172
2.0525,29176
2.0579,29172
2.0635,29158
2.0692,29157
2.0745,29183
2.0801,29173
2.0858,29175
2.0914,29173
2.0968,29174
2.1024,29150
2.1081,29144
2.1134,29106
2.1191,29133
2.1248,29175
2.1304,29167
2.1358,29175
2.1414,29173
2.1468,29162
2.1524,29169
2.158,29166
2.1637,29152
2.169,29135
2.1747,29166
2.1801,29124
2.1857,29145
2.1914,29158
2.197,29173
2.2023,29167
2.208,29148
2.2136,29173
2.2193,29174
2.2246,29170
2.2302,29176
2.2359,29159
2.2413,29165
2.2469,29146
2.2525,29169
2.2581,29144
2.2635,29138
2.2691,29177
2.2746,29168
2.2802,29153
2.2859,29129
2.2912,29160
2.2969,29181
2.3026,29182
2.308,29175
2.3136,29153
2.3193,29147
2.3246,29170
2.3302,29156
2.3359,29177
2.3415,29124
2.3468,29161
2.3525,29160
2.3581,29167
2.3635,29174
2.3691,29173
2.3747,29142
2.3803,29160
2.3857,29178
2.3913,29156
2.397,29144
2.4026,29172
2.4079,29161
2.4136,29157
2.4192,29157
2.4246,29177
2.4302,29174
2.4359,29145
2.4412,29159
2.4468,29174
2.4525,29166
2.4581,29172
2.4635,29179
2.4691,29137
2.4747,29173
2.4801,29170
2.4857,29172
2.4913,29180
2.497,29178
2.5023,29174
2.508,29178
2.5136,29177
2.5193,29159
2.5246,29174
2.5302,29170
2.5359,29175
2.5412,29190
2.5468,29179
2.5525,29182
2.5581,29185
2.5634,29187
2.5691,29183
2.5745,29192
2.5802,29162
2.5858,29181
2.5915,29179
2.5968,29081
2.6024,29164
2.608,29161
2.6136,29155
2.6193,29164
2.6246,29152
2.6302,29150
2.6358,29133
2.6415,29155
2.6468,29132
2.6525,29123
2.658,29155
2.6636,29152
2.6693,29131
2.6746,29146
2.6803,29128
2.6858,29143
2.6914,29149
2.6968,29150
2.7025,29104
2.7081,29146
2.7135,29144
2.7191,29148
2.7247,29140
2.7301,29124
2.7358,29058
2.7414,29148
2.747,29066
2.7524,29130
2.758,29128
2.7636,29136
2.769,29139
2.7746,29135
2.7803,29089
2.7859,29131
2.7913,29147
2.797,29123
2.8024,29145
2.808,29136
2.8136,29144
2.8193,29146
2.8246,29143
2.8302,29129
2.8359,29138
2.8412,29095
2.8469,29114
2.8525,29122
2.8581,29141
2.8635,29120
2.8691,29139
2.8748,29141
2.8801,29139
2.8858,29137
2.8914,29110
2.897,29133
2.9024,29143
2.908,29141
2.9136,29103
2.919,29107
2.9247,29132
2.9301,29138
2.9358,29136
2.9414,29139
2.9468,29144
2.9524,29145
2.9581,29140
2.9637,29143
2.9691,29143
2.9747,29141
2.9804,29144
2.9857,29145
2.9914,29143
2.997,29139
3.0024,29141
3.008,29134
3.0136,29144
3.019,29144
3.0246,29093
3.0302,29147
3.0359,29141
3.0415,29138
3.0469,29146
3.0525,29147
3.0581,29139
3.0635,29141
3.0692,29144
3.0748,29142
3.0802,29137
3.0859,29142
3.0912,29142
3.0969,29112
3.1025,29134
3.1081,29143
3.1135,29137
3.1192,29136
3.1248,29138
3.1301,29140
3.1358,29144
3.1414,29134
3.147,29087
3.1524,29139
3.158,29140
3.1637,29120
3.169,29131
3.1747,29137
3.1803,29137
3.1859,29142
3.1913,29136
3.1969,29128
3.2025,29137
3.2082,29138
3.2135,29138
3.2191,29136
3.2248,29134
3.2301,29142
3.2358,29107
3.2415,29134
3.2469,29111
3.2525,29129
3.2581,29142
3.2635,29138
3.2692,29133
3.2748,29052
3.2802,29137
3.2858,29133
3.2914,29137
3.2968,29140
3.3024,29141
3.3081,29131
3.3137,29139
3.319,29138
3.3247,29142
3.3303,29141
3.3359,29140
3.3413,29143
3.3469,29142
3.3525,29138
3.3581,29136
3.3635,29086
3.3691,29086
3.3748,29139
3.3801,29139
3.3857,29124
3.3914,29144
3.397,29139
3.4024,29141
3.408,29137
3.4137,29142
3.419,29146
3.4246,29126
3.4303,29109
3.4359,29077
3.4413,29138
3.4469,29137
3.4526,29139
3.4579,29139
3.4636,29135
3.4692,29021
3.4748,29138
3.4802,29143
3.4858,29133
3.4915,29129
3.4968,29157
3.5025,29158
3.5081,29151
3.5135,29155
3.5191,29165
3.5248,29167
3.5302,29165
3.5359,29171
3.5415,29155
3.5469,29146
3.5525,29155
3.5579,29168
3.5636,29168
3.5692,29133
3.5746,29176
3.5802,29173
3.5859,29180
3.5915,29180
3.5969,29173
3.6025,29166
3.6081,29141
3.6135,29167
3.6191,29163
3.6248,29174
3.6304,29156
3.6358,29170
3.6414,29162
3.647,29161
3.6524,29172
3.658,29173
3.6637,29177
3.669,29149
3.6747,29170
3.6804,29159
3.6857,29169
3.6913,29161
3.697,29159
3.7026,29175
3.708,29171
3.7136,29174
3.7192,29143
3.7246,29171
3.7302,29171
3.7359,29179
3.7412,29125
3.7469,29155
3.7525,29152
3.7581,29178
3.7637,29177
3.7691,29175
3.7747,29096
3.7803,29180
3.7857,29160
3.7913,29169
3.797,29176
3.8023,29171
3.808,29153
3.8136,29172
3.8193,29166
3.8246,29115
3.8303,29177
3.8359,29167
3.8412,29169
3.8469,29149
3.8525,29143
3.8582,29159
3.8636,29173
3.8692,29163
3.8746,29163
3.8802,29176
3.8859,29151
3.8915,29171
3.8969,29171
3.9025,29109
3.9081,29166
3.9135,29170
3.9191,29170
3.9248,29154
3.9304,29151
3.9358,29180
3.9415,29138
3.9469,29169
3.9526,29172
3.9579,29170
3.9635,29158
3.9692,29167
3.9748,29179
3.9802,29146
3.9858,29174
3.9915,29172
3.9968,29182
4.0025,29049
4.0081,29176
4.0137,29177
4.0191,29181
4.0247,29172
4.0303,29165
4.0357,29177
4.0412,29171
4.0469,29158
4.0525,29176
4.0582,29174
4.0635,29006
4.0691,29168
4.0747,29174
4.0803,29173
4.0859,29177
4.0913,29186
4.0969,29175
4.1025,29168
4.1081,29181
4.1135,29180
4.1192,29180
4.1247,29159
4.1303,29139
4.1359,29174
4.1413,29171
4.1469,29162
4.1525,29166
4.1581,29173
4.1635,29176
4.1691,29179
4.1747,29167
4.1803,29175
4.1859,29169
4.1913,29170
4.1969,29164
4.2026,29167
