Experiment: June_23_negative_cntrl_expt vial 4, Wed Jun 23 11:25:39 2021
0.0044,59627
0.0101,59622
0.0157,59624
0.0211,59624
0.0268,59624
0.0324,59624
0.0378,59624
0.0435,59622
0.0489,59623
0.0545,59625
0.0602,59623
0.0656,59621
0.0713,59624
0.0766,59623
0.0823,59625
0.0879,59623
0.0933,59626
0.099,59622
0.1046,59624
0.11,59623
0.1157,59621
0.1213,59622
0.1267,59622
0.1324,59626
0.1377,59627
0.1434,59624
0.149,59626
0.1546,59623
0.16,59625
0.1656,59625
0.1713,59626
0.1766,59624
0.1822,59624
0.1879,59625
0.1935,59624
0.1989,59621
0.2045,59623
0.2099,59626
0.2156,59626
0.2213,59626
0.2266,59626
0.2323,59628
0.238,59625
0.2434,59627
0.249,59627
0.2544,59627
0.2601,59629
0.2657,59628
0.2711,59631
0.2768,59627
0.2821,59627
0.2878,59627
0.2934,59625
0.2991,59626
0.3044,59627
0.31,59624
0.3157,59624
0.3213,59624
0.3267,59623
0.3323,59624
0.3379,59626
0.3433,59625
0.3489,59628
0.3546,59626
0.3602,59628
0.3655,59630
0.3712,59628
0.3768,59629
0.3822,59625
0.3879,59625
0.3935,59624
0.3989,59625
0.4045,59625
0.4102,59628
0.4155,59626
0.4212,59626
0.4268,59624
0.4322,59630
0.4379,59626
0.4433,59630
0.4489,59625
0.4546,59627
0.4602,59627
0.4656,59631
0.4711,59628
0.4768,59631
0.4822,59628
0.4878,59627
0.4934,59627
0.4989,59628
0.5046,59624
0.5102,59628
0.5156,59628
0.5212,59627
0.5266,59629
0.5323,59627
0.5379,59627
0.5435,59623
0.5489,59624
0.5544,59627
0.5601,59626
0.5657,59627
0.5713,59627
0.5767,59628
0.5823,59630
0.5879,59628
0.5935,59624
0.5989,59627
0.6045,59629
0.6101,59629
0.6157,59628
0.6213,59628
0.6267,59626
0.6323,59629
0.6379,59627
0.6435,59628
0.6488,59631
0.6545,59630
0.6601,59628
0.6657,59631
0.6713,59626
0.6767,59628
0.6823,59626
0.6879,59630
0.6935,59627
0.6989,59631
0.7045,59628
0.7101,59627
0.7157,59628
0.7211,59628
0.7267,59629
0.7324,59632
0.7377,59629
0.7434,59628
0.749,59628
0.7546,59632
0.76,59623
0.7656,59630
0.7712,59627
0.7768,59630
0.7822,59628
0.7878,59627
0.7935,59631
0.7991,59629
0.8044,59626
0.8101,59631
0.8157,59628
0.8211,59633
0.8267,59630
0.8323,59628
0.838,59631
0.8433,59633
0.8489,59635
0.8546,59632
0.8602,59630
0.8655,59629
0.8712,59630
0.8768,59630
0.8824,59629
0.8878,59632
0.8934,59632
0.899,59631
0.9046,59632
0.91,59632
0.9156,59632
0.9212,59634
0.9266,59634
0.9322,59629
0.9379,59637
0.9435,59632
0.9491,59632
0.9545,59633
0.9601,59630
0.9657,59632
0.9711,59634
0.9767,59634
0.9823,59632
0.988,59633
0.9933,59634
0.9989,59636
1.0046,59636
1.01,59630
1.0156,59632
1.0213,59635
1.0266,59632
1.0323,59634
1.0379,59633
1.0433,59633
1.0489,59632
1.0544,59632
1.0601,59632
1.0655,59633
1.0712,59632
1.0766,59633
1.0822,59636
1.0879,59634
1.0933,59631
1.099,59634
1.1044,59630
1.1101,59634
1.1158,59635
1.1211,59634
1.1268,59635
1.1322,59637
1.1379,59628
1.1435,59632
1.1489,59629
1.1545,59633
1.1602,59631
1.1656,59633
1.1712,59628
1.1769,59633
1.1822,59632
1.1879,59633
1.1935,59631
1.1989,59629
1.2046,59630
1.21,59631
1.2157,59633
1.2211,59635
1.2268,59631
1.2325,59634
1.2379,59634
1.2436,59630
1.249,59633
1.2546,59629
1.2601,59631
1.2658,59630
1.2712,59632
1.2768,59629
1.2823,59634
1.2879,59634
1.2934,59633
1.299,59632
1.3044,59629
1.3102,59635
1.3156,59630
1.3213,59631
1.3267,59625
1.3324,59629
1.3378,59633
1.3435,59632
1.3489,59634
1.3546,59631
1.36,59631
1.3657,59626
1.3711,59632
1.3768,59629
1.3823,59632
1.388,59631
1.3934,59627
1.3991,59632
1.4045,59628
1.4101,59631
1.4155,59631
1.4212,59628
1.4266,59631
1.4323,59632
1.438,59626
1.4434,59628
1.4491,59633
1.4545,59632
1.4602,59631
1.4656,59632
1.4713,59630
1.4767,59635
1.4824,59634
1.4878,59633
1.4935,59631
1.4989,59633
1.5046,59636
1.51,59632
1.5157,59633
1.5211,59632
1.5268,59628
1.5322,59631
1.5379,59631
1.5433,59629
1.549,59631
1.5547,59631
1.5601,59629
1.5658,59629
1.5712,59630
1.5769,59631
1.5823,59629
1.5879,59628
1.5933,59634
1.5991,59631
1.6045,59630
1.6102,59636
1.6156,59631
1.6213,59631
1.6267,59633
1.6324,59633
1.6378,59632
1.6435,59631
1.6489,59630
1.6545,59630
1.6602,59631
1.6656,59634
1.6713,59631
1.6766,59629
1.6823,59627
1.6879,59630
1.6935,59627
1.6989,59629
1.7046,59630
1.7099,59631
1.7157,59629
1.7211,59630
1.7266,59635
1.7323,59632
1.738,59629
1.7434,59631
1.7491,59630
1.7545,59633
1.76,59632
1.7656,59631
1.7711,59629
1.7766,59632
1.7823,59632
1.7878,59629
1.7933,59633
1.799,59630
1.8045,59629
1.81,59631
1.8157,59632
1.8211,59630
1.8267,59632
1.8323,59630
1.8377,59629
1.8433,59630
1.849,59631
1.8545,59627
1.86,59628
1.8657,59629
1.8711,59629
1.8767,59634
1.8823,59627
1.8878,59630
1.8934,59629
1.899,59629
1.9044,59630
1.91,59629
1.9157,59631
1.9211,59627
1.9267,59628
1.9324,59629
1.9378,59629
1.9434,59631
1.9491,59630
1.9545,59629
1.96,59628
1.9657,59632
1.9711,59630
1.9767,59630
1.9824,59633
1.9878,59631
1.9933,59632
1.999,59633
2.0044,59630
2.0101,59632
2.0158,59633
2.0211,59633
2.0268,59630
2.0325,59631
2.0379,59631
2.0433,59630
2.0489,59629
2.0546,59632
2.06,59632
2.0657,59632
2.0711,59631
2.0766,59631
2.0823,59634
2.0878,59633
2.0934,59630
2.0989,59633
2.1045,59631
2.1101,59631
2.1155,59632
2.1212,59630
2.1266,59631
2.1323,59633
2.138,59630
2.1434,59633
2.1491,59631
2.1545,59630
2.1601,59631
2.1658,59630
2.1712,59632
2.1768,59628
2.1822,59630
2.1879,59630
2.1933,59628
2.199,59627
2.2044,59632
2.2101,59629
2.2155,59627
2.2212,59630
2.2268,59629
2.2322,59630
2.2379,59633
2.2433,59627
2.249,59626
2.2544,59631
2.2601,59631
2.2655,59628
2.2712,59629
2.2766,59627
2.2823,59630
2.2878,59632
2.2935,59631
2.2989,59632
2.3046,59629
2.31,59626
2.3157,59630
2.3211,59630
2.3268,59628
2.3323,59627
2.338,59627
2.3434,59627
2.3491,59631
2.3545,59629
2.3602,59628
2.3656,59627
2.3713,59631
2.3767,59629
2.3824,59630
2.3878,59631
2.3935,59629
2.3989,59630
2.4046,59629
2.41,59630
2.4157,59630
2.4211,59629
2.4268,59632
2.4322,59632
2.4379,59629
2.4433,59628
2.449,59633
2.4544,59631
2.4601,59629
2.4655,59632
2.4712,59629
2.4767,59632
2.4823,59632
2.488,59633
2.4934,59628
2.4991,59632
2.5046,59632
2.51,59632
2.5157,59632
2.5211,59630
2.5268,59632
2.5322,59630
2.5379,59631
2.5433,59631
2.549,59631
2.5544,59631
2.5601,59630
2.5656,59630
2.5713,59631
2.5767,59629
2.5823,59632
2.5877,59629
2.5934,59631
2.5991,59631
2.6045,59633
2.6101,59629
2.6155,59625
2.6212,59627
2.6269,59630
2.6323,59626
2.6379,59623
2.6433,59628
2.649,59625
2.6546,59627
2.66,59625
2.6656,59626
2.6713,59628
2.6766,59629
2.6823,59625
2.6878,59627
2.6934,59623
2.6991,59626
2.7044,59622
2.7101,59627
2.7156,59624
2.7212,59626
2.7269,59628
2.7322,59624
2.7379,59626
2.7434,59625
