Experiment: Feb_8_Batch_expt_zeroed vial 2, Mon Feb  8 17:45:11 2021
0.0049,28583
0.0103,28610
0.0159,28624
0.0213,28576
0.0269,28540
0.0326,28639
0.0382,28648
0.0436,28621
0.0492,28586
0.0546,28669
0.0602,28672
0.0659,28672
0.0715,28664
0.0769,28679
0.0826,28671
0.088,28676
0.0936,28313
0.0992,28593
0.1046,28674
0.1102,28633
0.1159,28674
0.1215,28670
0.1269,28674
0.1325,28639
0.1381,28667
0.1435,28677
0.1491,28658
0.1548,28625
0.1604,28640
0.1658,28692
0.1715,28642
0.1768,28688
0.1825,28677
0.1881,28614
0.1938,28650
0.2032,28698
0.2046,28517
0.2103,28621
0.216,28688
0.2213,28669
0.2269,28695
0.2359,28633
0.238,28624
0.2436,28703
0.2493,28627
0.2607,28693
0.2622,28654
0.2659,28620
0.2713,28677
0.282,28591
0.2827,28611
0.2881,28680
0.2937,28670
0.3039,28667
0.3046,28610
0.3103,28611
0.3159,28670
0.3254,28679
0.3271,28568
0.3324,28641
0.3381,28627
0.3437,28591
0.354,28679
0.3567,28637
0.3604,28581
0.3658,28672
0.3764,28662
0.3788,28561
0.3825,28248
0.3881,28667
0.398,28644
0.3991,28652
0.4047,28668
0.4104,28668
0.4158,28663
0.4214,28625
0.427,28666
0.4327,28657
0.438,28668
0.4437,28664
0.4493,28643
0.4547,28642
0.4603,28365
0.466,28668
0.4713,28669
0.477,28657
0.4826,28672
0.488,28643
0.4937,28655
0.4993,28665
0.5047,28351
0.5103,28554
0.5159,28620
0.5216,28605
0.5269,28658
0.5326,28658
0.5379,28359
0.5436,28658
0.5492,28669
0.5549,28247
0.5602,28661
0.5659,28666
0.5715,28671
0.5769,28608
0.5825,28674
0.5881,28649
0.5938,28644
0.5992,28668
0.6048,28673
0.6102,28613
0.6159,28592
0.6215,28671
0.6269,28679
0.6324,28627
0.6381,28659
0.6437,28664
0.6491,28634
0.6547,28668
0.6603,28618
0.666,28673
0.6713,28576
0.6769,28688
0.6826,28686
0.6882,28682
0.6935,28616
0.6992,28677
0.7048,28668
0.7102,28672
0.7158,28685
0.7214,28675
0.7271,28672
0.7324,28677
0.7381,28683
0.7437,28672
0.7493,28637
0.7547,28687
0.7603,28689
0.766,28672
0.7713,28673
0.777,28616
0.7826,28682
0.7882,28682
0.7936,28660
0.7992,28474
0.8049,28691
0.8102,28588
0.8159,28553
0.8215,28661
0.8271,28513
0.8325,28592
0.8381,28522
0.8438,28687
0.8491,28658
0.8548,28702
0.8604,28569
0.8658,28687
0.8714,28712
0.877,28700
0.8827,28697
0.888,28624
0.8936,28691
0.8993,28672
0.9049,28669
0.9102,28659
0.9159,28668
0.9215,28692
0.9269,28534
0.9325,28689
0.9381,28687
0.9438,28584
0.9491,28698
0.9548,28706
0.9604,28713
