Experiment: Feb_8_Batch_expt_zeroed vial 15, Mon Feb  8 17:45:11 2021
0.0049,28799
0.0103,28796
0.0159,28804
0.0213,28809
0.0269,28817
0.0326,28815
0.0382,28819
0.0436,28823
0.0492,28837
0.0546,28832
0.0602,28836
0.0659,28842
0.0715,28842
0.0769,28850
0.0826,28863
0.088,28858
0.0936,28858
0.0992,28858
0.1046,28863
0.1102,28859
0.1159,28862
0.1215,28860
0.1269,28859
0.1325,28864
0.1381,28869
0.1435,28867
0.1491,28864
0.1548,28864
0.1604,28871
0.1658,28871
0.1715,28873
0.1768,28876
0.1825,28869
0.1881,28872
0.1938,28874
0.2032,28872
0.2046,28876
0.2103,28874
0.216,28866
0.2213,28869
0.2269,28868
0.2359,28872
0.238,28866
0.2436,28869
0.2493,28871
0.2607,28867
0.2622,28865
0.2659,28870
0.2713,28870
0.282,28866
0.2827,28872
0.2881,28867
0.2937,28866
0.3039,28868
0.3046,28869
0.3103,28868
0.3159,28869
0.3254,28862
0.3271,28870
0.3324,28868
0.3381,28871
0.3437,28868
0.354,28868
0.3567,28866
0.3604,28866
0.3658,28868
0.3764,28869
0.3788,28864
0.3825,28862
0.3881,28861
0.398,28857
0.3991,28866
0.4047,28862
0.4104,28868
0.4158,28868
0.4214,28869
0.427,28868
0.4327,28874
0.438,28861
0.4437,28871
0.4493,28876
0.4547,28870
0.4603,28864
0.466,28871
0.4713,28868
0.477,28867
0.4826,28868
0.488,28865
0.4937,28871
0.4993,28869
0.5047,28866
0.5103,28863
0.5159,28873
0.5216,28872
0.5269,28877
0.5326,28873
0.5379,28870
0.5436,28869
0.5492,28865
0.5549,28877
0.5602,28873
0.5659,28867
0.5715,28874
0.5769,28869
0.5825,28876
0.5881,28866
0.5938,28879
0.5992,28876
0.6048,28881
0.6102,28878
0.6159,28879
0.6215,28868
0.6269,28873
0.6324,28869
0.6381,28874
0.6437,28876
0.6491,28879
0.6547,28874
0.6603,28876
0.666,28871
0.6713,28876
0.6769,28893
0.6826,28882
0.6882,28867
0.6935,28883
0.6992,28879
0.7048,28885
0.7102,28882
0.7158,28880
0.7214,28888
0.7271,28884
0.7324,28885
0.7381,28889
0.7437,28879
0.7493,28880
0.7547,28889
0.7603,28892
0.766,28892
0.7713,28888
0.777,28887
0.7826,28887
0.7882,28883
0.7936,28888
0.7992,28876
0.8049,28885
0.8102,28879
0.8159,28877
0.8215,28879
0.8271,28883
0.8325,28883
0.8381,28878
0.8438,28876
0.8491,28877
0.8548,28879
0.8604,28867
0.8658,28868
0.8714,28879
0.877,28880
0.8827,28883
0.888,28877
0.8936,28876
0.8993,28878
0.9049,28875
0.9102,28873
0.9159,28866
0.9215,28873
0.9269,28872
0.9325,28865
0.9381,28865
0.9438,28871
0.9491,28867
0.9548,28867
0.9604,28868
0.9658,28867
0.9714,28869
0.977,28858
0.9827,28867
0.988,28866
0.9937,28864
0.9993,28867
1.0047,28886
1.0103,28870
1.016,28876
1.0213,28869
1.027,28872
1.0326,28866
1.0382,28861
1.0436,28869
1.0492,28868
1.0548,28869
1.0602,28865
1.0659,28864
1.0715,28856
1.0769,28865
1.0825,28862
1.0882,28853
1.0936,28856
1.0992,28861
1.1048,28862
1.1105,28849
1.1158,28851
1.1215,28846
1.1271,28853
1.1325,28845
1.1381,28852
1.1437,28840
1.1494,28851
1.1547,28852
1.1603,28838
1.166,28844
1.1713,28848
1.177,28841
1.1826,28848
1.1883,28839
1.1936,28839
1.1993,28834
1.2049,28826
1.2103,28836
1.2159,28843
1.2215,28834
1.2269,28835
1.2325,28834
1.238,28831
1.2436,28829
1.2492,28833
1.2548,28835
1.2605,28839
1.2658,28820
1.2714,28835
1.2771,28839
1.2824,28820
1.2881,28825
1.2938,28825
1.2991,28810
1.3048,28831
1.3104,28824
1.3158,28828
1.3215,28826
1.3271,28814
1.3325,28812
1.3381,28804
1.3438,28815
1.3492,28815
1.3548,28792
1.3604,28784
1.3658,28792
1.3715,28788
1.3771,28809
1.3825,28798
1.3882,28797
1.3938,28790
1.3992,28785
1.4048,28774
1.4102,28779
1.4158,28778
1.4215,28763
1.4271,28778
1.4325,28768
1.4381,28789
1.4437,28764
1.4491,28762
1.4547,28760
1.4604,28749
1.466,28755
1.4714,28752
1.477,28744
1.4826,28737
1.4883,28749
1.4936,28739
1.4992,28740
1.5048,28714
1.5105,28728
1.5158,28720
1.5215,28729
1.527,28722
1.5324,28713
1.5381,28713
1.5438,28698
1.5491,28699
1.5548,28706
1.5604,28680
1.5658,28706
1.5714,28690
1.577,28677
1.5827,28684
1.588,28698
1.5937,28672
1.5993,28665
1.6047,28666
1.6103,28671
1.6159,28646
