Experiment: Feb_8_Batch_expt_zeroed vial 13, Mon Feb  8 17:45:11 2021
0.0049,28498
0.0103,28507
0.0159,28515
0.0213,28508
0.0269,28513
0.0326,28531
0.0382,28535
0.0436,28534
0.0492,28518
0.0546,28552
0.0602,28551
0.0659,28560
0.0715,28552
0.0769,28558
0.0826,28561
0.088,28534
0.0936,28563
0.0992,28548
0.1046,28563
0.1102,28545
0.1159,28546
0.1215,28555
0.1269,28558
0.1325,28541
0.1381,28548
0.1435,28546
0.1491,28555
0.1548,28537
0.1604,28570
0.1658,28547
0.1715,28536
0.1768,28584
0.1825,28565
0.1881,28555
0.1938,28562
0.2032,28539
0.2046,28536
0.2103,28529
0.216,28527
0.2213,28545
0.2269,28551
0.2359,28554
0.238,28560
0.2436,28551
0.2493,28561
0.2607,28555
0.2622,28540
0.2659,28573
0.2713,28577
0.282,28559
0.2827,28563
0.2881,28582
0.2937,28564
0.3039,28590
0.3046,28567
0.3103,28572
0.3159,28590
0.3254,28578
0.3271,28578
0.3324,28584
0.3381,28565
0.3437,28569
0.354,28564
0.3567,28583
0.3604,28579
0.3658,28588
0.3764,28572
0.3788,28555
0.3825,28557
0.3881,28561
0.398,28565
0.3991,28554
0.4047,28579
0.4104,28585
0.4158,28564
0.4214,28571
0.427,28581
0.4327,28590
0.438,28602
0.4437,28587
0.4493,28611
0.4547,28613
0.4603,28578
0.466,28579
0.4713,28580
0.477,28595
0.4826,28622
0.488,28598
0.4937,28604
0.4993,28583
0.5047,28612
0.5103,28615
0.5159,28639
0.5216,28642
0.5269,28616
0.5326,28597
0.5379,28584
0.5436,28597
0.5492,28622
0.5549,28630
0.5602,28617
0.5659,28624
0.5715,28637
0.5769,28619
0.5825,28638
0.5881,28623
0.5938,28637
0.5992,28652
0.6048,28666
0.6102,28671
0.6159,28672
0.6215,28626
0.6269,28626
0.6324,28638
0.6381,28636
0.6437,28654
0.6491,28651
0.6547,28655
0.6603,28622
0.666,28637
0.6713,28654
0.6769,28664
0.6826,28622
0.6882,28625
0.6935,28611
0.6992,28646
0.7048,28653
0.7102,28666
0.7158,28660
0.7214,28662
0.7271,28673
0.7324,28681
0.7381,28680
0.7437,28693
0.7493,28682
0.7547,28686
0.7603,28683
0.766,28689
0.7713,28671
0.777,28656
0.7826,28668
0.7882,28648
0.7936,28673
0.7992,28668
0.8049,28663
0.8102,28680
0.8159,28680
0.8215,28680
0.8271,28660
0.8325,28661
0.8381,28671
0.8438,28653
0.8491,28651
0.8548,28671
0.8604,28660
0.8658,28668
0.8714,28668
0.877,28677
0.8827,28659
0.888,28657
0.8936,28659
0.8993,28644
0.9049,28660
0.9102,28650
0.9159,28639
0.9215,28639
0.9269,28659
0.9325,28641
0.9381,28637
0.9438,28628
0.9491,28635
0.9548,28636
0.9604,28625
0.9658,28630
0.9714,28642
0.977,28626
0.9827,28642
0.988,28614
0.9937,28635
0.9993,28651
1.0047,28648
1.0103,28659
1.016,28634
1.0213,28639
1.027,28641
1.0326,28633
1.0382,28615
1.0436,28625
1.0492,28629
1.0548,28607
1.0602,28611
1.0659,28623
1.0715,28614
1.0769,28614
1.0825,28617
1.0882,28608
1.0936,28609
1.0992,28588
1.1048,28603
1.1105,28625
